Depth,TVD,DX,DY,RT,RXO,SH,POR,SW,PERM,ACN,DENN,CNLN,GRN
4608.75,4599.892,127.175,-21.579,235.115,223.359,10.201,1.907,87.624,0.002,53.032,2.687,4.047,46.593
4608.875,4600.009,127.199,-21.542,272.579,258.95,9.347,1.635,98.131,0.001,52.613,2.691,3.481,43.879
4609,4600.126,127.223,-21.506,296.562,281.734,8.797,1.458,99.99,0.001,52.158,2.694,3.214,42.099
4609.125,4600.244,127.247,-21.47,358.39,340.47,7.521,1.251,99.99,0.001,51.418,2.698,2.876,37.886
4609.25,4600.361,127.271,-21.434,415.963,395.165,6.347,1.747,71.226,0.002,51.418,2.694,2.889,33.888
4609.375,4600.479,127.294,-21.398,423.479,402.305,5.967,1.803,67.769,0.002,50.957,2.692,3.005,32.57
4609.5,4600.596,127.318,-21.361,374.95,356.203,5.992,2.071,60.78,0.002,50.927,2.687,3.389,32.657
4609.625,4600.713,127.342,-21.325,281.915,267.819,7.318,2.135,68.559,0.002,51.267,2.683,3.924,37.202
4609.75,4600.83,127.366,-21.289,241.359,229.291,8.274,2.172,73.159,0.002,51.692,2.68,4.205,40.387
4609.875,4600.947,127.39,-21.253,186.796,177.456,9.237,2.185,83.781,0.003,51.692,2.676,4.667,43.524
4610,4601.064,127.414,-21.216,155.158,147.4,10.885,2.137,95.61,0.002,52.384,2.675,5.014,48.729
4610.125,4601.182,127.437,-21.18,146.394,139.074,11.472,2.194,95.517,0.003,52.727,2.677,5.201,50.537
4610.25,4601.299,127.461,-21.144,143.967,136.769,12.067,2.152,98.84,0.002,52.435,2.682,5.576,52.345
4610.375,4601.416,127.485,-21.108,148.216,140.805,11.978,1.982,99.99,0.002,51.665,2.685,5.691,52.075
4610.5,4601.533,127.509,-21.071,163.768,155.58,10.948,2.02,99.667,0.002,50.998,2.692,5.68,48.924
4610.625,4601.65,127.533,-21.035,190.818,181.277,9.468,2.347,75.608,0.003,50.998,2.703,5.508,44.267
4610.75,4601.768,127.557,-20.999,205.646,195.363,8.892,2.193,79.029,0.003,50.451,2.711,5.448,42.407
4610.875,4601.885,127.581,-20.962,218.071,207.168,8.315,2.262,73.521,0.003,50.48,2.731,5.45,40.524
4611,4602.002,127.605,-20.926,196.758,186.92,8.523,1.824,99.99,0.002,49.884,2.756,5.501,41.205
4611.125,4602.119,127.628,-20.89,181.217,172.156,8.805,1.542,99.99,0.001,49.549,2.767,5.481,42.127
4611.25,4602.236,127.652,-20.853,163.833,155.641,9.251,1.348,99.99,0.001,49.549,2.783,5.302,43.568
4611.375,4602.354,127.676,-20.817,176.921,168.075,8.762,1.212,99.99,0.001,49.105,2.787,5.048,41.986
4611.5,4602.471,127.7,-20.781,202.269,192.156,8.141,1.347,99.99,0.001,49.115,2.787,4.919,39.948
4611.625,4602.588,127.724,-20.744,324.641,308.409,6.691,1.343,99.99,0.001,48.477,2.787,4.56,35.071
4611.75,4602.705,127.748,-20.708,540.099,513.094,5.609,1.205,98.796,0.001,47.857,2.793,4.032,31.314
4611.875,4602.822,127.772,-20.671,654.834,622.093,5.265,0.892,99.99,0.001,47.107,2.797,3.8,30.098
4612,4602.939,127.796,-20.635,825.843,784.551,5.057,0.868,99.99,0.001,47.107,2.808,3.669,29.358
4612.125,4603.057,127.82,-20.599,866.425,823.104,4.966,0.735,99.99,0,46.772,2.814,3.801,29.035
4612.25,4603.174,127.843,-20.562,873.53,829.853,4.856,0.672,99.99,0,46.546,2.824,4.28,28.639
4612.375,4603.291,127.867,-20.526,834.835,793.093,4.419,0.608,99.99,0,46.147,2.827,4.663,27.061
4612.5,4603.408,127.891,-20.489,808.454,768.032,4.125,0.592,99.99,0,45.939,2.824,4.749,25.99
4612.625,4603.525,127.915,-20.453,745.432,708.161,3.776,0.762,99.99,0,45.939,2.812,4.803,24.707
4612.75,4603.643,127.939,-20.416,683.073,648.92,3.847,0.689,99.99,0,45.793,2.798,4.894,24.969
4612.875,4603.76,127.963,-20.38,663.364,630.196,3.879,0.846,99.99,0.001,45.984,2.792,4.977,25.086
4613,4603.877,127.987,-20.343,657.208,624.348,3.691,0.863,99.99,0.001,45.857,2.788,5.13,24.394
4613.125,4603.994,128.011,-20.307,666.559,633.231,3.416,0.91,99.99,0.001,45.77,2.789,5.097,23.372
4613.25,4604.111,128.035,-20.27,663.707,630.522,3.324,0.927,99.99,0.001,45.763,2.79,4.986,23.027
4613.375,4604.228,128.059,-20.234,639.034,607.082,3.228,0.926,99.99,0.001,45.763,2.791,4.685,22.668
4613.5,4604.345,128.083,-20.197,623.725,592.539,3.159,0.852,99.99,0.001,45.645,2.791,4.554,22.41
4613.625,4604.462,128.107,-20.161,604.966,574.718,2.825,0.695,99.99,0,45.296,2.794,4.365,21.149
4613.75,4604.58,128.131,-20.124,606.685,576.351,2.434,0.554,99.99,0,44.966,2.799,4.146,19.66
4613.875,4604.697,128.155,-20.088,616.307,585.492,2.366,0.447,99.99,0,44.841,2.802,4.009,19.399
4614,4604.813,128.178,-20.051,659.069,626.115,2.578,0.474,99.99,0,45.02,2.806,3.8,20.211
4614.125,4604.931,128.202,-20.014,717.464,681.591,2.987,0.287,99.99,0,45.02,2.812,3.84,21.763
4614.25,4605.048,128.226,-19.978,741.261,704.198,3.097,0.363,99.99,0,45.164,2.815,3.945,22.176
4614.375,4605.165,128.25,-19.941,771.429,732.857,3.029,0.564,99.99,0,45.397,2.821,4.173,21.921
4614.5,4605.282,128.274,-19.905,769.098,745.667,2.872,0.853,99.99,0.001,45.694,2.814,4.291,21.329
4614.625,4605.399,128.298,-19.868,740.713,723.796,2.901,0.89,99.99,0.001,45.694,2.805,4.322,21.439
4614.75,4605.516,128.322,-19.831,605.905,606.219,3.315,0.825,99.99,0.001,45.694,2.786,4.432,22.993
4614.875,4605.633,128.346,-19.795,425.07,433.594,3.915,0.908,99.99,0.001,46.054,2.778,4.674,25.221
4615,4605.75,128.37,-19.758,353.204,360.492,4.145,1.038,99.99,0.001,46.349,2.78,4.823,26.065
4615.125,4605.868,128.394,-19.721,279.252,279.573,4.576,0.927,99.99,0.001,46.421,2.79,5.093,27.632
4615.25,4605.984,128.418,-19.685,274.121,270.448,4.85,1.011,99.99,0.001,46.714,2.795,5.187,28.618
4615.375,4606.102,128.442,-19.648,321.204,305.647,5.371,1.093,99.99,0.001,47.18,2.801,5.232,30.476
4615.5,4606.219,128.466,-19.611,460.365,424.032,5.138,1.139,99.99,0.001,47.18,2.799,5.057,29.648
4615.625,4606.336,128.49,-19.575,560.777,513.595,4.608,1.416,78.776,0.001,47.436,2.796,4.924,27.748
4615.75,4606.453,128.514,-19.538,757.944,701.199,3.277,1.849,47.394,0.002,47.462,2.785,4.739,22.853
4615.875,4606.57,128.538,-19.501,842.097,799.9,2.376,2.194,35.949,0.003,47.346,2.772,4.771,19.435
4616,4606.687,128.562,-19.464,825.389,796.462,2.134,2.384,32.696,0.003,47.462,2.767,4.843,18.504
4616.125,4606.804,128.586,-19.428,715.143,711.347,1.796,2.586,31.93,0.004,47.462,2.764,5.023,17.193
4616.25,4606.921,128.61,-19.391,587.296,594.683,1.388,2.906,30.722,0.006,47.771,2.765,5.227,15.592
4616.375,4607.038,128.634,-19.354,538.386,545.441,1.217,3.103,29.674,0.007,48.092,2.766,5.329,14.914
4616.5,4607.155,128.658,-19.317,476.523,476.56,1.082,3.273,29.678,0.009,48.414,2.768,5.434,14.379
4616.625,4607.272,128.682,-19.28,457.92,453.296,1.07,3.27,30.383,0.009,48.512,2.77,5.381,14.331
4616.75,4607.389,128.706,-19.244,432.634,417.809,1.032,3.024,34.644,0.007,48.29,2.776,5.023,14.177
4616.875,4607.506,128.73,-19.207,422.418,395.659,1.131,2.742,39.782,0.005,48.29,2.782,4.484,14.574
4617,4607.623,128.754,-19.17,425.284,392.112,1.315,2.432,46.158,0.003,47.827,2.784,4.224,15.302
4617.125,4607.74,128.778,-19.133,452.96,404.906,1.91,1.878,61.944,0.002,47.155,2.785,3.759,17.635
4617.25,4607.857,128.802,-19.096,541.79,465.453,2.453,1.291,90.361,0.001,46.448,2.787,3.359,19.734
4617.375,4607.974,128.826,-19.06,627.644,527.778,2.588,0.953,99.99,0.001,45.807,2.789,3.222,20.249
4617.5,4608.091,128.85,-19.023,886.229,722.09,2.572,0.901,99.99,0.001,45.807,2.796,3.168,20.186
4617.625,4608.208,128.874,-18.986,1207.41,967.713,2.441,0.763,99.99,0,45.522,2.806,3.285,19.686
4617.75,4608.325,128.898,-18.949,1366.481,1089.61,2.432,0.739,99.99,0,45.522,2.812,3.321,19.651
4617.875,4608.442,128.922,-18.912,1644.174,1304.848,2.426,0.686,99.99,0,45.536,2.822,3.285,19.63
4618,4608.559,128.946,-18.875,1818.051,1447.997,2.11,0.737,93.845,0,45.626,2.831,3.193,18.412
4618.125,4608.676,128.97,-18.838,1853.651,1479.26,1.85,0.731,93.811,0,45.544,2.836,3.17,17.402
4618.25,4608.793,128.994,-18.801,1867.735,1485.191,1.449,0.78,86.019,0,45.544,2.845,3.241,15.833
4618.375,4608.91,129.019,-18.764,1870.912,1481.404,1.383,0.672,99.99,0,45.208,2.849,3.348,15.573
4618.5,4609.027,129.043,-18.727,1864.332,1470.458,1.46,0.631,99.99,0,44.984,2.848,3.626,15.876
4618.625,4609.144,129.067,-18.691,1784.204,1415.77,1.704,0.633,99.99,0,45.004,2.841,3.767,16.833
4618.75,4609.261,129.091,-18.654,1716.566,1368.114,1.874,0.627,99.99,0,45.072,2.837,3.732,17.497
4618.875,4609.378,129.115,-18.617,1576.914,1266.643,2.179,0.5,99.99,0,45.052,2.832,3.485,18.68
4619,4609.495,129.139,-18.58,1453.176,1178.959,2.169,0.452,99.99,0,45.052,2.833,3.165,18.64
4619.125,4609.612,129.163,-18.543,1387.831,1132.645,2.025,0.398,99.99,0,44.909,2.834,3.042,18.084
4619.25,4609.729,129.187,-18.506,1248.061,1028.432,1.773,0.394,99.99,0,44.789,2.833,2.929,17.104
4619.375,4609.846,129.211,-18.469,1113.191,921.407,1.948,0.322,99.99,0,44.696,2.824,2.944,17.786
4619.5,4609.962,129.235,-18.432,1049.41,868.816,2.021,0.24,99.99,0,44.586,2.817,2.971,18.066
4619.625,4610.08,129.259,-18.395,928.191,765.754,2.066,0.278,99.99,0,44.586,2.797,3.099,18.243
4619.75,4610.196,129.283,-18.358,873.51,717.751,2.082,0.291,99.99,0,44.575,2.786,3.228,18.304
4619.875,4610.313,129.307,-18.32,789.827,640.366,2.115,0.408,99.99,0,44.631,2.767,3.629,18.432
4620,4610.43,129.331,-18.283,756.612,602.417,1.916,0.948,99.99,0.001,44.898,2.753,4.062,17.658
4620.125,4610.547,129.356,-18.246,761.503,600.572,1.696,1.416,66.422,0.001,45.232,2.75,4.199,16.8
4620.25,4610.664,129.38,-18.209,812.044,625.825,1.271,1.917,43.565,0.002,45.657,2.75,4.243,15.13
4620.375,4610.781,129.404,-18.172,913.764,681.419,1.105,1.907,41.051,0.002,45.657,2.757,4.125,14.469
4620.5,4610.898,129.428,-18.135,977.258,716.766,1.084,2.035,36.397,0.002,46.016,2.76,4.092,14.388
4620.625,4611.015,129.452,-18.098,1090.954,782.273,1.056,2.076,33.376,0.002,46.065,2.762,4.181,14.273
4620.75,4611.132,129.476,-18.061,1134.074,809.614,1.073,2.157,31.094,0.002,45.914,2.755,4.47,14.343
4620.875,4611.249,129.5,-18.024,1125.587,805.982,1.096,2.328,28.344,0.003,46.122,2.751,4.649,14.433
4621,4611.366,129.524,-17.987,1083.499,784.055,1.085,2.463,26.949,0.003,46.122,2.746,4.913,14.39
4621.125,4611.482,129.548,-17.949,1055.884,770.959,1.006,2.614,25.334,0.004,46.529,2.751,4.891,14.076
4621.25,4611.599,129.572,-17.912,1051.244,769.225,0.996,2.678,24.629,0.004,46.886,2.755,4.787,14.034
4621.375,4611.716,129.597,-17.875,1036.59,759.087,1.071,2.508,26.986,0.004,46.937,2.763,4.543,14.333
4621.5,4611.833,129.621,-17.838,1016.024,744.283,1.115,2.53,26.988,0.004,47.173,2.765,4.469,14.509
4621.625,4611.95,129.645,-17.801,939.314,691.117,1.228,2.636,26.767,0.004,47.551,2.766,4.54,14.957
4621.75,4612.067,129.669,-17.763,830.46,617.451,1.469,2.715,27.617,0.005,47.551,2.763,4.934,15.911
4621.875,4612.184,129.693,-17.726,775.016,579.512,1.584,2.858,26.88,0.006,47.723,2.759,5.194,16.364
4622,4612.301,129.717,-17.689,686.479,516.107,1.644,3.067,26.29,0.007,47.787,2.75,5.576,16.6
4622.125,4612.417,129.741,-17.652,648.461,484.153,1.598,3.086,26.929,0.007,47.63,2.743,5.566,16.419
4622.25,4612.534,129.766,-17.615,650.543,482.468,1.626,2.885,29.293,0.006,47.277,2.745,5.459,16.528
4622.375,4612.651,129.79,-17.577,688.956,504.029,1.771,2.649,31.63,0.004,47.277,2.758,5.254,17.096
4622.5,4612.768,129.814,-17.54,756.086,545.615,1.862,2.251,36.944,0.003,46.892,2.779,5.154,17.449
4622.625,4612.885,129.838,-17.503,796.956,569.992,1.89,2.027,40.997,0.002,46.582,2.788,5.125,17.56
4622.75,4613.001,129.862,-17.466,890.948,622.599,1.952,1.849,43.315,0.002,46.416,2.796,5.063,17.798
4622.875,4613.119,129.886,-17.428,940.828,648.887,1.997,1.736,45.512,0.001,46.193,2.793,5.022,17.973
4623,4613.235,129.91,-17.391,1038.798,696.798,2.121,1.754,42.501,0.002,46.138,2.774,4.895,18.456
4623.125,4613.352,129.935,-17.354,1148.706,745.438,2.206,1.869,37.07,0.002,46.138,2.746,4.755,18.783
4623.25,4613.469,129.959,-17.316,1217.989,775.473,2.169,2,32.913,0.002,46.228,2.736,4.736,18.639
4623.375,4613.586,129.983,-17.279,1384.205,845.373,1.812,2.25,26.362,0.003,46.219,2.73,4.877,17.253
4623.5,4613.703,130.007,-17.242,1525.582,895.486,1.301,2.452,22.381,0.003,46.204,2.747,5.159,15.247
4623.625,4613.819,130.031,-17.204,1555.532,899.499,1.15,2.462,22.02,0.003,46.202,2.759,5.274,14.649
4623.75,4613.936,130.055,-17.167,1505.529,860.961,1.221,2.282,24.708,0.003,46.202,2.779,5.355,14.932
4623.875,4614.053,130.08,-17.13,1355.125,788.773,1.685,1.98,31.397,0.002,46.218,2.788,5.272,16.76
4624,4614.17,130.104,-17.092,1275.08,754.295,1.955,1.956,33.002,0.002,46.443,2.788,5.217,17.813
4624.125,4614.287,130.128,-17.055,1159.389,708.92,2.344,1.91,35.859,0.002,46.714,2.788,5.147,19.314
4624.25,4614.403,130.152,-17.017,1140.846,712.102,2.408,1.964,34.933,0.002,46.89,2.788,5.137,19.558
4624.375,4614.52,130.176,-16.98,1184.325,740.42,2.371,2.054,32.308,0.002,47.047,2.788,5.17,19.416
4624.5,4614.637,130.201,-16.943,1419.096,869.956,2.405,2.125,27.97,0.002,47.047,2.783,5.351,19.549
4624.625,4614.754,130.225,-16.905,1615.867,972.605,2.513,2.132,25.894,0.002,47.009,2.778,5.47,19.963
4624.75,4614.871,130.249,-16.868,2068.399,1216.208,2.699,2.075,23.359,0.002,46.825,2.765,5.554,20.67
4624.875,4614.987,130.273,-16.83,2209.951,1339.419,2.6,1.86,25.874,0.002,46.416,2.761,5.296,20.294
4625,4615.104,130.297,-16.793,2036.823,1280.579,2.503,1.652,31.503,0.001,46.097,2.766,5.135,19.922
4625.125,4615.221,130.322,-16.755,1313.934,923.652,2.484,1.625,41.084,0.001,46.268,2.786,5.065,19.852
4625.25,4615.338,130.346,-16.718,611.863,498.854,2.734,1.477,71.108,0.001,46.268,2.806,5.333,20.804
4625.375,4615.455,130.37,-16.68,412.104,356.52,2.865,1.359,98.653,0.001,46.159,2.814,5.48,21.301
4625.5,4615.571,130.394,-16.643,274.717,239.81,3.026,1.419,99.99,0.001,46.412,2.824,5.623,21.909
4625.625,4615.688,130.418,-16.605,311.862,254.863,3.035,1.424,99.99,0.001,46.532,2.83,5.559,21.945
4625.75,4615.805,130.443,-16.567,402.471,308.84,2.965,1.46,91.172,0.001,46.607,2.83,5.479,21.68
4625.875,4615.921,130.467,-16.53,838.453,563.12,2.653,1.547,56.245,0.001,46.607,2.823,5.275,20.496
4626,4616.038,130.491,-16.492,1589.437,970.768,2.178,1.727,34.18,0.001,46.519,2.808,5.123,18.673
4626.125,4616.155,130.515,-16.454,1981.173,1164.957,1.954,1.834,27.997,0.002,46.419,2.798,5.113,17.807
4626.25,4616.271,130.54,-16.416,2536.757,1397.831,1.714,2.131,20.139,0.002,46.319,2.771,5.257,16.874
4626.375,4616.388,130.564,-16.378,2657.902,1425.676,1.698,2.223,18.594,0.003,46.186,2.756,5.382,16.808
4626.5,4616.504,130.588,-16.341,2669.445,1375.413,1.744,2.369,17.11,0.003,46.02,2.727,5.556,16.99
4626.625,4616.621,130.612,-16.303,2578.787,1291.482,1.666,2.476,16.489,0.004,46.02,2.715,5.445,16.684
4626.75,4616.738,130.637,-16.265,2555.363,1259.754,1.562,2.214,19.109,0.003,45.608,2.719,5.308,16.275
4626.875,4616.854,130.661,-16.227,2620.464,1236.393,1.354,1.783,24.817,0.002,45.135,2.743,5.052,15.459
4627,4616.971,130.685,-16.189,2837.876,1258.25,1.184,1.402,32.24,0.001,44.773,2.77,4.918,14.784
4627.125,4617.087,130.709,-16.151,2976.094,1272.113,1.11,1.341,33.231,0.001,44.704,2.778,4.885,14.49
4627.25,4617.204,130.734,-16.113,3193.875,1267.597,0.993,1.455,28.79,0.001,44.704,2.776,4.911,14.022
4627.375,4617.321,130.758,-16.074,3104.481,1165.857,0.944,2.018,19.293,0.002,45.088,2.756,5.248,13.827
4627.5,4617.437,130.782,-16.036,2884.402,1067.065,0.944,2.686,13.959,0.005,45.932,2.744,5.603,13.827
4627.625,4617.554,130.806,-15.998,2183.594,806.664,0.951,3.614,11.175,0.013,46.879,2.727,6.692,13.855
4627.75,4617.67,130.831,-15.96,1806.114,676.369,0.968,4.208,10.236,0.026,47.729,2.722,7.342,13.922
4627.875,4617.787,130.855,-15.922,1233.355,486.099,1.045,5.034,10.082,0.069,48.76,2.715,8.518,14.229
4628,4617.903,130.879,-15.883,965.823,406.213,1.121,5.365,10.657,0.101,48.76,2.704,9.233,14.532
4628.125,4618.02,130.904,-15.845,913.674,395.466,1.137,5.783,9.992,0.164,49.523,2.695,9.423,14.599
4628.25,4618.136,130.928,-15.807,900.784,404.812,1.113,6.29,9.049,0.296,50.278,2.678,9.619,14.503
4628.375,4618.252,130.952,-15.768,926.296,421.793,1.086,6.682,8.249,0.466,50.968,2.664,9.658,14.395
4628.5,4618.369,130.976,-15.73,924.479,421.727,1.086,6.867,7.975,0.578,51.471,2.659,9.59,14.393
4628.625,4618.485,131.001,-15.691,864.712,395.04,1.032,6.858,8.293,0.572,51.471,2.65,9.262,14.18
4628.75,4618.602,131.025,-15.653,757.528,345.301,0.803,7.033,8.647,0.701,51.786,2.641,8.963,13.263
4628.875,4618.718,131.049,-15.614,708.507,320.976,0.659,7.237,8.655,0.888,52.09,2.636,8.962,12.683
4629,4618.834,131.074,-15.576,660.881,289.687,0.514,7.527,8.559,1.243,52.232,2.63,9.274,12.097
4629.125,4618.951,131.098,-15.537,707.449,289.483,0.646,7.656,8.063,1.444,52.426,2.627,9.523,12.632
4629.25,4619.067,131.122,-15.498,768.729,299.741,0.754,7.735,7.598,1.582,52.842,2.624,9.448,13.067
4629.375,4619.184,131.146,-15.46,961.55,334.099,0.866,7.653,6.796,1.439,52.842,2.61,8.99,13.514
4629.5,4619.3,131.171,-15.421,1075.154,353.391,0.862,7.84,6.192,1.788,53.289,2.597,8.78,13.5
4629.625,4619.417,131.195,-15.382,1242.008,377.142,0.895,8.206,5.39,2.734,53.638,2.566,8.67,13.63
4629.75,4619.533,131.219,-15.343,1232.666,365.18,1.017,8.342,5.3,3.202,53.847,2.537,8.813,14.118
4629.875,4619.649,131.244,-15.304,1167.644,348.658,1.017,8.015,5.748,2.192,54.424,2.527,8.892,14.118
4630,4619.765,131.268,-15.266,994.944,311.328,1.016,7.666,6.653,1.462,55.078,2.516,9.045,14.116
4630.125,4619.881,131.292,-15.227,835.783,279.27,0.844,7.841,7.126,1.79,55.078,2.512,9.201,13.428
4630.25,4619.998,131.317,-15.188,767.689,265.409,0.787,7.359,8.102,1.023,55.757,2.511,9.282,13.2
4630.375,4620.114,131.341,-15.149,659.833,244.413,0.823,7.066,9.284,0.729,56.164,2.509,9.355,13.342
4630.5,4620.23,131.365,-15.11,590.148,234.356,0.866,7.001,9.998,0.676,56.101,2.514,9.234,13.515
4630.625,4620.346,131.39,-15.071,564.412,231.82,0.842,7.014,10.227,0.686,55.982,2.521,9.183,13.419
4630.75,4620.462,131.414,-15.031,525.302,228.937,0.775,6.862,10.948,0.574,55.982,2.541,9.261,13.151
4630.875,4620.579,131.438,-14.992,513.674,228.987,0.775,7.118,10.579,0.774,55.584,2.551,9.359,13.149
4631,4620.695,131.463,-14.953,506.855,232.19,0.819,7.314,10.296,0.971,55.293,2.561,9.567,13.327
4631.125,4620.811,131.487,-14.914,510.608,235.18,0.858,7.743,9.537,1.597,54.944,2.555,9.822,13.484
4631.25,4620.927,131.511,-14.875,514.865,235.894,0.885,8.14,8.905,2.534,54.58,2.55,9.986,13.591
4631.375,4621.043,131.536,-14.835,536.844,239.684,0.984,8.478,8.261,3.748,54.323,2.544,10.273,13.988
4631.5,4621.16,131.56,-14.796,586.246,250.453,1.06,8.379,7.983,3.344,54.323,2.551,10.292,14.291
4631.625,4621.276,131.584,-14.757,620.534,257.914,1.064,8.494,7.601,3.818,54.013,2.558,10.141,14.306
4631.75,4621.392,131.609,-14.717,679.121,269.83,1.021,8.242,7.51,2.85,53.5,2.582,9.414,14.137
4631.875,4621.508,131.633,-14.678,648.102,256.941,0.982,7.196,9.163,0.847,52.668,2.617,8.244,13.98
4632,4621.624,131.658,-14.639,585.137,236.064,0.988,6.393,11.28,0.333,51.501,2.639,7.666,14.004
4632.125,4621.74,131.682,-14.599,415.357,177.716,1.101,5.586,16.22,0.131,51.501,2.684,6.845,14.452
4632.25,4621.856,131.706,-14.56,294.062,131.499,1.317,4.732,24.303,0.049,50.478,2.717,6.472,15.31
4632.375,4621.972,131.731,-14.52,270.782,121.06,1.434,4.37,28.165,0.032,49.775,2.724,6.388,15.774
4632.5,4622.088,131.755,-14.48,298.831,128.226,1.543,4.272,27.439,0.028,49.359,2.717,6.425,16.2
4632.625,4622.204,131.779,-14.441,355.298,147.748,1.473,4.368,24.209,0.032,49.108,2.706,6.579,15.927
4632.75,4622.32,131.804,-14.401,548.296,217.69,1.087,4.949,16.207,0.062,49.083,2.682,7.133,14.398
4632.875,4622.436,131.828,-14.361,766.192,298.996,0.707,5.47,11.835,0.114,49.083,2.672,7.788,12.876
4633,4622.552,131.852,-14.322,849.23,330.124,0.639,5.706,10.588,0.15,49.405,2.673,8.08,12.601
4633.125,4622.668,131.877,-14.282,941.801,362.456,0.683,5.893,9.592,0.187,49.671,2.678,8.54,12.78
4633.25,4622.784,131.901,-14.242,966.509,362.523,0.741,6.111,9.026,0.24,50.064,2.675,8.781,13.013
4633.375,4622.9,131.926,-14.202,964.616,353.878,0.752,6.478,8.389,0.368,51.006,2.668,8.805,13.057
4633.5,4623.016,131.95,-14.162,942.719,324.63,0.759,6.651,8.217,0.45,51.006,2.648,8.73,13.086
4633.625,4623.132,131.974,-14.122,902.029,289.057,0.726,7.183,7.635,0.834,51.866,2.625,8.78,12.953
4633.75,4623.248,131.999,-14.083,875.336,271.948,0.698,7.566,7.267,1.301,52.468,2.614,8.977,12.839
4633.875,4623.364,132.023,-14.043,822.634,244.611,0.67,8.272,6.716,2.952,53.219,2.598,9.753,12.727
4634,4623.479,132.048,-14.003,806.25,236.722,0.691,8.612,6.451,4.382,53.637,2.594,10.223,12.812
4634.125,4623.596,132.072,-13.962,813.679,235.734,0.803,8.662,6.372,4.643,53.845,2.594,10.9,13.264
4634.25,4623.711,132.096,-13.922,871.299,253.063,0.922,8.581,6.207,4.223,53.845,2.599,10.958,13.741
4634.375,4623.827,132.121,-13.882,906.704,266.063,0.955,8.614,6.041,4.388,53.5,2.601,10.813,13.873
4634.5,4623.943,132.145,-13.842,955.014,290.618,0.991,8.278,6.173,2.973,53.042,2.603,10.402,14.017
4634.625,4624.059,132.169,-13.802,931.251,296.689,1.044,7.953,6.588,2.039,52.546,2.603,10.015,14.225
4634.75,4624.175,132.194,-13.762,882.446,287.853,1.047,7.776,6.986,1.661,52.229,2.605,9.867,14.237
4634.875,4624.291,132.218,-13.721,719.229,245.952,0.951,7.67,7.97,1.468,52.229,2.613,9.685,13.855
4635,4624.406,132.243,-13.681,526.939,188.426,0.784,7.679,9.469,1.484,52.338,2.624,9.717,13.185
4635.125,4624.522,132.267,-13.641,448.22,162.84,0.741,7.867,10.05,1.846,52.893,2.628,9.83,13.012
4635.25,4624.638,132.291,-13.6,355.024,130.251,0.838,8.074,11.075,2.347,53.451,2.63,10.086,13.401
4635.375,4624.753,132.316,-13.56,337.002,123.18,1.093,8.163,11.245,2.601,54.001,2.626,10.043,14.422
4635.5,4624.869,132.34,-13.519,345.584,126.905,1.186,8.138,11.132,2.525,54.17,2.624,9.886,14.792
4635.625,4624.985,132.365,-13.479,373.669,141.785,1.11,7.451,11.923,1.138,54.17,2.625,9.58,14.488
4635.75,4625.101,132.389,-13.438,383.453,149.152,0.913,7.376,11.905,1.043,54.326,2.626,9.545,13.704
4635.875,4625.216,132.413,-13.398,382.784,156.372,0.418,7.65,11.374,1.435,54.322,2.627,9.785,11.708
4636,4625.332,132.438,-13.357,368.849,155.126,0.133,8.218,10.601,2.771,54.138,2.617,10.277,10.546
4636.125,4625.448,132.462,-13.317,365.048,154.234,0.114,8.85,9.703,5.77,53.685,2.607,10.502,10.469
4636.25,4625.563,132.487,-13.276,371.528,156.293,0.217,8.954,9.466,6.51,53.136,2.583,10.615,10.891
4636.375,4625.679,132.511,-13.235,400.362,166.072,0.452,8.783,9.303,5.344,53.136,2.574,10.217,11.844
4636.5,4625.794,132.536,-13.195,424.448,174.403,0.623,8.315,9.655,3.103,52.513,2.579,9.826,12.539
4636.625,4625.91,132.56,-13.154,488.967,196.196,0.892,7.322,10.49,0.98,52.157,2.609,8.657,13.618
4636.75,4626.026,132.584,-13.113,569.735,220.712,0.756,6.516,11.173,0.385,51.916,2.648,7.663,13.073
4636.875,4626.141,132.609,-13.072,618.963,234.364,0.587,6.26,11.227,0.286,51.686,2.665,7.469,12.393
4637,4626.257,132.633,-13.031,745.378,269.912,0.438,6.075,10.515,0.23,51.686,2.692,7.577,11.79
4637.125,4626.373,132.658,-12.99,883.327,315.283,0.724,5.854,10.026,0.178,51.427,2.713,8.034,12.943
4637.25,4626.488,132.682,-12.949,931.502,335.284,0.923,5.614,10.264,0.135,50.953,2.723,8.245,13.744
4637.375,4626.604,132.706,-12.908,946.758,353.862,1.153,5.255,11.066,0.089,50.495,2.745,8.489,14.66
4637.5,4626.719,132.731,-12.867,918.528,351.065,1.148,5.122,11.628,0.076,50.261,2.752,8.512,14.641
4637.625,4626.834,132.755,-12.826,838.027,332.675,0.989,5.094,12.326,0.074,50.283,2.756,8.358,14.006
4637.75,4626.95,132.78,-12.785,759.099,310.062,0.839,5.131,12.907,0.077,50.283,2.747,8.063,13.407
4637.875,4627.065,132.804,-12.744,716.751,296.937,0.803,5.201,13.098,0.084,50.491,2.743,7.939,13.262
4638,4627.181,132.829,-12.703,625.409,266.414,0.766,5.265,13.917,0.09,50.877,2.742,7.74,13.113
4638.125,4627.296,132.853,-12.662,558.074,241.386,0.686,5.033,15.706,0.069,50.779,2.751,7.382,12.79
4638.25,4627.412,132.877,-12.62,546.032,235.896,0.629,4.778,16.987,0.051,50.388,2.756,7.104,12.561
