Well name,"MD
(m)","Incl
(°)","Azim Grid
(°)","TVD
(m)"
SY116,2667.625,0.509,75.552,2666.578
SY116,2667.75,0.51,75.434,2666.703
SY116,2667.875,0.51,75.307,2666.828
SY116,2668,0.511,75.24,2666.953
SY116,2668.125,0.511,75.096,2667.078
SY116,2668.25,0.512,75.021,2667.203
SY116,2668.375,0.512,74.868,2667.328
SY116,2668.5,0.513,74.71,2667.453
SY116,2668.625,0.513,74.627,2667.578
SY116,2668.75,0.513,74.456,2667.703
SY116,2668.875,0.514,74.282,2667.828
SY116,2669,0.514,74.192,2667.953
SY116,2669.125,0.514,74.006,2668.078
SY116,2669.25,0.514,73.812,2668.203
SY116,2669.375,0.515,73.713,2668.328
SY116,2669.5,0.515,73.509,2668.453
SY116,2669.625,0.515,73.406,2668.578
SY116,2669.75,0.515,73.197,2668.703
SY116,2669.875,0.515,72.982,2668.828
SY116,2670,0.515,72.871,2668.953
SY116,2670.125,0.515,72.642,2669.078
SY116,2670.25,0.516,72.411,2669.203
SY116,2670.375,0.516,72.293,2669.328
SY116,2670.5,0.516,72.049,2669.453
SY116,2670.625,0.516,71.791,2669.578
SY116,2670.75,0.516,71.658,2669.703
SY116,2670.875,0.516,71.383,2669.828
SY116,2671,0.516,71.102,2669.953
SY116,2671.125,0.516,70.959,2670.078
SY116,2671.25,0.516,70.665,2670.203
SY116,2671.375,0.516,70.516,2670.328
SY116,2671.5,0.517,70.214,2670.453
SY116,2671.625,0.517,69.906,2670.578
SY116,2671.75,0.517,69.751,2670.703
SY116,2671.875,0.517,69.436,2670.828
SY116,2672,0.517,69.116,2670.953
SY116,2672.125,0.517,68.956,2671.078
SY116,2672.25,0.517,68.632,2671.203
SY116,2672.375,0.517,68.299,2671.328
SY116,2672.5,0.518,68.128,2671.453
SY116,2672.625,0.518,67.784,2671.578
SY116,2672.75,0.518,67.437,2671.703
SY116,2672.875,0.518,67.262,2671.828
SY116,2673,0.518,66.906,2671.953
SY116,2673.125,0.518,66.727,2672.078
SY116,2673.25,0.519,66.365,2672.203
SY116,2673.375,0.519,66,2672.328
SY116,2673.5,0.519,65.816,2672.453
SY116,2673.625,0.519,65.447,2672.578
SY116,2673.75,0.52,65.077,2672.703
SY116,2673.875,0.52,64.892,2672.828
SY116,2674,0.52,64.523,2672.953
SY116,2674.125,0.52,64.15,2673.078
SY116,2674.25,0.521,63.963,2673.203
SY116,2674.375,0.521,63.589,2673.328
SY116,2674.5,0.521,63.402,2673.453
SY116,2674.625,0.521,63.029,2673.578
SY116,2674.75,0.522,62.656,2673.703
SY116,2674.875,0.522,62.469,2673.828
SY116,2675,0.522,62.095,2673.953
SY116,2675.125,0.522,61.721,2674.078
SY116,2675.25,0.522,61.533,2674.203
SY116,2675.375,0.523,61.155,2674.328
SY116,2675.5,0.523,60.78,2674.453
SY116,2675.625,0.523,60.594,2674.578
SY116,2675.75,0.524,60.226,2674.703
SY116,2675.875,0.524,59.86,2674.828
SY116,2676,0.524,59.679,2674.953
SY116,2676.125,0.525,59.318,2675.078
SY116,2676.25,0.525,59.139,2675.203
SY116,2676.375,0.525,58.784,2675.328
SY116,2676.5,0.525,58.432,2675.453
SY116,2676.625,0.526,58.258,2675.578
SY116,2676.75,0.526,57.917,2675.703
SY116,2676.875,0.526,57.574,2675.828
SY116,2677,0.527,57.403,2675.953
SY116,2677.125,0.527,57.065,2676.078
SY116,2677.25,0.527,56.734,2676.203
SY116,2677.375,0.528,56.571,2676.328
SY116,2677.5,0.528,56.247,2676.453
SY116,2677.625,0.528,56.087,2676.578
SY116,2677.75,0.529,55.773,2676.703
SY116,2677.875,0.529,55.465,2676.828
SY116,2678,0.529,55.311,2676.953
SY116,2678.125,0.53,55.006,2677.078
SY116,2678.25,0.53,54.708,2677.203
SY116,2678.375,0.53,54.563,2677.328
SY116,2678.5,0.53,54.277,2677.453
SY116,2678.625,0.531,53.999,2677.578
SY116,2678.75,0.531,53.863,2677.703
SY116,2678.875,0.531,53.593,2677.828
SY116,2679,0.531,53.327,2677.953
SY116,2679.125,0.532,53.196,2678.078
SY116,2679.25,0.532,52.934,2678.203
SY116,2679.375,0.532,52.803,2678.328
SY116,2679.5,0.532,52.542,2678.453
SY116,2679.625,0.532,52.282,2678.578
SY116,2679.75,0.532,52.152,2678.703
SY116,2679.875,0.533,51.895,2678.828
SY116,2680,0.533,51.645,2678.953
SY116,2680.125,0.533,51.522,2679.078
SY116,2680.25,0.533,51.283,2679.203
SY116,2680.375,0.533,51.051,2679.328
SY116,2680.5,0.533,50.935,2679.453
SY116,2680.625,0.534,50.709,2679.578
SY116,2680.75,0.534,50.599,2679.703
SY116,2680.875,0.534,50.386,2679.828
SY116,2681,0.534,50.178,2679.953
SY116,2681.125,0.534,50.077,2680.078
SY116,2681.25,0.534,49.877,2680.203
SY116,2681.375,0.534,49.68,2680.328
SY116,2681.5,0.534,49.582,2680.453
SY116,2681.625,0.534,49.384,2680.578
SY116,2681.75,0.534,49.187,2680.703
SY116,2681.875,0.534,49.09,2680.828
SY116,2682,0.534,48.902,2680.953
SY116,2682.125,0.534,48.716,2681.078
SY116,2682.25,0.534,48.625,2681.203
SY116,2682.375,0.533,48.445,2681.328
SY116,2682.5,0.533,48.356,2681.453
SY116,2682.625,0.533,48.179,2681.578
SY116,2682.75,0.533,48.006,2681.703
SY116,2682.875,0.533,47.92,2681.828
SY116,2683,0.533,47.754,2681.953
SY116,2683.125,0.532,47.594,2682.078
SY116,2683.25,0.532,47.515,2682.203
SY116,2683.375,0.532,47.36,2682.328
SY116,2683.5,0.531,47.205,2682.453
SY116,2683.625,0.531,47.129,2682.578
SY116,2683.75,0.53,46.977,2682.703
SY116,2683.875,0.53,46.83,2682.828
SY116,2684,0.529,46.759,2682.953
SY116,2684.125,0.529,46.62,2683.078
SY116,2684.25,0.528,46.552,2683.203
SY116,2684.375,0.528,46.418,2683.328
SY116,2684.5,0.527,46.291,2683.453
SY116,2684.625,0.526,46.233,2683.578
SY116,2684.75,0.526,46.122,2683.703
SY116,2684.875,0.525,46.01,2683.828
SY116,2685,0.524,45.954,2683.953
SY116,2685.125,0.523,45.84,2684.078
SY116,2685.25,0.522,45.73,2684.203
SY116,2685.375,0.522,45.677,2684.328
SY116,2685.5,0.521,45.573,2684.453
SY116,2685.625,0.52,45.523,2684.578
SY116,2685.75,0.519,45.427,2684.703
SY116,2685.875,0.518,45.331,2684.828
SY116,2686,0.517,45.284,2684.953
SY116,2686.125,0.516,45.191,2685.078
SY116,2686.25,0.515,45.098,2685.203
SY116,2686.375,0.514,45.05,2685.328
SY116,2686.5,0.513,44.957,2685.453
SY116,2686.625,0.512,44.869,2685.578
SY116,2686.75,0.511,44.826,2685.703
SY116,2686.875,0.51,44.747,2685.828
SY116,2687,0.508,44.675,2685.953
SY116,2687.125,0.508,44.641,2686.078
SY116,2687.25,0.506,44.577,2686.203
SY116,2687.375,0.506,44.547,2686.328
SY116,2687.5,0.504,44.493,2686.453
SY116,2687.625,0.503,44.438,2686.578
SY116,2687.75,0.502,44.41,2686.703
SY116,2687.875,0.501,44.354,2686.828
SY116,2688,0.5,44.292,2686.953
SY116,2688.125,0.499,44.259,2687.078
SY116,2688.25,0.497,44.194,2687.203
SY116,2688.375,0.496,44.128,2687.328
SY116,2688.5,0.495,44.092,2687.453
SY116,2688.625,0.494,44.016,2687.578
SY116,2688.75,0.493,43.979,2687.703
SY116,2688.875,0.491,43.904,2687.828
SY116,2689,0.49,43.829,2687.953
SY116,2689.125,0.489,43.791,2688.078
SY116,2689.25,0.488,43.719,2688.203
SY116,2689.375,0.486,43.657,2688.328
SY116,2689.5,0.485,43.629,2688.453
SY116,2689.625,0.484,43.572,2688.578
SY116,2689.75,0.482,43.514,2688.703
SY116,2689.875,0.481,43.485,2688.828
SY116,2690,0.48,43.426,2688.953
SY116,2690.125,0.478,43.372,2689.078
SY116,2690.25,0.478,43.346,2689.203
SY116,2690.375,0.476,43.296,2689.328
SY116,2690.5,0.475,43.273,2689.453
SY116,2690.625,0.473,43.227,2689.578
SY116,2690.75,0.472,43.178,2689.703
SY116,2690.875,0.471,43.152,2689.828
SY116,2691,0.469,43.101,2689.953
SY116,2691.125,0.467,43.053,2690.078
SY116,2691.25,0.467,43.03,2690.203
SY116,2691.375,0.465,42.98,2690.328
SY116,2691.5,0.463,42.931,2690.453
SY116,2691.625,0.462,42.903,2690.577
SY116,2691.75,0.46,42.842,2690.702
SY116,2691.875,0.459,42.811,2690.827
SY116,2692,0.457,42.744,2690.952
SY116,2692.125,0.455,42.671,2691.077
SY116,2692.25,0.454,42.632,2691.202
SY116,2692.375,0.453,42.551,2691.327
SY116,2692.5,0.451,42.473,2691.452
SY116,2692.625,0.45,42.436,2691.577
SY116,2692.75,0.448,42.361,2691.702
SY116,2692.875,0.446,42.284,2691.827
SY116,2693,0.445,42.245,2691.952
SY116,2693.125,0.443,42.163,2692.077
SY116,2693.25,0.441,42.079,2692.202
SY116,2693.375,0.44,42.037,2692.327
SY116,2693.5,0.438,41.957,2692.452
SY116,2693.625,0.437,41.92,2692.577
SY116,2693.75,0.435,41.847,2692.702
SY116,2693.875,0.433,41.775,2692.827
SY116,2694,0.431,41.739,2692.952
SY116,2694.125,0.429,41.668,2693.077
SY116,2694.25,0.427,41.597,2693.202
SY116,2694.375,0.426,41.562,2693.327
SY116,2694.5,0.424,41.491,2693.452
SY116,2694.625,0.422,41.41,2693.577
SY116,2694.75,0.421,41.369,2693.702
SY116,2694.875,0.418,41.287,2693.827
SY116,2695,0.416,41.208,2693.952
SY116,2695.125,0.415,41.167,2694.077
SY116,2695.25,0.413,41.086,2694.202
SY116,2695.375,0.412,41.048,2694.327
SY116,2695.5,0.41,40.976,2694.452
SY116,2695.625,0.408,40.911,2694.577
SY116,2695.75,0.407,40.882,2694.702
SY116,2695.875,0.404,40.828,2694.827
SY116,2696,0.402,40.775,2694.952
SY116,2696.125,0.401,40.751,2695.077
SY116,2696.25,0.399,40.71,2695.202
SY116,2696.375,0.397,40.675,2695.327
SY116,2696.5,0.396,40.658,2695.452
SY116,2696.625,0.394,40.623,2695.577
SY116,2696.75,0.393,40.607,2695.702
SY116,2696.875,0.391,40.583,2695.827
SY116,2697,0.388,40.555,2695.952
SY116,2697.125,0.387,40.538,2696.077
SY116,2697.25,0.385,40.505,2696.202
SY116,2697.375,0.383,40.476,2696.327
SY116,2697.5,0.382,40.463,2696.452
SY116,2697.625,0.38,40.437,2696.577
SY116,2697.75,0.378,40.411,2696.702
SY116,2697.875,0.377,40.398,2696.827
SY116,2698,0.375,40.373,2696.952
SY116,2698.125,0.373,40.348,2697.077
SY116,2698.25,0.372,40.336,2697.202
SY116,2698.375,0.37,40.31,2697.327
SY116,2698.5,0.369,40.298,2697.452
SY116,2698.625,0.368,40.283,2697.577
SY116,2698.75,0.366,40.265,2697.702
SY116,2698.875,0.365,40.257,2697.827
SY116,2699,0.363,40.249,2697.952
SY116,2699.125,0.361,40.248,2698.077
SY116,2699.25,0.36,40.249,2698.202
SY116,2699.375,0.358,40.257,2698.327
SY116,2699.5,0.357,40.273,2698.452
SY116,2699.625,0.356,40.284,2698.577
SY116,2699.75,0.354,40.313,2698.702
SY116,2699.875,0.353,40.33,2698.827
SY116,2700,0.351,40.363,2698.952
SY116,2700.125,0.35,40.393,2699.077
SY116,2700.25,0.349,40.408,2699.202
SY116,2700.375,0.347,40.435,2699.327
SY116,2700.5,0.345,40.465,2699.452
SY116,2700.625,0.345,40.482,2699.577
SY116,2700.75,0.343,40.519,2699.702
SY116,2700.875,0.341,40.558,2699.827
SY116,2701,0.341,40.577,2699.952
SY116,2701.125,0.339,40.614,2700.077
SY116,2701.25,0.337,40.647,2700.202
SY116,2701.375,0.337,40.663,2700.327
SY116,2701.5,0.335,40.699,2700.452
SY116,2701.625,0.334,40.718,2700.577
SY116,2701.75,0.333,40.765,2700.702
SY116,2701.875,0.331,40.82,2700.827
SY116,2702,0.33,40.847,2700.952
SY116,2702.125,0.329,40.904,2701.077
SY116,2702.25,0.327,40.965,2701.202
SY116,2702.375,0.327,41.001,2701.327
SY116,2702.5,0.325,41.078,2701.452
SY116,2702.625,0.324,41.151,2701.577
SY116,2702.75,0.323,41.187,2701.702
SY116,2702.875,0.322,41.268,2701.827
SY116,2703,0.321,41.314,2701.952
SY116,2703.125,0.32,41.407,2702.077
SY116,2703.25,0.318,41.498,2702.202
SY116,2703.375,0.318,41.543,2702.327
SY116,2703.5,0.316,41.635,2702.452
SY116,2703.625,0.315,41.735,2702.577
SY116,2703.75,0.314,41.787,2702.702
SY116,2703.875,0.313,41.894,2702.827
SY116,2704,0.312,42.006,2702.952
SY116,2704.125,0.311,42.064,2703.077
SY116,2704.25,0.31,42.189,2703.202
SY116,2704.375,0.309,42.326,2703.327
SY116,2704.5,0.308,42.396,2703.452
SY116,2704.625,0.307,42.545,2703.577
SY116,2704.75,0.307,42.624,2703.702
SY116,2704.875,0.305,42.79,2703.827
SY116,2705,0.304,42.969,2703.952
SY116,2705.125,0.304,43.066,2704.077
SY116,2705.25,0.303,43.277,2704.202
SY116,2705.375,0.302,43.503,2704.327
SY116,2705.5,0.301,43.624,2704.452
SY116,2705.625,0.3,43.878,2704.577
SY116,2705.75,0.299,44.148,2704.702
SY116,2705.875,0.298,44.29,2704.827
SY116,2706,0.297,44.593,2704.952
SY116,2706.125,0.296,44.918,2705.077
SY116,2706.25,0.296,45.085,2705.202
SY116,2706.375,0.295,45.435,2705.327
SY116,2706.5,0.294,45.615,2705.452
SY116,2706.625,0.293,45.987,2705.577
SY116,2706.75,0.292,46.371,2705.702
SY116,2706.875,0.292,46.57,2705.827
SY116,2707,0.291,46.983,2705.952
SY116,2707.125,0.29,47.408,2706.077
SY116,2707.25,0.29,47.625,2706.202
SY116,2707.375,0.289,48.067,2706.327
SY116,2707.5,0.288,48.527,2706.452
SY116,2707.625,0.288,48.766,2706.577
SY116,2707.75,0.287,49.265,2706.702
SY116,2707.875,0.287,49.525,2706.827
SY116,2708,0.286,50.067,2706.952
SY116,2708.125,0.285,50.636,2707.077
SY116,2708.25,0.285,50.928,2707.202
SY116,2708.375,0.284,51.532,2707.327
SY116,2708.5,0.284,52.154,2707.452
SY116,2708.625,0.283,52.473,2707.577
SY116,2708.75,0.283,53.127,2707.702
SY116,2708.875,0.282,53.803,2707.827
SY116,2709,0.282,54.15,2707.952
SY116,2709.125,0.282,54.854,2708.077
SY116,2709.25,0.281,55.571,2708.202
SY116,2709.375,0.281,55.935,2708.327
SY116,2709.5,0.28,56.671,2708.452
SY116,2709.625,0.28,57.043,2708.577
SY116,2709.75,0.28,57.796,2708.702
SY116,2709.875,0.28,58.566,2708.827
SY116,2710,0.279,58.958,2708.952
SY116,2710.125,0.279,59.751,2709.077
SY116,2710.25,0.279,60.563,2709.202
SY116,2710.375,0.279,60.981,2709.327
SY116,2710.5,0.279,61.823,2709.452
SY116,2710.625,0.278,62.672,2709.577
SY116,2710.75,0.278,63.099,2709.702
SY116,2710.875,0.279,63.966,2709.827
SY116,2711,0.279,64.404,2709.952
SY116,2711.125,0.279,65.297,2710.077
SY116,2711.25,0.279,66.198,2710.202
SY116,2711.375,0.279,66.652,2710.327
SY116,2711.5,0.279,67.57,2710.452
SY116,2711.625,0.279,68.491,2710.577
SY116,2711.75,0.28,68.955,2710.702
SY116,2711.875,0.28,69.884,2710.827
SY116,2712,0.281,70.812,2710.952
SY116,2712.125,0.281,71.275,2711.077
SY116,2712.25,0.281,72.2,2711.202
SY116,2712.375,0.282,73.123,2711.327
SY116,2712.5,0.282,73.585,2711.452
SY116,2712.625,0.283,74.509,2711.577
SY116,2712.75,0.283,74.967,2711.702
SY116,2712.875,0.284,75.863,2711.827
SY116,2713,0.285,76.749,2711.952
SY116,2713.125,0.286,77.188,2712.077
SY116,2713.25,0.287,78.057,2712.202
SY116,2713.375,0.288,78.916,2712.327
SY116,2713.5,0.288,79.341,2712.452
SY116,2713.625,0.289,80.178,2712.577
SY116,2713.75,0.29,80.991,2712.702
SY116,2713.875,0.291,81.393,2712.827
SY116,2714,0.292,82.186,2712.952
SY116,2714.125,0.293,82.579,2713.077
SY116,2714.25,0.294,83.361,2713.202
SY116,2714.375,0.296,84.134,2713.327
SY116,2714.5,0.296,84.517,2713.452
SY116,2714.625,0.298,85.265,2713.577
SY116,2714.75,0.299,86,2713.702
SY116,2714.875,0.3,86.364,2713.827
SY116,2715,0.302,87.085,2713.952
SY116,2715.125,0.303,87.792,2714.077
SY116,2715.25,0.304,88.137,2714.202
SY116,2715.375,0.306,88.813,2714.327
SY116,2715.5,0.307,89.463,2714.452
SY116,2715.625,0.308,89.778,2714.577
SY116,2715.75,0.31,90.389,2714.702
SY116,2715.875,0.311,90.687,2714.827
SY116,2716,0.313,91.265,2714.952
SY116,2716.125,0.315,91.821,2715.077
SY116,2716.25,0.316,92.094,2715.202
SY116,2716.375,0.317,92.628,2715.327
SY116,2716.5,0.319,93.144,2715.452
SY116,2716.625,0.32,93.396,2715.577
SY116,2716.75,0.322,93.885,2715.702
SY116,2716.875,0.324,94.356,2715.827
SY116,2717,0.325,94.584,2715.952
SY116,2717.125,0.327,95.024,2716.077
SY116,2717.25,0.329,95.237,2716.202
SY116,2717.375,0.331,95.658,2716.327
SY116,2717.5,0.333,96.064,2716.452
SY116,2717.625,0.334,96.259,2716.577
SY116,2717.75,0.336,96.637,2716.702
SY116,2717.875,0.338,96.998,2716.827
SY116,2718,0.339,97.169,2716.952
SY116,2718.125,0.341,97.491,2717.077
SY116,2718.25,0.343,97.795,2717.202
SY116,2718.375,0.344,97.94,2717.327
SY116,2718.5,0.346,98.219,2717.452
SY116,2718.625,0.348,98.482,2717.577
SY116,2718.75,0.349,98.606,2717.702
SY116,2718.875,0.352,98.843,2717.827
SY116,2719,0.353,98.958,2717.952
SY116,2719.125,0.355,99.169,2718.077
SY116,2719.25,0.357,99.365,2718.202
SY116,2719.375,0.358,99.459,2718.327
SY116,2719.5,0.36,99.639,2718.452
SY116,2719.625,0.362,99.808,2718.577
SY116,2719.75,0.363,99.89,2718.702
SY116,2719.875,0.365,100.048,2718.827
SY116,2720,0.367,100.197,2718.952
SY116,2720.125,0.368,100.268,2719.077
SY116,2720.25,0.37,100.398,2719.202
SY116,2720.375,0.373,100.519,2719.327
SY116,2720.5,0.374,100.58,2719.452
SY116,2720.625,0.376,100.699,2719.577
SY116,2720.75,0.377,100.755,2719.702
SY116,2720.875,0.379,100.866,2719.827
SY116,2721,0.381,100.969,2719.952
SY116,2721.125,0.382,101.017,2720.077
SY116,2721.25,0.384,101.112,2720.202
SY116,2721.375,0.387,101.21,2720.327
SY116,2721.5,0.388,101.258,2720.452
SY116,2721.625,0.39,101.346,2720.577
SY116,2721.75,0.392,101.423,2720.702
SY116,2721.875,0.393,101.457,2720.827
SY116,2722,0.395,101.518,2720.952
SY116,2722.125,0.396,101.546,2721.077
SY116,2722.25,0.398,101.597,2721.202
SY116,2722.375,0.401,101.647,2721.327
SY116,2722.5,0.402,101.67,2721.452
SY116,2722.625,0.404,101.71,2721.577
SY116,2722.75,0.406,101.744,2721.702
SY116,2722.875,0.407,101.762,2721.827
SY116,2723,0.409,101.795,2721.952
SY116,2723.125,0.411,101.829,2722.077
SY116,2723.25,0.412,101.847,2722.202
SY116,2723.375,0.414,101.882,2722.327
SY116,2723.5,0.416,101.911,2722.452
SY116,2723.625,0.418,101.925,2722.577
SY116,2723.75,0.42,101.955,2722.702
SY116,2723.875,0.421,101.968,2722.827
SY116,2724,0.423,101.99,2722.952
SY116,2724.125,0.425,102.006,2723.077
SY116,2724.25,0.426,102.013,2723.202
SY116,2724.375,0.428,102.027,2723.327
SY116,2724.5,0.43,102.04,2723.452
SY116,2724.625,0.431,102.049,2723.577
SY116,2724.75,0.433,102.067,2723.702
SY116,2724.875,0.435,102.087,2723.827
SY116,2725,0.436,102.095,2723.952
SY116,2725.125,0.438,102.109,2724.077
SY116,2725.25,0.439,102.118,2724.202
SY116,2725.375,0.441,102.136,2724.327
SY116,2725.5,0.443,102.154,2724.452
SY116,2725.625,0.443,102.164,2724.577
SY116,2725.75,0.445,102.188,2724.702
SY116,2725.875,0.447,102.218,2724.827
SY116,2726,0.448,102.234,2724.952
SY116,2726.125,0.45,102.267,2725.077
SY116,2726.25,0.452,102.298,2725.202
SY116,2726.375,0.453,102.313,2725.327
SY116,2726.5,0.455,102.34,2725.452
SY116,2726.625,0.457,102.367,2725.577
SY116,2726.75,0.458,102.382,2725.702
SY116,2726.875,0.46,102.416,2725.827
SY116,2727,0.461,102.434,2725.952
SY116,2727.125,0.463,102.467,2726.077
SY116,2727.25,0.465,102.497,2726.202
SY116,2727.375,0.466,102.512,2726.327
SY116,2727.5,0.468,102.543,2726.452
SY116,2727.625,0.47,102.575,2726.577
SY116,2727.75,0.471,102.591,2726.702
SY116,2727.875,0.472,102.625,2726.827
SY116,2728,0.474,102.664,2726.952
SY116,2728.125,0.475,102.683,2727.077
SY116,2728.25,0.477,102.719,2727.202
SY116,2728.375,0.478,102.737,2727.327
SY116,2728.5,0.48,102.773,2727.452
SY116,2728.625,0.482,102.809,2727.577
SY116,2728.75,0.483,102.828,2727.702
SY116,2728.875,0.485,102.865,2727.827
SY116,2729,0.487,102.897,2727.952
SY116,2729.125,0.488,102.912,2728.077
SY116,2729.25,0.49,102.945,2728.202
SY116,2729.375,0.492,102.984,2728.327
SY116,2729.5,0.493,103.004,2728.452
SY116,2729.625,0.495,103.047,2728.577
SY116,2729.75,0.497,103.09,2728.702
SY116,2729.875,0.498,103.112,2728.827
SY116,2730,0.5,103.153,2728.952
SY116,2730.125,0.501,103.172,2729.077
SY116,2730.25,0.503,103.21,2729.202
SY116,2730.375,0.505,103.249,2729.327
SY116,2730.5,0.506,103.269,2729.452
SY116,2730.625,0.508,103.306,2729.577
SY116,2730.75,0.51,103.341,2729.702
SY116,2730.875,0.511,103.355,2729.827
SY116,2731,0.513,103.379,2729.952
SY116,2731.125,0.515,103.401,2730.077
SY116,2731.25,0.516,103.411,2730.202
SY116,2731.375,0.518,103.426,2730.327
SY116,2731.5,0.52,103.44,2730.452
SY116,2731.625,0.521,103.446,2730.577
SY116,2731.75,0.523,103.457,2730.702
SY116,2731.875,0.524,103.459,2730.827
SY116,2732,0.526,103.459,2730.952
SY116,2732.125,0.527,103.452,2731.077
SY116,2732.25,0.528,103.447,2731.202
SY116,2732.375,0.53,103.431,2731.327
SY116,2732.5,0.532,103.41,2731.452
SY116,2732.625,0.533,103.399,2731.577
SY116,2732.75,0.535,103.374,2731.702
SY116,2732.875,0.537,103.346,2731.827
SY116,2733,0.538,103.329,2731.952
SY116,2733.125,0.54,103.287,2732.077
SY116,2733.25,0.541,103.261,2732.202
SY116,2733.375,0.543,103.204,2732.327
SY116,2733.5,0.545,103.135,2732.452
SY116,2733.625,0.546,103.098,2732.577
SY116,2733.75,0.548,103.018,2732.702
SY116,2733.875,0.55,102.933,2732.827
SY116,2734,0.551,102.889,2732.952
SY116,2734.125,0.553,102.799,2733.077
SY116,2734.25,0.555,102.706,2733.202
SY116,2734.375,0.556,102.658,2733.326
SY116,2734.5,0.558,102.553,2733.451
SY116,2734.625,0.56,102.441,2733.576
SY116,2734.75,0.561,102.384,2733.701
SY116,2734.875,0.562,102.266,2733.826
SY116,2735,0.563,102.206,2733.951
SY116,2735.125,0.565,102.079,2734.076
SY116,2735.25,0.567,101.946,2734.201
SY116,2735.375,0.568,101.876,2734.326
SY116,2735.5,0.57,101.732,2734.451
SY116,2735.625,0.572,101.585,2734.576
SY116,2735.75,0.573,101.509,2734.701
SY116,2735.875,0.575,101.355,2734.826
SY116,2736,0.577,101.194,2734.951
SY116,2736.125,0.579,101.113,2735.076
SY116,2736.25,0.581,100.947,2735.201
SY116,2736.375,0.582,100.862,2735.326
SY116,2736.5,0.584,100.689,2735.451
SY116,2736.625,0.585,100.513,2735.576
SY116,2736.75,0.586,100.425,2735.701
SY116,2736.875,0.588,100.247,2735.826
SY116,2737,0.59,100.063,2735.951
SY116,2737.125,0.591,99.969,2736.076
SY116,2737.25,0.593,99.778,2736.201
SY116,2737.375,0.595,99.581,2736.326
SY116,2737.5,0.596,99.481,2736.451
SY116,2737.625,0.598,99.28,2736.576
SY116,2737.75,0.6,99.078,2736.701
SY116,2737.875,0.601,98.977,2736.826
SY116,2738,0.603,98.773,2736.951
SY116,2738.125,0.604,98.668,2737.076
SY116,2738.25,0.606,98.455,2737.201
SY116,2738.375,0.607,98.239,2737.326
SY116,2738.5,0.608,98.131,2737.451
SY116,2738.625,0.61,97.921,2737.576
SY116,2738.75,0.612,97.714,2737.701
SY116,2738.875,0.612,97.611,2737.826
SY116,2739,0.614,97.409,2737.951
SY116,2739.125,0.616,97.209,2738.076
SY116,2739.25,0.616,97.109,2738.201
SY116,2739.375,0.618,96.908,2738.326
SY116,2739.5,0.619,96.808,2738.451
SY116,2739.625,0.62,96.614,2738.576
SY116,2739.75,0.622,96.425,2738.701
SY116,2739.875,0.622,96.332,2738.826
SY116,2740,0.624,96.148,2738.951
SY116,2740.125,0.625,95.966,2739.076
SY116,2740.25,0.626,95.875,2739.201
SY116,2740.375,0.628,95.694,2739.326
SY116,2740.5,0.629,95.514,2739.451
SY116,2740.625,0.63,95.423,2739.576
SY116,2740.75,0.631,95.246,2739.701
SY116,2740.875,0.633,95.076,2739.826
SY116,2741,0.633,94.993,2739.951
SY116,2741.125,0.635,94.83,2740.076
SY116,2741.25,0.635,94.751,2740.201
SY116,2741.375,0.637,94.596,2740.326
SY116,2741.5,0.638,94.443,2740.451
SY116,2741.625,0.638,94.368,2740.576
SY116,2741.75,0.64,94.218,2740.701
SY116,2741.875,0.641,94.068,2740.826
SY116,2742,0.641,93.995,2740.951
SY116,2742.125,0.642,93.85,2741.076
SY116,2742.25,0.644,93.711,2741.201
SY116,2742.375,0.644,93.642,2741.326
SY116,2742.5,0.645,93.507,2741.451
SY116,2742.625,0.647,93.376,2741.576
SY116,2742.75,0.647,93.311,2741.701
SY116,2742.875,0.648,93.185,2741.826
SY116,2743,0.649,93.123,2741.951
SY116,2743.125,0.65,93.001,2742.076
SY116,2743.25,0.651,92.88,2742.201
SY116,2743.375,0.652,92.821,2742.326
SY116,2743.5,0.653,92.702,2742.451
SY116,2743.625,0.654,92.588,2742.576
SY116,2743.75,0.654,92.532,2742.701
SY116,2743.875,0.655,92.42,2742.826
SY116,2744,0.656,92.309,2742.951
SY116,2744.125,0.656,92.254,2743.076
SY116,2744.25,0.657,92.144,2743.201
SY116,2744.375,0.658,92.088,2743.326
SY116,2744.5,0.659,91.979,2743.451
SY116,2744.625,0.66,91.87,2743.576
SY116,2744.75,0.66,91.815,2743.701
SY116,2744.875,0.661,91.707,2743.826
SY116,2745,0.662,91.6,2743.951
SY116,2745.125,0.662,91.547,2744.076
SY116,2745.25,0.663,91.442,2744.201
SY116,2745.375,0.664,91.338,2744.326
SY116,2745.5,0.664,91.286,2744.451
SY116,2745.625,0.665,91.183,2744.576
SY116,2745.75,0.666,91.087,2744.701
SY116,2745.875,0.666,91.041,2744.826
SY116,2746,0.667,90.95,2744.951
SY116,2746.125,0.667,90.906,2745.076
SY116,2746.25,0.668,90.818,2745.201
SY116,2746.375,0.669,90.728,2745.326
SY116,2746.5,0.669,90.685,2745.451
SY116,2746.625,0.67,90.597,2745.576
SY116,2746.75,0.671,90.508,2745.701
SY116,2746.875,0.671,90.463,2745.826
SY116,2747,0.672,90.377,2745.951
SY116,2747.125,0.673,90.293,2746.076
SY116,2747.25,0.673,90.252,2746.201
SY116,2747.375,0.674,90.17,2746.326
SY116,2747.5,0.674,90.13,2746.451
SY116,2747.625,0.675,90.049,2746.576
SY116,2747.75,0.675,89.968,2746.701
