采出方式,生产日期,生产时间_(H),套压(MPa)_关井,套压(MPa)_平均,油压(MPa)_关井,油压(MPa)_平均,井口温度,日产气量_(m^3),日产水量_(t),日产油量_(t),日放空气量_(m^3),月产气量_(m^3),月产水量_(t),月产油量_(t),月放空气量_(m^3),年产气量_(10^4m^3),年产水量_(10^4t),年产油量_(10^4t),年放空气量_(10^4m^3),累产气量_(10^8m^3),累产水量_(10^4t),累产油量_(10^4t),累放空气量_(10^8m^3),输压_(MPa),气举注气量_(m^3),备注
自喷,2014/3/3,24,,41.3,,60.9,83.3,664822,6.5,,,1995730,19,,,1262.2604,0.01071,0,0.8,0.69318093,0.05589,0,8.00E-05,7.1,,
自喷,2014/3/4,24,,41.6,,60.8,84.3,664059,4,,,2659789,23,,,1328.6663,0.01111,0,0.8,0.69982152,0.05629,0,8.00E-05,7.1,,
自喷,2014/3/5,17,41.7,35,60.8,62,60,173648,1,,,2833437,24,,,1346.0311,0.01121,0,0.8,0.701558,0.05639,0,8.00E-05,3.8,,5日10:50更换截流阀笼套关井，关井套压41.70MPa，油压60.80MPa。17:50开井，开井套压34.00MPa，油压62.50MPa。
自喷,2014/3/6,22.5,32.2,32.5,61.8,61.8,50.9,112359,1,,,2945796,25,,,1357.267,0.01131,0,0.8,0.70268159,0.05649,0,8.00E-05,3.6,,6日16:00整改9号阀内漏关井，关井套压33.00MPa，油压61.80MPa。17:30开井，开井套压32.10MPa，油压61.80MPa，针阀开度10/100。
自喷,2014/3/7,24,,38.5,,60.7,70.2,614026,6,,,3559822,31,,,1418.6696,0.01191,0,0.8,0.70882185,0.05709,0,8.00E-05,6.7,,7日9:10针阀开度10/100调至50/100。
自喷,2014/3/8,24,,35.4,,62.1,61.8,205548,1.3,,,3765370,32.3,,,1439.2244,0.01204,0,0.8,0.71087733,0.05722,0,8.00E-05,6.9,,8日10:30针阀开度50/100调至15/100。
自喷,2014/3/9,24,,33,,61.8,53,162794,1.4,,,3928164,33.7,,,1455.5038,0.01218,0,0.8,0.71250527,0.05736,0,8.00E-05,3.9,,
自喷,2014/3/10,24,,38.1,,61,73.1,599676,6.1,,,4527840,39.8,,,1515.4714,0.01279,0,0.8,0.71850203,0.05797,0,8.00E-05,6.7,,10日10:10针阀开度15/100调至50/100。
自喷,2014/3/11,24,,40.4,,60.8,81.5,647572,6,,,5175412,45.8,,,1580.2286,0.01339,0,0.8,0.72497775,0.05857,0,8.00E-05,7,,
自喷,2014/3/12,24,,41,,60.8,83.5,658098,5.4,,,5833510,51.2,,,1646.0384,0.01393,0,0.8,0.73155873,0.05911,0,8.00E-05,6.9,,
自喷,2014/3/13,22,40.3,36.8,62.6,61.8,72.9,271233,2.6,,,6104743,53.8,,,1673.1617,0.01419,0,0.8,0.73427106,0.05937,0,8.00E-05,7,,"13日15:10调节气量关井，关井套压40.20MPa，油压61.40MPa,17:10开井，输干法脱硫，开井套压36.60MPa，油压62.60MPa，针阀开度10/100。"
自喷,2014/3/14,24,,33,,61.7,54.1,142107,1.4,,,6246850,55.2,,,1687.3724,0.01433,0,0.8,0.73569213,0.05951,0,8.00E-05,3.7,,
自喷,2014/3/15,24,,32,,61.6,50.9,147947,1.4,,,6394797,56.6,,,1702.1671,0.01447,0,0.8,0.7371716,0.05965,0,8.00E-05,3.8,,
自喷,2014/3/16,24,,31.5,,61.7,51,160912,1.5,,,6555709,58.1,,,1718.2583,0.01462,0,0.8,0.73878072,0.0598,0,8.00E-05,3.8,,
自喷,2014/3/17,24,,31,,61.6,50.2,149747,1.2,,,6705456,59.3,,,1733.233,0.01474,0,0.8,0.74027819,0.05992,0,8.00E-05,3.8,,
自喷,2014/3/18,24,,30.7,,61.6,50.2,154059,0.8,,,6859515,60.1,,,1748.6389,0.01482,0,0.8,0.74181878,0.06,0,8.00E-05,3.9,,18日18:30针阀开度10/100调至5/100。
自喷,2014/3/19,24,,30.7,,61.6,49.8,160945,0.8,,,7020460,60.9,,,1764.7334,0.0149,0,0.8,0.74342823,0.06008,0,8.00E-05,3.9,,
自喷,2014/3/20,24,,30.4,,61.6,49,148124,0.5,,,7168584,61.4,,,1779.5458,0.01495,0,0.8,0.74490947,0.06013,0,8.00E-05,3.9,,
自喷,2014/3/21,24,,29.3,,61.6,46.8,157423,1,,,7326007,62.4,,,1795.2881,0.01505,0,0.8,0.7464837,0.06023,0,8.00E-05,4,,
自喷,2014/3/22,24,,29,,61.6,48,164972,1,,,7490979,63.4,,,1811.7853,0.01515,0,0.8,0.74813342,0.06033,0,8.00E-05,3.8,,
自喷,2014/3/23,24,,28.7,,61.7,47.3,151574,0.8,,,7642553,64.2,,,1826.9427,0.01523,0,0.8,0.74964916,0.06041,0,8.00E-05,3.7,,23日8:35针阀开度5/100调至3/100。
自喷,2014/3/24,24,,28.8,,61.7,48,161897,1,,,7804450,65.2,,,1843.1324,0.01533,0,0.8,0.75126813,0.06051,0,8.00E-05,4.8,,
自喷,2014/3/25,24,,29,,61.8,47.2,148880,1.4,,,7953330,66.6,,,1858.0204,0.01547,0,0.8,0.75275693,0.06065,0,8.00E-05,3.8,,25日15:30针阀开度3/100调至2/100
自喷,2014/3/26,24,,29,,61.6,47,156031,1.2,,,8109361,67.8,,,1873.6235,0.01559,0,0.8,0.75431724,0.06077,0,8.00E-05,3.8,,
自喷,2014/3/27,24,,28.7,,61.6,48,155380,1,,,8264741,68.8,,,1889.1615,0.01569,0,0.8,0.75587104,0.06087,0,8.00E-05,3.8,,
自喷,2014/3/28,24,,28.5,,61.7,48,166029,2,,,8430770,70.8,,,1905.7644,0.01589,0,0.8,0.75753133,0.06107,0,8.00E-05,3.8,,
自喷,2014/3/29,24,,28.3,,61.5,47,148351,2,,,8579121,72.8,,,1920.5995,0.01609,0,0.8,0.75901484,0.06127,0,8.00E-05,3.7,,
自喷,2014/3/30,24,,28.4,,61.6,47,162946,2,,,8742067,74.8,,,1936.8941,0.01629,0,0.8,0.7606443,0.06147,0,8.00E-05,3.8,,
自喷,2014/3/31,24,,28.3,,61.6,47.2,152273,2,,,8894340,76.8,,,1952.1214,0.01649,0,0.8,0.76216703,0.06167,0,8.00E-05,3.9,,31日8:40针阀开度2/100调至0.1/100
自喷,2014/4/1,24,,28.1,,61.5,47,156786,2.5,,,156786,2.5,,,1967.8,0.01674,0,0.8,0.76373489,0.06192,0,8.00E-05,3.9,,本月水样半分析氯根含量：6835mg/L～10253mg/L，PH值：6，表层套管压力0.00MPa～0.50MPa，技术套管压力0.00MPa～2.00MPa。
自喷,2014/4/2,24,,27.9,,61.6,47.1,160738,2.5,,,317524,5,,,1983.8738,0.01699,0,0.8,0.76534227,0.06217,0,8.00E-05,3.7,,
自喷,2014/4/3,24,,27.8,,61.7,47.9,164276,2.8,,,481800,7.8,,,2000.3014,0.01727,0,0.8,0.76698503,0.06245,0,8.00E-05,3.8,,
自喷,2014/4/4,24,,27.8,,61.7,48,167516,2.5,,,649316,10.3,,,2017.053,0.01752,0,0.8,0.76866019,0.0627,0,8.00E-05,3.8,,
自喷,2014/4/5,24,,27.1,,61.7,48,170939,2.5,,,820255,12.8,,,2034.1469,0.01777,0,0.8,0.77036958,0.06295,0,8.00E-05,3.8,,
自喷,2014/4/6,24,,26.9,,61.8,48.4,174075,2,,,994330,14.8,,,2051.5544,0.01797,0,0.8,0.77211033,0.06315,0,8.00E-05,3.8,,
自喷,2014/4/7,24,,27.6,,61.7,48,170448,2.5,,,1164778,17.3,,,2068.5992,0.01822,0,0.8,0.77381481,0.0634,0,8.00E-05,3.8,,
自喷,2014/4/8,24,,28,,61.7,48.8,170350,2.5,,,1335128,19.8,,,2085.6342,0.01847,0,0.8,0.77551831,0.06365,0,8.00E-05,3.8,,
自喷,2014/4/9,24,,28.6,,61.7,49.1,168839,1.1,,,1503967,20.9,,,2102.5181,0.01858,0,0.8,0.7772067,0.06376,0,8.00E-05,3.8,,
自喷,2014/4/10,24,,28.4,,61.7,48.8,172905,1.5,,,1676872,22.4,,,2119.8086,0.01873,0,0.8,0.77893575,0.06391,0,8.00E-05,3.8,,
自喷,2014/4/11,24,,27.8,,61.7,47,176596,1.5,,,1853468,23.9,,,2137.4682,0.01888,0,0.8,0.78070171,0.06406,0,8.00E-05,3.8,,
自喷,2014/4/12,24,,28.3,,61.8,49.7,178416,1.5,,,2031884,25.4,,,2155.3098,0.01903,0,0.8,0.78248587,0.06421,0,8.00E-05,3.8,,
自喷,2014/4/13,24,,29.3,,61.8,50.4,181490,1.5,,,2213374,26.9,,,2173.4588,0.01918,0,0.8,0.78430077,0.06436,0,8.00E-05,3.9,,
自喷,2014/4/14,24,,29.3,,61.8,50.2,183509,2.5,,,2396883,29.4,,,2191.8097,0.01943,0,0.8,0.78613586,0.06461,0,8.00E-05,3.9,,
自喷,2014/4/15,7.83,30.2,29.4,61.7,61.7,49.3,54134,0.9,,,2451017,30.3,,,2197.2231,0.01952,0,0.8,0.7866772,0.0647,0,8.00E-05,2.6,,15日15:50磨47井碰口关井，关井套压30.20MPa，油压61.70MPa。
自喷,2014/4/16,0,24.5,24.5,62.2,62.2,20,,,,,2451017,30.3,,,2197.2231,0.01952,0,0.8,0.7866772,0.0647,0,8.00E-05,,,
自喷,2014/4/17,0,25,25,62.5,62.5,21.8,,,,,2451017,30.3,,,2197.2231,0.01952,0,0.8,0.7866772,0.0647,0,8.00E-05,,,
自喷,2014/4/18,16.5,25.5,28,62.5,62,45,133794,1.2,,,2584811,31.5,,,2210.6025,0.01964,0,0.8,0.78801514,0.06482,0,8.00E-05,5,,18日15:30开井，开井套压25.50MPa，油压62.50MPa，针阀0.2/100
自喷,2014/4/19,24,,35.1,,61.1,64.6,523571,4.5,,,3108382,36,,,2262.9596,0.02009,0,0.8,0.79325085,0.06527,0,8.00E-05,6.1,,19日10:30针阀开度0.2/100调至35/100。
自喷,2014/4/20,24,,38,,62,70,580322,5.5,,,3688704,41.5,,,2320.9918,0.02064,0,0.8,0.79905407,0.06582,0,8.00E-05,7,,
自喷,2014/4/21,24,,39.2,,61,76.2,572928,6.5,,,4261632,48,,,2378.2846,0.02129,0,0.8,0.80478335,0.06647,0,8.00E-05,7.1,,
自喷,2014/4/22,24,,40,,61.2,78.7,579239,6,,,4840871,54,,,2436.2085,0.02189,0,0.8,0.81057574,0.06707,0,8.00E-05,7.3,,
自喷,2014/4/23,24,,39.6,,61.3,75.8,523075,4.1,,,5363946,58.1,,,2488.516,0.0223,0,0.8,0.81580649,0.06748,0,8.00E-05,7.2,,23日2:30针阀开度35/100调至23/100。
自喷,2014/4/24,24,,40.1,,61.1,78.2,547199,5,,,5911145,63.1,,,2543.2359,0.0228,0,0.8,0.82127848,0.06798,0,8.00E-05,7.3,,24日11:07针阀开度23/100调至32/100。
自喷,2014/4/25,24,,40.9,,60.8,79.5,625060,4.5,,,6536205,67.6,,,2605.7419,0.02325,0,0.8,0.82752908,0.06843,0,8.00E-05,7.5,,25日12:30针阀开度32/100调至38/100。
自喷,2014/4/26,20,41.4,38.9,62.4,61.5,67.3,329240,1.8,,7000,6865445,69.4,,7000,2638.6659,0.02343,0,1.5,0.83082148,0.06861,0,0.00015,5.6,,
自喷,2014/4/27,24,,35.9,,61.9,59.3,204207,1,,,7069652,70.4,,7000,2659.0866,0.02353,0,1.5,0.83286355,0.06871,0,0.00015,4,,
自喷,2014/4/28,24,,35.8,,61.9,57.5,210633,1.5,,,7280285,71.9,,7000,2680.1499,0.02368,0,1.5,0.83496988,0.06886,0,0.00015,4.1,,
自喷,2014/4/29,21,35.6,34,61.9,60.5,79,452662,4,,,7732947,75.9,,7000,2725.4161,0.02408,0,1.5,0.8394965,0.06926,0,0.00015,7,,"29日12:45更换截流阀笼套关井，关井套压35.60MPa，油压61.90MPa。15:45开井，开井套压32.00MPa，油压62.00MPa。针阀40/100,18:40针阀开度40/100调至60/100。"
自喷,2014/4/30,24,,42.9,,60.4,82.2,689119,7,,,8422066,82.9,,7000,2794.328,0.02478,0,1.5,0.84638769,0.06996,0,0.00015,7.3,,30日10:18针阀开度60/100调至65/100。
自喷,2014/5/1,24,,43.9,,60.5,83.3,681166,7,,,681166,7,,,2862.4446,0.02548,0,1.5,0.85319935,0.07066,0,0.00015,7.5,,本月水样半分析氯根含量：5981mg/L～10253mg/L，PH值：6，表层套管压力0.60MPa，技术套管压力0.00MPa～0.80MPa。
自喷,2014/5/2,24,,43.9,,60.5,84,678759,6.5,,,1359925,13.5,,,2930.3205,0.02613,0,1.5,0.85998694,0.07131,0,0.00015,7.5,,
自喷,2014/5/3,24,,44,,60.4,84,676392,7,,,2036317,20.5,,,2997.9597,0.02683,0,1.5,0.86675086,0.07201,0,0.00015,7.4,,
自喷,2014/5/4,24,,44,,60.4,84,673793,6.5,,,2710110,27,,,3065.339,0.02748,0,1.5,0.87348879,0.07266,0,0.00015,7.6,,
自喷,2014/5/5,24,,44.1,,60.4,84.4,667060,6,,,3377170,33,,,3132.045,0.02808,0,1.5,0.88015939,0.07326,0,0.00015,7.3,,
自喷,2014/5/6,24,,44.1,,60.4,84.4,671756,6,,,4048926,39,,,3199.2206,0.02868,0,1.5,0.88687695,0.07386,0,0.00015,7.5,,
自喷,2014/5/7,24,,44.1,,60.4,85,670162,6.5,,,4719088,45.5,,,3266.2368,0.02933,0,1.5,0.89357857,0.07451,0,0.00015,7.6,,
自喷,2014/5/8,24,,44.1,,60.4,85.8,667411,6,,,5386499,51.5,,,3332.9779,0.02993,0,1.5,0.90025268,0.07511,0,0.00015,7.6,,
自喷,2014/5/9,24,,43.9,,60.6,83.9,611637,6,,,5998136,57.5,,,3394.1416,0.03053,0,1.5,0.90636905,0.07571,0,0.00015,7.5,,9日00:50针阀开度65/100调至55/100。
自喷,2014/5/10,24,,43,,61.1,78.4,494545,5,,,6492681,62.5,,,3443.5961,0.03103,0,1.5,0.9113145,0.07621,0,0.00015,7.5,,
自喷,2014/5/11,24,,43,,61.1,78.2,510623,5,,,7003304,67.5,,,3494.6584,0.03153,0,1.5,0.91642073,0.07671,0,0.00015,7.6,,
自喷,2014/5/12,24,,43,,61,79.2,524275,4.5,,,7527579,72,,,3547.0859,0.03198,0,1.5,0.92166348,0.07716,0,0.00015,7.6,,
自喷,2014/5/13,24,,43,,61,78.2,497442,3.5,,,8025021,75.5,,,3596.8301,0.03233,0,1.5,0.9266379,0.07751,0,0.00015,7.6,,13日20:30针阀开度55/100调至50/100。
自喷,2014/5/14,24,,43,,61.1,76.6,474198,3,,,8499219,78.5,,,3644.2499,0.03263,0,1.5,0.93137988,0.07781,0,0.00015,7.4,,
自喷,2014/5/15,24,,43,,61.1,77.4,491509,4,,,8990728,82.5,,,3693.4008,0.03303,0,1.5,0.93629497,0.07821,0,0.00015,7.5,,
自喷,2014/5/16,24,,37.1,,61,77.3,496349,5.5,,,9487077,88,,,3743.0357,0.03358,0,1.5,0.94125846,0.07876,0,0.00015,7.6,,16日17:30冲洗缓冲器，更换油压表，换前43.00MPa，换后35.00MPa。
自喷,2014/5/17,24,,31.3,,61,78,513550,4,,,10000627,92,,,3794.3907,0.03398,0,1.5,0.94639396,0.07916,0,0.00015,7.5,,
自喷,2014/5/18,24,,29.3,,61,77.9,529449,3.5,,,10530076,95.5,,,3847.3356,0.03433,0,1.5,0.95168845,0.07951,0,0.00015,7.6,,
自喷,2014/5/19,24,,28.2,,61,78.3,529055,5.5,,,11059131,101,,,3900.2411,0.03488,0,1.5,0.956979,0.08006,0,0.00015,7.7,,
自喷,2014/5/20,24,,26.7,,60.9,78.9,534737,5,,,11593868,106,,,3953.7148,0.03538,0,1.5,0.96232637,0.08056,0,0.00015,7.6,,
自喷,2014/5/21,24,,25.7,,60.9,78.3,533349,5.5,,,12127217,111.5,,,4007.0497,0.03593,0,1.5,0.96765986,0.08111,0,0.00015,7.6,,
自喷,2014/5/22,24,,24.48,,60.95,74.5,513148,5,,,12640365,116.5,,,4058.3645,0.03643,0,1.5,0.97279134,0.08161,0,0.00015,7.2,,
自喷,2014/5/23,24,,23.6,,60.94,77.5,508797,5,,,13149162,121.5,,,4109.2442,0.03693,0,1.5,0.97787931,0.08211,0,0.00015,7.65,,
自喷,2014/5/24,24,,23.63,,60.68,80.7,575342,6,,,13724504,127.5,,,4166.7784,0.03753,0,1.5,0.98363273,0.08271,0,0.00015,7.41,,
自喷,2014/5/25,24,,23.6,,60.64,81.6,577475,5,,,14301979,132.5,,,4224.5259,0.03803,0,1.5,0.98940748,0.08321,0,0.00015,7.29,,
自喷,2014/5/26,24,,23.4,,60.23,82.7,654273,6.5,,,14956252,139,,,4289.9532,0.03868,0,1.5,0.99595021,0.08386,0,0.00015,7.23,,26日15:30针阀开度50/100调至55/100。
自喷,2014/5/27,24,,21.15,,61.42,72.3,321376,2.5,,,15277628,141.5,,,4322.0908,0.03893,0,1.5,0.99916397,0.08411,0,0.00015,7.21,,27日12:00针阀开度55/100调至25/100。
自喷,2014/5/28,24,,19.73,,61.51,66.9,282808,3,,,15560436,144.5,,,4350.3716,0.03923,0,1.5,1.00199205,0.08441,0,0.00015,7.34,,
自喷,2014/5/29,24,,19.79,,61.5,20.1,283273,2.5,,,15843709,147,,,4378.6989,0.03948,0,1.5,1.00482478,0.08466,0,0.00015,7.38,,
自喷,2014/5/30,24,,20.84,,61.42,67.7,336261,3.5,,,16179970,150.5,,,4412.325,0.03983,0,1.5,1.00818739,0.08501,0,0.00015,7.21,,30日14:50针阀开度25/100调至35/100。
自喷,2014/5/31,24,,22.32,,61.42,68.1,346921,3,,,16526891,153.5,,,4447.0171,0.04013,0,1.5,1.0116566,0.08531,0,0.00015,7.46,,
自喷,2014/6/1,24,,24.49,,60.92,71.2,458672,5,,,458672,5,,,4492.8843,0.04063,0,1.5,1.01624332,0.08581,0,0.00015,7.6,,
自喷,2014/6/2,24,,28.37,,59.75,83.8,735941,7.5,,,1194613,12.5,,,4566.4784,0.04138,0,1.5,1.02360273,0.08656,0,0.00015,7.8,,
自喷,2014/6/3,24,,29.68,,59.72,84.1,733021,7.5,,,1927634,20,,,4639.7805,0.04213,0,1.5,1.03093294,0.08731,0,0.00015,7.79,,
自喷,2014/6/4,19.42,29.52,28.06,62.06,60.54,78.3,466216,5,,,2393850,25,,,4686.4021,0.04263,0,1.5,1.0355951,0.08781,0,0.00015,7.69,,4日14：55关井，套压29.9MPa，油压59.7MPa，输压8.08MPa；19：30开井，套压25.27MPa，油压62.06MPa，输压7.79MPa。
自喷,2014/6/5,24,,26.52,,61.3,71.1,360247,2.5,,,2754097,27.5,,,4722.4268,0.04288,0,1.5,1.03919757,0.08806,0,0.00015,7.88,,
自喷,2014/6/6,24,,26.77,,60.82,73.6,476296,5,,,3230393,32.5,,,4770.0564,0.04338,0,1.5,1.04396053,0.08856,0,0.00015,7.85,,
自喷,2014/6/7,24,,25.74,,61.41,68.9,310656,5.5,,,3541049,38,,,4801.122,0.04393,0,1.5,1.04706709,0.08911,0,0.00015,7.83,,
自喷,2014/6/8,24,,25.03,,61.38,66.9,329178,4,,,3870227,42,,,4834.0398,0.04433,0,1.5,1.05035887,0.08951,0,0.00015,7.93,,
自喷,2014/6/9,24,,24.82,,61.45,65.1,272707,1,,,4142934,43,,,4861.3105,0.04443,0,1.5,1.05308594,0.08961,0,0.00015,7.81,,
自喷,2014/6/10,24,,24.37,,61.34,62.9,321367,3,,,4464301,46,,,4893.4472,0.04473,0,1.5,1.05629961,0.08991,0,0.00015,7.83,,
自喷,2014/6/11,24,,25.2,,61.43,65.4,306345,2,,,4770646,48,,,4924.0817,0.04493,0,1.5,1.05936306,0.09011,0,0.00015,7.96,,
自喷,2014/6/12,24,,24.8,,61.45,61.7,241061,2,,,5011707,50,,,4948.1878,0.04513,0,1.5,1.06177367,0.09031,0,0.00015,7.86,,
自喷,2014/6/13,20.25,23.28,25.22,61.89,60.78,60,355000,2.5,,,5366707,52.5,,,4983.6878,0.04538,0,1.5,1.06532367,0.09056,0,0.00015,7.52,,13日因西干线清管输压较高，18：05超压关井套压24.14MPa，油压61.83MPa；21：50开井，套压22.42 MPa，油压61.86 MPa。
自喷,2014/6/14,24,,29.1,,59.64,81.3,743324,7,,,6110031,59.5,,,5058.0202,0.04608,0,1.5,1.07275691,0.09126,0,0.00015,7.33,,
自喷,2014/6/15,24,,29.97,,59.35,85,732269,7,,,6842300,66.5,,,5131.2471,0.04678,0,1.5,1.0800796,0.09196,0,0.00015,7.5,,
自喷,2014/6/16,24,,30.43,,59.58,85.1,734156,9.5,,,7576456,76,,,5204.6627,0.04773,0,1.5,1.08742116,0.09291,0,0.00015,7.31,,
自喷,2014/6/17,24,,30.71,,59.75,84.9,707030,5,,,8283486,81,,,5275.3657,0.04823,0,1.5,1.09449146,0.09341,0,0.00015,7.18,,
自喷,2014/6/18,24,,31.04,,59.73,85.4,706149,5,,,8989635,86,,,5345.9806,0.04873,0,1.5,1.10155295,0.09391,0,0.00015,7.22,,
自喷,2014/6/19,24,,31.25,,59.72,85.8,705338,8,,,9694973,94,,,5416.5144,0.04953,0,1.5,1.10860633,0.09471,0,0.00015,7.29,,
自喷,2014/6/20,24,,30.67,,60.41,81.3,569625,7.2,,,10264598,101.2,,,5473.4769,0.05025,0,1.5,1.11430258,0.09543,0,0.00015,7.17,,
自喷,2014/6/21,14.3,27.56,29.71,61.81,60.97,76.8,256043,2,,,10520641,103.2,,,5499.0812,0.05045,0,1.5,1.11686301,0.09563,0,0.00015,7.06,,21日因生物脱硫装置发泡处理量下降，22：20调节关井，套压28.3 MPa，油压61. 8MPa，输压6.98 MPa。
自喷,2014/6/22,21,22.37,27.65,61.72,59.4,71.9,634038,6.5,,,11154679,109.7,,,5562.485,0.0511,0,1.5,1.12320339,0.09628,0,0.00015,6.99,,22日11：00开井，套压21.78 MPa，油压61.72 MPa，输压6.71 MPa。
自喷,2014/6/23,24,,29.96,,59.1,85.9,799214,5,,,11953893,114.7,,,5642.4064,0.0516,0,1.5,1.13119553,0.09678,0,0.00015,7.29,,
自喷,2014/6/24,24,,30.51,,59.08,86.8,800967,8,,,12754860,122.7,,,5722.5031,0.0524,0,1.5,1.1392052,0.09758,0,0.00015,7.27,,
自喷,2014/6/25,24,,30.74,,59.05,87.1,800564,4.3,,,13555424,127,,,5802.5595,0.05283,0,1.5,1.14721084,0.09801,0,0.00015,7.3,,
自喷,2014/6/26,24,,30.84,,58.97,88.5,801657,8,,,14357081,135,,,5882.7252,0.05363,0,1.5,1.15522741,0.09881,0,0.00015,7.16,,
自喷,2014/6/27,24,,31.02,,58.89,89,801452,8,,,15158533,143,,,5962.8704,0.05443,0,1.5,1.16324193,0.09961,0,0.00015,7.24,,
自喷,2014/6/28,24,,31.09,,58.89,89.6,796610,8,,,15955143,151,,,6042.5314,0.05523,0,1.5,1.17120803,0.10041,0,0.00015,7.45,,
自喷,2014/6/29,24,,30.96,,58.91,87,786501,6,,,16741644,157,,,6121.1815,0.05583,0,1.5,1.17907304,0.10101,0,0.00015,7.47,,
自喷,2014/6/30,24,,30.72,,58.87,88.5,788359,6.5,,,17530003,163.5,,,6200.0174,0.05648,0,1.5,1.18695663,0.10166,0,0.00015,7.42,,
自喷,2014/7/1,24,,29.99,,59.3,86,712233,6,,,712233,6,,,6271.2407,0.05708,0,1.5,1.19407896,0.10226,0,0.00015,7.53,,本月配合气藏内部生产组织多次调节气量。
自喷,2014/7/2,24,,29.52,,59,87.2,757863,8.1,,,1470096,14.1,,,6347.027,0.05789,0,1.5,1.20165759,0.10307,0,0.00015,7.27,,
自喷,2014/7/3,24,,29.34,,58.73,89.2,794593,6.4,,,2264689,20.5,,,6426.4863,0.05853,0,1.5,1.20960352,0.10371,0,0.00015,7.73,,
自喷,2014/7/4,24,,28.48,,59.29,87.5,724692,6,,,2989381,26.5,,,6498.9555,0.05913,0,1.5,1.21685044,0.10431,0,0.00015,7.61,,
自喷,2014/7/5,24,,27.76,,58.95,88.9,765940,6.1,,,3755321,32.6,,,6575.5495,0.05974,0,1.5,1.22450984,0.10492,0,0.00015,7.49,,
自喷,2014/7/6,24,,26.49,,59.47,86.6,675646,7.9,,,4430967,40.5,,,6643.1141,0.06053,0,1.5,1.2312663,0.10571,0,0.00015,7.53,,
自喷,2014/7/7,24,,25.05,,60.05,82.5,575807,5,,,5006774,45.5,,,6700.6948,0.06103,0,1.5,1.23702437,0.10621,0,0.00015,7.32,,
自喷,2014/7/8,24,,24.76,,59.91,83.5,611107,5,,,5617881,50.5,,,6761.8055,0.06153,0,1.5,1.24313544,0.10671,0,0.00015,7.28,,
自喷,2014/7/9,24,,24.73,,59.76,83.7,619152,6.7,,,6237033,57.2,,,6823.7207,0.0622,0,1.5,1.24932696,0.10738,0,0.00015,7.18,,
自喷,2014/7/10,24,,26.2,,58.11,89.2,838700,8,,,7075733,65.2,,,6907.5907,0.063,0,1.5,1.25771396,0.10818,0,0.00015,7.31,,
自喷,2014/7/11,24,,25.67,,58.86,87.2,762753,8.1,,,7838486,73.3,,,6983.866,0.06381,0,1.5,1.26534149,0.10899,0,0.00015,7.48,,
自喷,2014/7/12,24,,24.66,,59.46,85.3,662511,6.5,,,8500997,79.8,,,7050.1171,0.06446,0,1.5,1.2719666,0.10964,0,0.00015,7.15,,
自喷,2014/7/13,24,,25.01,,59.15,86.9,711776,6.4,,,9212773,86.2,,,7121.2947,0.0651,0,1.5,1.27908436,0.11028,0,0.00015,7.16,,
自喷,2014/7/14,24,,24.57,,59.71,83.4,580982,6,,,9793755,92.2,,,7179.3929,0.0657,0,1.5,1.28489418,0.11088,0,0.00015,7.37,,
自喷,2014/7/15,24,,22.88,,60.75,72.8,327549,2,,,10121304,94.2,,,7212.1478,0.0659,0,1.5,1.28816967,0.11108,0,0.00015,7.45,,
自喷,2014/7/16,24,,22.39,,60.89,67,262392,3,,,10383696,97.2,,,7238.387,0.0662,0,1.5,1.29079359,0.11138,0,0.00015,7.15,,
自喷,2014/7/17,24,,22.84,,60.89,65.8,267234,3.5,,,10650930,100.7,,,7265.1104,0.06655,0,1.5,1.29346593,0.11173,0,0.00015,7.14,,
自喷,2014/7/18,22.83,22.2,25.32,61.31,60.26,73.1,468134,2.7,,,11119064,103.4,,,7311.9238,0.06682,0,1.5,1.29814727,0.112,0,0.00015,7.39,,18日因300万试采净化厂装置故障12：00关井，套压23.21MPa，油压60.92MPa；13：30开井，套压22.42MPa，油压61.25MPa。
自喷,2014/7/19,24,,28.01,,59.54,82.3,661584,5,,,11780648,108.4,,,7378.0822,0.06732,0,1.5,1.30476311,0.1125,0,0.00015,7.34,,
自喷,2014/7/20,24,,28.77,,59.58,83.1,648487,4,,,12429135,112.4,,,7442.9309,0.06772,0,1.5,1.31124798,0.1129,0,0.00015,7.29,,
自喷,2014/7/21,24,,29.41,,59.57,83.8,652527,3.5,,,13081662,115.9,,,7508.1836,0.06807,0,1.5,1.31777325,0.11325,0,0.00015,7.2,,
自喷,2014/7/22,24,,29.76,,59.82,83.4,591051,5,,,13672713,120.9,,,7567.2887,0.06857,0,1.5,1.32368376,0.11375,0,0.00015,7.24,,
自喷,2014/7/23,24,,29.84,,59.99,81.4,542725,2,,,14215438,122.9,,,7621.5612,0.06877,0,1.5,1.32911101,0.11395,0,0.00015,7.15,,
自喷,2014/7/24,24,,30,,60,83.5,525796,7,,,14741234,129.9,,,7674.1408,0.06947,0,1.5,1.33436897,0.11465,0,0.00015,7.2,,
自喷,2014/7/25,24,,30.8,,60.2,83.5,534146,6.5,,,15275380,136.4,,,7727.5554,0.07012,0,1.5,1.33971043,0.1153,0,0.00015,7,,
自喷,2014/7/26,24,,30.8,,60.1,84,535796,5,,,15811176,141.4,,,7781.135,0.07062,0,1.5,1.34506839,0.1158,0,0.00015,7.2,,
