Depth,TVD,DX,DY,GR,CAL,RT,RXO,SH,POR,SW,PERM,ACN,DENN,CNLN
4554.75,4551.042,108.284,-46.285,32.035,8.541,923.398,439.208,2.281,3.121,10.777,0.168,51.163,2.677,1.157
4554.875,4551.167,108.287,-46.285,32.89,8.527,267.561,239.74,2.239,4.083,19.407,0.405,52.949,2.694,1.324
4555,4551.292,108.29,-46.284,33.218,8.521,138.534,144.904,2.099,5.13,23.463,0.858,55.139,2.71,1.863
4555.125,4551.417,108.293,-46.284,31.635,8.516,84.407,93.001,1.986,6.136,24.868,1.534,56.821,2.711,2.739
4555.25,4551.542,108.296,-46.283,30.759,8.508,65.817,73.898,1.846,6.938,25.866,2.299,58.299,2.707,3.38
4555.375,4551.667,108.299,-46.283,31.129,8.502,48.463,54.845,2.027,7.432,27.359,2.874,58.886,2.7,4.564
4555.5,4551.792,108.302,-46.282,33.635,8.497,43.678,49.33,2.2,7.292,29.841,2.71,58.909,2.696,5.108
4555.625,4551.917,108.306,-46.282,34.78,8.504,43.27,48.063,2.534,6.604,32.526,1.962,58.599,2.682,4.948
4555.75,4552.042,108.309,-46.281,36.06,8.552,55.845,59.792,2.657,5.68,34.32,1.19,57.33,2.673,4.229
4555.875,4552.167,108.312,-46.28,36.026,8.622,70.02,72.982,2.685,4.73,34.51,0.65,55.764,2.66,3.599
4556,4552.292,108.315,-46.28,34.723,8.669,151.031,139.708,2.657,3.775,30.141,0.309,53.64,2.655,3.268
4556.125,4552.417,108.318,-46.279,31.832,8.819,395.491,311.472,2.627,2.933,25.52,0.13,53.64,2.656,2.622
4556.25,4552.542,108.321,-46.279,29.964,9.066,613.058,453.02,2.333,2.528,22.817,0.076,51.979,2.653,2.01
4556.375,4552.667,108.324,-46.278,27.562,9.146,1057.317,714.814,2.025,2.573,17.817,0.082,51.124,2.643,1.86
4556.5,4552.792,108.327,-46.278,26.628,9.091,1320.919,843.78,1.923,2.797,14.643,0.108,51.19,2.64,1.917
4556.625,4552.917,108.33,-46.277,26.805,8.83,1285.039,813.815,1.888,3.098,13.423,0.154,51.57,2.651,2.094
4556.75,4553.042,108.334,-46.276,28.058,8.704,939.726,612.621,1.934,3.392,13.776,0.207,52.052,2.673,2.545
4556.875,4553.167,108.337,-46.276,29.397,8.653,725.02,491.249,1.994,3.522,15.857,0.234,52.052,2.678,2.835
4557,4553.292,108.34,-46.275,29.977,8.726,369.306,280.416,2.226,3.632,19.845,0.259,52.126,2.665,2.938
4557.125,4553.417,108.343,-46.275,30.332,8.993,242.215,192.01,2.435,3.736,23.958,0.285,52.56,2.638,3.069
4557.25,4553.542,108.346,-46.274,30.293,9.179,221.325,174.641,2.545,3.714,25.969,0.28,52.906,2.628,3.143
4557.375,4553.667,108.349,-46.273,29.737,9.144,226.794,175.241,2.774,3.446,27.456,0.22,52.751,2.624,3.128
4557.5,4553.792,108.352,-46.273,29.434,8.933,279.07,210.325,2.916,2.974,29.596,0.136,52.745,2.631,2.949
4557.625,4553.917,108.355,-46.272,29.585,8.839,313.219,235.488,3.137,2.489,32.783,0.074,52.144,2.648,2.63
4557.75,4554.042,108.358,-46.272,29.58,8.849,370.652,281.053,3.256,2.163,35.073,0.046,51.479,2.652,2.442
4557.875,4554.167,108.361,-46.271,28.843,8.855,412.427,311.843,3.269,1.955,36.61,0.032,51.161,2.646,2.122
4558,4554.292,108.364,-46.27,28.524,8.753,444.833,334.435,3.284,1.85,37.05,0.027,51.184,2.642,1.822
4558.125,4554.417,108.368,-46.27,28.941,8.694,492.207,373.585,3.523,1.839,36.328,0.027,51.368,2.666,1.726
4558.25,4554.542,108.371,-46.269,31.028,8.595,440.101,350.873,3.658,2.055,33.82,0.039,51.375,2.686,1.682
4558.375,4554.667,108.374,-46.268,32.289,8.531,373.973,308.894,3.775,2.398,32.282,0.066,51.923,2.71,1.746
4558.5,4554.792,108.377,-46.268,34.463,8.512,225.401,203.306,3.643,2.831,32.79,0.115,52.894,2.715,2.03
4558.625,4554.917,108.38,-46.267,34.254,8.517,176.931,164.932,3.402,3.314,33.142,0.194,53.414,2.714,2.418
4558.75,4555.042,108.383,-46.267,33.298,8.536,125.734,120.119,2.704,3.774,33.218,0.297,53.684,2.702,2.604
4558.875,4555.167,108.386,-46.266,31.365,8.608,113.967,108.226,2.436,4.05,33.169,0.374,53.938,2.68,2.716
4559,4555.292,108.389,-46.265,30.765,8.695,114.032,108.034,2.328,3.981,34.068,0.354,53.948,2.671,2.646
4559.125,4555.417,108.392,-46.265,31.037,8.71,116.705,111.143,2.7,3.63,37.149,0.262,53.829,2.673,2.636
4559.25,4555.542,108.395,-46.264,32.204,8.725,117.077,111.65,2.958,3.136,43.014,0.163,53.252,2.682,2.679
4559.375,4555.667,108.398,-46.263,32.765,8.881,118.278,112.33,3.376,2.554,52.383,0.083,52.317,2.699,2.686
4559.5,4555.792,108.401,-46.263,34.224,9.034,125.932,117.657,3.881,2.058,62.409,0.039,51.625,2.695,2.65
4559.625,4555.917,108.404,-46.262,35.852,9.248,148.745,133.005,4.106,1.748,67.912,0.022,51.625,2.683,2.522
4559.75,4556.042,108.407,-46.261,36.217,9.185,176.228,152.873,4.204,1.656,64.691,0.018,51.203,2.656,2.447
4559.875,4556.167,108.41,-46.261,35.178,9.07,251.662,212.863,3.891,1.684,55.273,0.019,51.142,2.653,2.423
4560,4556.292,108.413,-46.26,34.257,8.831,291.235,246.485,3.756,1.672,50.957,0.019,50.836,2.66,2.63
4560.125,4556.417,108.416,-46.259,34.733,8.763,324.257,275.718,3.751,1.586,51.286,0.016,50.436,2.673,2.743
4560.25,4556.542,108.419,-46.259,36.607,8.794,323.997,271.149,3.703,1.513,53.327,0.014,50.339,2.665,2.749
4560.375,4556.667,108.422,-46.258,36.968,9.075,326.674,271.756,3.483,1.39,56.214,0.01,50.339,2.662,2.392
4560.5,4556.792,108.425,-46.257,35.593,9.249,428.754,358.468,2.688,1.388,45.299,0.01,50.082,2.68,2.106
4560.625,4556.917,108.428,-46.257,33.715,9.359,1628.034,997.127,2.394,1.32,27.57,0.009,49.635,2.697,1.607
4560.75,4557.042,108.431,-46.256,33.394,9.188,3531.339,1823.551,2.157,1.291,17.972,0.008,49.185,2.733,1.313
4560.875,4557.167,108.435,-46.255,33.437,9.071,11738.361,4224.525,2.08,1.258,10.495,0.008,48.912,2.744,1.275
4561,4557.292,108.438,-46.255,31.688,8.855,31856.934,7110.021,1.993,1.157,7.325,0.006,48.901,2.741,1.186
4561.125,4557.417,108.441,-46.254,30.209,8.683,45577.707,8352.03,1.944,0.939,7.097,0.003,48.961,2.722,0.861
4561.25,4557.542,108.444,-46.253,28.445,8.6,75766.867,10935.571,2.228,0.78,6.931,0.002,49.092,2.689,0.606
4561.375,4557.667,108.447,-46.253,29.268,8.512,93898.938,14232.1,2.419,0.675,7.119,0.001,48.787,2.676,0.22
4561.5,4557.792,108.45,-46.252,29.635,8.477,98431.32,16783.248,2.595,0.621,7.459,0.001,48.698,2.673,0.1
4561.625,4557.917,108.453,-46.251,29.28,8.471,99931.406,21776.221,2.581,0.626,7.375,0.001,48.621,2.689,0.056
4561.75,4558.042,108.456,-46.25,29.593,8.473,99990,23625.133,2.557,0.688,6.667,0.001,48.618,2.698,0.109
4561.875,4558.167,108.459,-46.25,30.427,8.481,99990,23150.73,2.504,0.622,7.421,0.001,48.893,2.708,0.144
4562,4558.292,108.462,-46.249,32.191,8.527,99990,19471.943,2.494,0.518,8.919,0,48.581,2.71,0.181
4562.125,4558.417,108.465,-46.248,32.542,8.615,99990,18004.502,2.533,0.396,12.282,0,48.432,2.707,0.149
4562.25,4558.542,108.467,-46.248,32.947,8.669,99990,16369.813,2.696,0.305,15.59,0,48.058,2.691,0.147
4562.375,4558.667,108.47,-46.247,33.684,8.786,99990,15264.059,2.807,0.41,11.193,0,48.058,2.681,0.306
4562.5,4558.792,108.473,-46.246,33.897,9.006,99990,14554.201,3.008,0.464,9.949,0,48.452,2.668,0.707
4562.625,4558.917,108.476,-46.246,32.919,9.134,99990,13118.545,3.072,0.578,8.066,0,48.647,2.668,0.918
4562.75,4559.042,108.479,-46.245,30.698,9.356,98709.781,11121.979,3.044,0.772,6.096,0.002,49.016,2.673,1.257
4562.875,4559.167,108.482,-46.244,29.865,9.398,95481.086,10023.797,2.885,0.986,4.848,0.004,49.505,2.675,1.344
4563,4559.292,108.485,-46.243,29.28,9.361,77754.633,7990.204,2.744,1.09,4.881,0.005,49.758,2.681,1.365
4563.125,4559.417,108.488,-46.243,29.579,9.212,49887.547,7109.561,2.68,1.073,5.965,0.004,49.758,2.691,1.225
4563.25,4559.542,108.491,-46.242,29.602,8.978,34917.125,6896.972,2.51,1.012,7.988,0.003,49.7,2.717,1.11
4563.375,4559.667,108.494,-46.241,29.359,8.875,18355.072,6675.735,2.459,0.832,12.481,0.002,49.164,2.723,0.928
4563.5,4559.792,108.497,-46.24,29.27,8.772,15160.391,6610.378,2.507,0.585,20.81,0.001,48.741,2.718,0.931
4563.625,4559.917,108.5,-46.24,29.329,8.785,17765.943,6812.591,2.701,0.331,32.726,0,48.322,2.703,1.006
4563.75,4560.042,108.503,-46.239,29.66,8.83,27134.188,7402.764,2.857,0.182,57.328,0,48.231,2.69,1.153
4563.875,4560.167,108.506,-46.238,29.632,8.786,34999.836,7661.934,3.032,0.053,100,0,48.231,2.666,1.209
4564,4560.292,108.509,-46.237,28.375,8.763,59393.395,8028.67,2.763,0.207,73.091,0,47.855,2.659,1.294
4564.125,4560.417,108.512,-46.237,26.213,8.858,83590.883,8413.339,2.531,0.805,7.614,0.003,48.017,2.669,1.704
4564.25,4560.542,108.515,-46.236,25.243,9.062,92981.773,8698.817,2.177,1.548,3.162,0.016,48.389,2.706,2.181
4564.375,4560.667,108.518,-46.235,24.339,9.101,99382.375,9356.049,1.953,1.973,2.346,0.033,48.968,2.728,2.273
4564.5,4560.792,108.521,-46.234,23.723,8.994,99990,11106.128,1.757,2.082,2.202,0.04,48.991,2.728,2.246
4564.625,4560.917,108.524,-46.234,23.66,8.79,99990,12654.356,1.408,2.144,2.138,0.044,49.074,2.714,2.211
4564.75,4561.042,108.527,-46.233,24.346,8.703,99990,16471.018,1.115,2.15,2.132,0.045,48.917,2.703,2.155
4564.875,4561.167,108.53,-46.232,25.445,8.618,99990,17758.068,1.025,2.076,2.207,0.04,48.762,2.7,2.009
4565,4561.292,108.533,-46.231,25.816,8.597,99990,18217.133,0.797,1.946,2.37,0.033,48.795,2.686,1.871
4565.125,4561.417,108.535,-46.231,26.175,8.612,99990,16842.523,0.681,1.633,2.826,0.018,48.674,2.673,1.563
4565.25,4561.542,108.538,-46.23,26.217,8.738,99990,16428.346,0.415,1.413,3.245,0.011,48.669,2.668,1.226
4565.375,4561.667,108.541,-46.229,25.19,8.822,99990,18461.4,0.289,1.34,3.421,0.009,48.446,2.672,1.087
4565.5,4561.792,108.544,-46.228,22.94,8.928,99990,25989.043,0.258,1.312,3.495,0.008,48.518,2.676,0.871
4565.625,4561.917,108.547,-46.228,22.044,8.861,99990,32322.354,0.275,1.427,3.23,0.011,48.663,2.681,0.773
4565.75,4562.042,108.55,-46.227,20.854,8.789,99990,52778,0.287,1.608,2.85,0.017,49.414,2.686,0.696
4565.875,4562.167,108.553,-46.226,20.118,8.682,99990,76222.32,0.315,1.633,2.806,0.018,49.414,2.693,0.354
4566,4562.292,108.556,-46.225,19.561,8.614,99990,86450.188,0.308,1.598,2.87,0.017,49.93,2.71,0.085
4566.125,4562.417,108.559,-46.224,18.865,8.587,99990,90354.727,0.388,1.477,3.11,0.013,49.892,2.708,-0.338
4566.25,4562.542,108.562,-46.224,19.88,8.551,99990,77078.648,0.578,1.33,3.451,0.009,49.482,2.698,-0.55
4566.375,4562.667,108.564,-46.223,21.097,8.58,99990,68851.664,1.219,1.206,3.813,0.006,49.217,2.673,-0.572
4566.5,4562.792,108.567,-46.222,23.891,8.612,99990,55584.719,1.801,1.082,4.241,0.005,49.122,2.651,-0.509
4566.625,4562.917,108.57,-46.221,24.987,8.649,99990,52217.984,1.883,1.051,4.362,0.004,49.122,2.646,-0.31
4566.75,4563.042,108.573,-46.22,24.811,8.645,99990,48926.758,1.861,1.15,4.002,0.006,49.108,2.649,-0.182
4566.875,4563.167,108.576,-46.22,23.596,8.606,99990,46986.012,1.823,1.339,3.442,0.009,49.372,2.656,-0.073
4567,4563.292,108.579,-46.219,22.808,8.574,99990,45466.746,1.719,1.567,2.935,0.015,49.873,2.664,-0.144
4567.125,4563.417,108.582,-46.218,21.817,8.57,99990,40994.027,1.706,1.684,2.723,0.02,50.277,2.65,-0.186
4567.25,4563.542,108.585,-46.217,21.878,8.576,99990,35015.203,1.787,1.557,2.958,0.015,50.293,2.635,-0.196
4567.375,4563.667,108.588,-46.216,22.21,8.58,99990,32609.389,2.04,1.348,3.414,0.01,50.108,2.609,-0.126
4567.5,4563.792,108.59,-46.216,22.533,8.578,99990,29223.242,2.091,1.208,3.795,0.007,49.649,2.6,-0.079
4567.625,4563.917,108.593,-46.215,21.833,8.57,99990,27461.4,1.967,1.231,3.737,0.007,49.384,2.603,0.024
4567.75,4564.042,108.596,-46.214,21.234,8.581,99990,26472.096,1.571,1.423,3.239,0.011,49.564,2.619,0.095
4567.875,4564.167,108.599,-46.213,20.43,8.594,99990,24192.273,1.284,1.689,2.73,0.02,49.943,2.632,0.213
4568,4564.292,108.602,-46.212,19.935,8.624,99990,22755.783,1.158,1.952,2.351,0.033,49.958,2.638,0.3
4568.125,4564.417,108.605,-46.211,19.667,8.634,99990,20352.463,0.938,2.112,2.172,0.042,50.459,2.63,0.347
4568.25,4564.542,108.608,-46.211,19.398,8.662,99990,18643.885,0.824,2.237,2.049,0.051,50.697,2.624,0.51
4568.375,4564.667,108.61,-46.21,19.766,8.693,99990,18357.02,0.889,2.255,2.032,0.053,50.785,2.623,0.633
4568.5,4564.792,108.613,-46.209,21.938,8.706,99990,18549.609,1.251,2.106,2.183,0.042,50.592,2.621,0.628
4568.625,4564.917,108.616,-46.208,24.225,8.733,99990,18900.877,1.418,1.844,2.494,0.027,50.592,2.621,0.477
4568.75,4565.042,108.619,-46.207,24.808,8.786,99990,19078.836,1.529,1.626,2.828,0.017,50.36,2.627,0.364
4568.875,4565.167,108.622,-46.206,24.481,8.801,99990,19407.084,1.467,1.484,3.089,0.013,50.063,2.645,0.411
4569,4565.292,108.625,-46.206,23.897,8.799,99990,19011.201,1.453,1.476,3.107,0.013,49.584,2.659,0.715
4569.125,4565.417,108.627,-46.205,23.854,8.812,99990,18315.041,1.441,1.551,2.965,0.015,49.362,2.672,1.03
4569.25,4565.542,108.63,-46.204,24.023,8.827,97650.125,16209.797,1.399,1.65,2.846,0.019,49.5,2.661,1.093
4569.375,4565.667,108.633,-46.203,24.052,8.817,84599.031,14025.785,1.361,1.702,2.93,0.021,49.5,2.649,0.95
4569.5,4565.792,108.636,-46.202,23.86,8.751,72148.781,12759.389,1.222,1.714,3.245,0.021,49.679,2.632,0.833
4569.625,4565.917,108.639,-46.201,22.921,8.731,46121.113,10716.857,1.032,1.622,4.104,0.017,49.663,2.634,0.692
4569.75,4566.042,108.642,-46.2,21.942,8.722,34029.648,9935.031,0.974,1.478,5.366,0.012,49.359,2.64,0.582
4569.875,4566.167,108.644,-46.2,21.987,8.713,23246.971,9306.016,1.117,1.358,6.536,0.01,49.264,2.647,0.493
4570,4566.292,108.647,-46.199,23.175,8.665,30179.635,9447.131,1.291,1.205,6.899,0.006,49.232,2.654,0.25
4570.125,4566.417,108.65,-46.198,23.733,8.628,40805.699,9918.761,1.565,1.113,6.265,0.005,49.232,2.658,0.135
4570.25,4566.542,108.653,-46.197,24.016,8.618,70735.734,11625.973,1.639,1.094,5.129,0.005,49.141,2.663,0.164
4570.375,4566.667,108.656,-46.196,23.132,8.613,91992.695,13287.755,1.607,1.278,3.884,0.009,49.077,2.659,0.385
4570.5,4566.792,108.658,-46.195,22.616,8.605,97775.508,13991.779,1.592,1.671,2.817,0.02,49.724,2.643,0.629
4570.625,4566.917,108.661,-46.194,22.14,8.596,99906.75,14863.436,1.636,2.047,2.253,0.039,50.603,2.634,0.663
4570.75,4567.042,108.664,-46.194,21.664,8.574,99990,15381.465,1.645,2.276,2.014,0.054,50.637,2.634,0.535
4570.875,4567.167,108.667,-46.193,21.376,8.564,99990,15410.892,1.735,2.297,1.996,0.056,51.432,2.632,0.42
4571,4567.292,108.67,-46.192,21.346,8.563,99990,15108.548,1.954,2.201,2.084,0.048,51.471,2.621,0.205
4571.125,4567.417,108.672,-46.191,22.004,8.561,99990,14930.705,2.073,2.086,2.198,0.04,51.246,2.614,0.136
4571.25,4567.542,108.675,-46.19,22.262,8.562,99990,14939.122,2.165,1.989,2.305,0.035,51.074,2.607,0.137
4571.375,4567.667,108.678,-46.189,21.605,8.581,99990,15556.335,1.921,1.869,2.457,0.028,50.793,2.616,0.157
4571.5,4567.792,108.681,-46.188,20.822,8.598,99990,15953.121,1.744,1.673,2.75,0.02,50.782,2.624,0.143
4571.625,4567.917,108.683,-46.187,19.885,8.59,99990,16387.527,1.682,1.463,3.144,0.013,50.236,2.634,0.135
4571.75,4568.042,108.686,-46.186,20.431,8.554,99990,16874.305,1.828,1.282,3.584,0.008,49.699,2.636,0.169
4571.875,4568.167,108.689,-46.186,21.146,8.556,99990,17460.021,2.332,1.179,3.889,0.006,49.515,2.636,0.264
4572,4568.292,108.692,-46.185,22.952,8.579,99990,19306.063,2.842,1.17,3.92,0.006,49.8,2.636,0.317
4572.125,4568.417,108.695,-46.184,24.475,8.627,99990,20438.75,3.019,1.154,3.972,0.005,49.8,2.635,0.392
4572.25,4568.542,108.697,-46.183,25.099,8.633,99990,20514.225,3.245,1.206,3.8,0.006,49.846,2.63,0.519
4572.375,4568.667,108.7,-46.182,25.404,8.619,99990,20031.844,3.121,1.256,3.648,0.007,50.131,2.628,0.613
4572.5,4568.792,108.703,-46.181,24.584,8.589,99990,19835.955,2.901,1.357,3.391,0.009,50.071,2.633,0.83
4572.625,4568.917,108.706,-46.18,23.992,8.582,99990,20098.418,2.43,1.513,3.03,0.014,50.362,2.653,0.899
4572.75,4569.042,108.708,-46.179,23.27,8.58,99990,21260.02,2.146,1.57,2.922,0.016,50.265,2.674,0.98
4572.875,4569.167,108.711,-46.178,23.41,8.567,99990,21679.877,2.073,1.676,2.744,0.019,50.265,2.672,1.049
4573,4569.292,108.714,-46.177,23.464,8.553,98681.781,20707.482,1.885,1.849,2.523,0.027,50.198,2.651,1.08
4573.125,4569.417,108.717,-46.176,23.238,8.528,88401.016,16927.654,1.79,2.037,2.399,0.038,50.379,2.64,1.067
4573.25,4569.542,108.719,-46.176,22.867,8.509,76749.508,14377.145,1.599,2.165,2.496,0.046,50.772,2.645,0.969
4573.375,4569.667,108.722,-46.175,22.536,8.504,48292.172,10627.914,1.708,2.132,3.167,0.043,50.868,2.658,0.926
4573.5,4569.792,108.725,-46.174,23.919,8.502,23349.461,8371.113,1.941,2.003,4.472,0.035,50.872,2.66,0.901
4573.625,4569.917,108.727,-46.173,25.016,8.523,17552.193,7848.96,2.36,1.85,5.783,0.027,50.909,2.649,0.947
4573.75,4570.042,108.73,-46.172,26.686,8.549,16096.432,7556.421,2.292,1.821,5.849,0.026,50.836,2.637,0.96
4573.875,4570.167,108.733,-46.171,26.515,8.603,28883.004,8132.418,2.081,1.815,4.762,0.025,50.81,2.633,0.871
4574,4570.292,108.736,-46.17,25.977,8.662,41669.926,8657.237,1.619,1.747,3.994,0.022,50.397,2.623,0.779
4574.125,4570.417,108.738,-46.169,25.458,8.695,68111.578,9653.574,1.45,1.558,3.624,0.015,49.754,2.612,0.641
4574.25,4570.542,108.741,-46.168,25.401,8.742,87295.141,10497.122,1.388,1.44,3.473,0.011,49.729,2.612,0.611
4574.375,4570.667,108.744,-46.167,25.198,8.714,91465.922,10765.881,1.359,1.402,3.425,0.01,49.383,2.624,0.626
4574.5,4570.792,108.747,-46.166,24.367,8.677,93646.758,10889.736,1.446,1.474,3.238,0.012,49.266,2.639,0.684
4574.625,4570.917,108.749,-46.165,23.986,8.62,90649.727,10628.267,1.525,1.607,3.036,0.017,49.62,2.641,0.749
4574.75,4571.042,108.752,-46.164,24.205,8.606,76652.359,9532.495,1.738,1.665,3.117,0.019,50.024,2.634,0.767
4574.875,4571.167,108.755,-46.163,24.784,8.594,69194.906,8559.473,1.784,1.672,3.245,0.019,50.024,2.627,0.734
4575,4571.292,108.757,-46.162,24.691,8.587,72191.219,8242.58,1.662,1.694,3.14,0.02,50.14,2.614,0.654
4575.125,4571.417,108.76,-46.162,24.131,8.591,86188.031,7903.299,1.63,1.633,3.049,0.018,50.174,2.617,0.615
4575.25,4571.542,108.763,-46.161,25.607,8.603,94243.578,7332.309,1.783,1.487,3.223,0.013,50.035,2.626,0.547
4575.375,4571.667,108.765,-46.16,27.192,8.608,90965.477,6933.258,2.196,1.362,3.614,0.009,49.927,2.65,0.535
4575.5,4571.792,108.768,-46.159,29.973,8.611,70049.25,5922.01,2.382,1.324,4.226,0.009,49.898,2.662,0.556
4575.625,4571.917,108.771,-46.158,29.91,8.623,41789.863,4948.79,2.334,1.399,4.953,0.011,49.898,2.658,0.669
4575.75,4572.042,108.774,-46.157,29.264,8.639,28413.854,4480.425,2.154,1.561,5.616,0.015,50.016,2.635,0.769
4575.875,4572.167,108.776,-46.156,28.367,8.643,14865.912,3817.776,1.999,1.758,6.43,0.023,50.243,2.618,0.97
4576,4572.292,108.779,-46.155,28.125,8.641,11096.625,3484.045,1.891,1.88,7.43,0.028,50.289,2.615,1.096
4576.125,4572.417,108.782,-46.154,28.105,8.636,7058.509,2918.276,1.672,1.905,9.01,0.03,50.326,2.625,1.112
4576.25,4572.542,108.784,-46.153,28.45,8.635,4729.546,2469.067,1.581,1.769,11.499,0.023,49.816,2.644,1.156
4576.375,4572.667,108.787,-46.152,28.764,8.648,4281.703,2320.996,1.489,1.664,13.515,0.019,49.816,2.653,1.267
4576.5,4572.792,108.79,-46.151,29.498,8.651,3455.811,1992.768,1.516,1.477,16.98,0.013,49.471,2.662,1.321
4576.625,4572.917,108.793,-46.15,30.491,8.638,2549.411,1626.56,1.603,1.215,23.889,0.007,49.049,2.659,1.349
4576.75,4573.042,108.795,-46.149,31.102,8.619,2113.869,1435.739,1.923,0.898,36.49,0.002,48.575,2.649,1.33
4576.875,4573.167,108.798,-46.148,31.918,8.617,1614.309,1181.854,2.248,0.665,54.059,0.001,48.404,2.65,1.33
4577,4573.292,108.801,-46.147,31.985,8.625,1438.89,1056.285,2.38,0.535,71.023,0.001,48.397,2.657,1.357
4577.125,4573.417,108.804,-46.146,32.028,8.629,1481.885,1054.052,2.716,0.428,86.576,0,48.357,2.68,1.361
4577.25,4573.542,108.806,-46.146,33.542,8.628,1910.814,1145.722,3.407,0.312,97.697,0,48.531,2.702,1.329
4577.375,4573.667,108.809,-46.145,37.496,8.633,2873.208,1322.556,3.749,0.166,100,0,48.283,2.706,1.307
4577.5,4573.792,108.812,-46.144,40.032,8.652,3440.686,1418.167,4.236,0.048,100,0,48.292,2.703,1.3
4577.625,4573.917,108.815,-46.143,43.766,8.661,4030.196,1497.278,4.544,0.025,100,0,48.334,2.695,1.268
4577.75,4574.042,108.817,-46.142,45.922,8.661,4366.236,1495.315,4.61,0.15,89.465,0,48.336,2.694,1.229
4577.875,4574.167,108.82,-46.141,45.948,8.652,5601.297,1463.049,4.46,0.403,54.158,0,48.682,2.693,1.238
4578,4574.292,108.823,-46.14,43.405,8.633,6381.086,1350.206,4.406,0.747,26.207,0.002,49.225,2.692,1.32
4578.125,4574.417,108.826,-46.139,41.21,8.628,5790.571,1212.843,4.321,1.175,17.347,0.007,50.104,2.687,1.367
4578.25,4574.542,108.829,-46.138,36.81,8.633,2948.967,759.452,4.148,1.665,16.505,0.02,51.153,2.681,1.402
4578.375,4574.667,108.831,-46.137,35.697,8.649,780.208,372.869,4.185,2.593,18.528,0.122,51.153,2.678,2.177
4578.5,4574.792,108.834,-46.136,36.367,8.66,307.947,246.324,4.809,4.445,17.807,0.597,52.028,2.672,5.484
4578.625,4574.917,108.837,-46.135,39.566,8.661,166.122,160.544,6.301,7.178,15.63,3.549,52.798,2.665,8.671
4578.75,4575.042,108.84,-46.134,43.45,8.662,134.645,132.102,7.184,10.376,11.834,8.819,53.272,2.66,19.459
4578.875,4575.167,108.843,-46.133,44.165,8.668,130.052,126.808,7.57,10.58,11.967,9.509,53.416,2.646,23.641
4579,4575.292,108.845,-46.133,42.549,8.671,133.522,126.328,6.206,11.231,11.154,11.53,53.384,2.632,21.667
4579.125,4575.417,108.848,-46.132,39.249,8.674,139.49,130.066,5.502,10.961,11.181,10.617,53.384,2.631,19.282
4579.25,4575.542,108.851,-46.131,37.969,8.675,148.215,135.888,4.848,11.431,10.576,12.229,53.245,2.644,19.076
4579.375,4575.667,108.854,-46.13,37.694,8.677,136.271,124.961,4.884,11.87,10.491,13.863,53.796,2.664,19.309
4579.5,4575.792,108.857,-46.129,38.289,8.684,121.022,111.367,5.212,12.052,11.179,14.582,55.135,2.674,19.065
4579.625,4575.917,108.859,-46.128,40.648,8.69,85.896,80.095,5.901,11.883,13.303,13.932,56.722,2.677,18.55
4579.75,4576.042,108.862,-46.127,44.876,8.7,54.197,51.928,6.538,10.102,20.279,9.4,56.784,2.673,16.813
4579.875,4576.167,108.865,-46.126,47.524,8.691,44.919,43.776,10.47,4.792,51.483,1.479,58.362,2.67,14.829
4580,4576.292,108.868,-46.125,54.053,8.681,34.256,34.701,14.895,0.1,100,0,60.099,2.687,13.755
4580.125,4576.417,108.871,-46.124,58.77,8.673,28.746,29.943,16.452,0.1,100,0,61.918,2.714,12.22
4580.25,4576.542,108.874,-46.123,60.309,8.693,26.1,27.385,18.079,0.1,100,0,64.324,2.804,11.375
4580.375,4576.667,108.876,-46.122,63.023,8.709,21.466,22.649,19.759,0.1,100,0,66.738,2.893,11.286
4580.5,4576.792,108.879,-46.122,69.857,8.75,16.115,17.194,20.581,0.1,100,0,66.832,2.926,11.427
4580.625,4576.917,108.882,-46.121,74.815,8.784,13.721,14.703,21.945,0.1,100,0,69.047,2.945,11.543
4580.75,4577.042,108.885,-46.12,87.839,8.788,9.865,10.543,25.329,0.1,100,0,70.753,2.932,11.858
4580.875,4577.167,108.888,-46.119,104.22,8.756,8.839,9.371,30.11,0.1,100,0,71.303,2.921,12.256
4581,4577.292,108.891,-46.118,113.825,8.731,8.045,8.304,44.272,0.1,100,0,70.828,2.899,12.484
4581.125,4577.417,108.894,-46.117,123.583,8.705,8.779,8.732,48.78,0.1,100,0,69.31,2.875,12.824
4581.25,4577.542,108.896,-46.116,122.096,8.693,10.017,9.682,49.133,0.1,100,0,69.251,2.858,12.939
4581.375,4577.667,108.899,-46.115,107.517,8.682,14.042,13.011,44.977,0.1,100,0,67.675,2.823,12.818
4581.5,4577.792,108.902,-46.114,88.813,8.664,18.297,16.786,41.418,0.1,100,0,66.337,2.805,12.406
4581.625,4577.917,108.905,-46.113,81.84,8.69,19.229,17.675,32.614,0.1,100,0,65.746,2.782,12.51
4581.75,4578.042,108.908,-46.113,71.345,8.72,18.857,17.332,27.649,0.1,100,0,65.746,2.77,12.981
4581.875,4578.167,108.911,-46.112,70.916,8.768,17.357,15.63,28.466,0.1,100,0,65.746,2.767,14.458
4582,4578.292,108.914,-46.111,75.549,8.764,16.713,14.758,37.663,0.1,100,0,66.413,2.767,15.122
4582.125,4578.417,108.917,-46.11,88.802,8.742,16.506,13.932,49.273,0.1,100,0,67.159,2.774,15.009
4582.25,4578.542,108.919,-46.109,97.437,8.682,17.255,14.179,52.75,0.1,100,0,67.832,2.776,13.586
