Depth,TVD,DX,DY,GR,CAL,AC,CNL,DEN,RT,RXO,SH,POR,SW,PERM
4994.625,4656.643,-597.092,246.299,83.575,6.003,43.882,1.208,2.84,9685.914,10290.704,15,0,100,0
4994.75,4656.704,-597.192,246.342,86.363,6.004,43.882,1.37,2.844,10222.224,10855.564,17,0,100,0
4994.875,4656.765,-597.293,246.384,86.24,6.004,44.008,1.435,2.845,12030.822,12673.287,16,0,100,0
4995,4656.826,-597.393,246.426,83.825,6.002,44.258,1.474,2.842,13253.768,13921.922,15,0,100,0
4995.125,4656.887,-597.494,246.468,81.704,6,44.278,1.424,2.836,16130.785,16872.125,14,0,100,0
4995.25,4656.948,-597.594,246.511,81.26,5.996,44.065,1.399,2.832,19631.363,20278.156,14,0,100,0
4995.375,4657.009,-597.695,246.553,80.802,5.996,43.995,1.398,2.828,21714.934,22080.369,14,0,100,0
4995.5,4657.07,-597.796,246.595,80.346,5.997,43.995,1.449,2.829,26230.266,25465.359,13,0,100,0
4995.625,4657.131,-597.896,246.637,79.082,6.001,44.038,1.476,2.832,28307.355,26833.557,13,0,100,0
4995.75,4657.192,-597.997,246.68,77.862,6.005,44.185,1.506,2.839,31532.832,28829.645,12,0,100,0
4995.875,4657.254,-598.097,246.722,77.473,6.005,44.182,1.514,2.841,34347.645,30729.133,12,0,100,0
4996,4657.315,-598.198,246.764,78.025,6.004,43.953,1.525,2.845,35996.016,31988.842,12,0,100,0
4996.125,4657.376,-598.298,246.806,80.767,6.004,43.953,1.595,2.845,40480.629,35324.059,14,0,100,0
4996.25,4657.437,-598.399,246.848,82.593,6.005,43.866,1.651,2.841,48535.797,40575.121,15,0,100,0
4996.375,4657.498,-598.499,246.891,85.344,6.008,43.801,1.772,2.834,54869.609,44250.793,16,0,100,0
4996.5,4657.559,-598.6,246.933,85.448,6.01,43.894,1.857,2.833,71710.539,52922.242,16,0,100,0
4996.625,4657.62,-598.701,246.975,84.622,6.017,43.756,1.867,2.838,88147.297,61968.238,16,0,100,0
4996.75,4657.681,-598.801,247.017,82.16,6.031,43.704,1.815,2.85,93824.039,66853.875,14,0,100,0
4996.875,4657.742,-598.902,247.06,79.583,6.04,43.704,1.733,2.853,99215.953,77669.836,13,0,100,0
4997,4657.803,-599.002,247.102,78.109,6.051,43.623,1.706,2.849,99871.977,82858.289,12,0,100,0
4997.125,4657.864,-599.103,247.144,74.506,6.043,43.518,1.687,2.841,99990,89412.961,11,0,100,0
4997.25,4657.925,-599.203,247.186,72.473,6.035,43.336,1.726,2.841,99990,86939.164,10,0,100,0
4997.375,4657.986,-599.304,247.229,68.887,6.023,42.833,1.764,2.845,99990,82622.508,8,0,100,0
4997.5,4658.047,-599.405,247.271,68.192,6.026,42.833,1.826,2.848,99990,74600.07,8,0,100,0
4997.625,4658.108,-599.505,247.313,69.135,6.04,42.565,1.811,2.845,99990,76010.5,8,0,100,0
4997.75,4658.169,-599.606,247.355,72.221,6.114,42.561,1.765,2.834,99990,80211.641,10,0,100,0
4997.875,4658.23,-599.706,247.397,74.411,6.171,43.098,1.645,2.824,99752.203,88715.141,11,0,100,0
4998,4658.292,-599.807,247.44,74.711,6.273,43.361,1.597,2.823,94802.359,90439.266,11,0,100,0
4998.125,4658.353,-599.907,247.482,74.432,6.28,43.493,1.566,2.833,87844.008,87397.648,11,0,100,0
4998.25,4658.414,-600.008,247.524,74.393,6.243,43.493,1.642,2.845,64397.445,71447.219,11,0,100,0
4998.375,4658.475,-600.109,247.566,74.712,6.131,43.28,1.683,2.845,38191.977,46422.965,11,0,100,0
4998.5,4658.536,-600.209,247.609,75.744,6.038,43.567,1.671,2.834,28337.41,34631,11,0,100,0
4998.625,4658.597,-600.31,247.651,76.249,6.009,44.02,1.56,2.827,17169.771,19054.24,12,0,100,0
4998.75,4658.658,-600.41,247.693,76.791,5.983,44.054,1.51,2.823,14441.848,15260.418,12,0,100,0
4998.875,4658.719,-600.511,247.735,76.371,5.978,43.904,1.488,2.832,11463.665,11717.3,12,0,100,0
4999,4658.78,-600.611,247.778,75.904,5.977,43.904,1.512,2.838,10067.482,10208.937,11,0,100,0
4999.125,4658.841,-600.712,247.82,74.691,5.977,43.704,1.5,2.848,9631.735,9727.179,11,0,100,0
4999.25,4658.902,-600.813,247.862,73.66,5.979,43.774,1.414,2.851,9169.391,9175.639,10,0,100,0
4999.375,4658.963,-600.913,247.904,73.184,5.98,44.038,1.358,2.849,9443.963,9357.688,10,0,100,0
4999.5,4659.024,-601.014,247.946,72.045,5.978,44.524,1.267,2.841,9944.741,9783.464,10,0,100,0
4999.625,4659.085,-601.114,247.989,70.428,5.975,44.524,1.224,2.835,11944.855,11471.212,9,0,100,0
4999.75,4659.146,-601.215,248.031,69.661,5.963,44.573,1.218,2.833,15413.478,14267.458,9,0,100,0
4999.875,4659.208,-601.315,248.073,68.982,5.95,44.356,1.229,2.833,17314.34,15742.128,8,0,100,0
5000,4659.269,-601.416,248.115,69.611,5.947,44.128,1.27,2.834,19746.602,17471.521,8,0,100,0
5000.125,4659.328,-601.517,248.158,69.899,5.953,44.285,1.296,2.835,19769.445,17326.248,9,0,100,0
5000.25,4659.388,-601.619,248.2,69.26,5.961,44.246,1.318,2.841,17632.816,15248.884,8,0,100,0
5000.375,4659.447,-601.72,248.243,68.303,5.962,44.246,1.272,2.846,14520.377,12403.075,8,0,100,0
5000.5,4659.507,-601.821,248.285,66.267,5.964,44.119,1.235,2.852,13214.518,11206.02,7,0,100,0
5000.625,4659.566,-601.923,248.328,64.88,5.967,43.843,1.208,2.849,11424.162,9574.693,6,0,100,0
5000.75,4659.626,-602.024,248.37,64.399,5.968,43.881,1.259,2.845,10657.896,8946.929,6,0,100,0
5000.875,4659.686,-602.125,248.413,63.645,5.967,43.855,1.291,2.838,10605.577,8973.689,6,0,100,0
5001,4659.745,-602.227,248.455,63.388,5.967,43.855,1.328,2.833,10998.534,9550.964,6,0,100,0
5001.125,4659.805,-602.328,248.497,63.536,5.969,44.161,1.334,2.832,11659.453,10480.264,6,0,100,0
5001.25,4659.865,-602.429,248.54,64.158,5.973,44.137,1.327,2.829,11794.52,10803.557,6,0,100,0
5001.375,4659.924,-602.531,248.582,64.739,5.974,44.236,1.299,2.825,10979.006,10411.452,6,0,100,0
5001.5,4659.984,-602.632,248.625,65.314,5.977,44.282,1.283,2.822,8579.364,8344.77,7,0,100,0
5001.625,4660.043,-602.733,248.667,67.476,5.99,44.266,1.29,2.82,7097.923,6963.026,8,0,100,0
5001.75,4660.103,-602.835,248.71,68.812,6.001,44.266,1.333,2.821,4454.274,4403.251,8,0,100,0
5001.875,4660.163,-602.936,248.752,71.176,6.026,44.495,1.355,2.822,3467.382,3426.607,9,0,100,0
5002,4660.222,-603.037,248.795,73.071,6.042,44.597,1.397,2.826,2118.31,2080.179,10,0,100,0
5002.125,4660.282,-603.139,248.837,74.359,6.046,44.826,1.471,2.828,1409.354,1372.188,11,0,100,0
5002.25,4660.341,-603.24,248.88,78.243,6.049,44.967,1.53,2.828,1235.71,1199.277,12,0,100,0
5002.375,4660.401,-603.341,248.922,81.836,6.048,44.967,1.681,2.827,1141.815,1106.626,14,0,100,0
5002.5,4660.46,-603.443,248.964,82.483,6.045,44.917,1.749,2.826,1326.787,1288.317,15,0,100,0
5002.625,4660.52,-603.544,249.007,80.706,6.033,44.582,1.818,2.825,1551.951,1505.448,14,0,100,0
5002.75,4660.58,-603.645,249.049,76.666,6.028,44.26,1.776,2.828,2334.67,2253.969,12,0,100,0
5002.875,4660.639,-603.747,249.092,74.895,6.021,44.005,1.734,2.831,3285.373,3159.154,11,0,100,0
5003,4660.699,-603.848,249.134,73.293,6.016,43.916,1.673,2.833,3607.727,3461.869,10,0,100,0
5003.125,4660.759,-603.949,249.177,73.918,6.011,43.916,1.976,2.831,3652.009,3475.539,10,0,100,0
5003.25,4660.818,-604.051,249.219,74.326,6,43.883,1.992,2.829,3087.038,2884.869,11,0,100,0
5003.375,4660.878,-604.152,249.262,73.995,5.99,43.765,2.024,2.829,2751.394,2539.233,10,0,100,0
5003.5,4660.938,-604.253,249.304,73.448,5.985,43.723,2.057,2.831,2180.607,1965.461,10,0,100,0
5003.625,4660.997,-604.355,249.347,73.171,5.981,43.728,2.024,2.836,1935.222,1732.498,10,0,100,0
5003.75,4661.057,-604.456,249.389,75.474,5.981,43.728,1.927,2.842,1437.234,1288.364,11,0,100,0
5003.875,4661.116,-604.557,249.431,77.385,5.982,43.823,1.943,2.844,931.909,848.872,12,0,100,0
5004,4661.176,-604.659,249.474,81.569,5.983,43.746,2.122,2.849,718.746,660.787,14,0,100,0
5004.125,4661.235,-604.76,249.516,86.067,5.982,43.81,2.707,2.851,439.868,408.01,16,0,100,0
5004.25,4661.295,-604.862,249.559,88.153,5.979,43.894,3,2.849,319.407,295.254,17,0,100,0
5004.375,4661.354,-604.963,249.601,90.098,5.971,44.892,3.049,2.84,288.047,265.988,19,0,100,0
5004.5,4661.414,-605.064,249.644,87.524,5.968,44.892,3.521,2.826,254.194,235.307,17,0,100,0
5004.625,4661.474,-605.166,249.686,84.764,5.967,46.163,3.779,2.817,237.985,221.512,16,0,100,0
5004.75,4661.533,-605.267,249.729,78.301,5.967,47.607,4.29,2.794,228.476,213.309,12,1,100,0
5004.875,4661.593,-605.368,249.771,72.747,5.964,49.109,4.798,2.79,200.948,188.959,10,2,81,0
5005,4661.652,-605.47,249.813,70.513,5.947,50.37,5.061,2.79,185.391,175.064,9,3,59,0
5005.125,4661.712,-605.571,249.856,66.787,5.925,51.677,5.591,2.788,159.193,151.653,7,4,44,0
5005.25,4661.772,-605.672,249.898,64.797,5.916,51.677,6.056,2.787,143.922,137.697,6,4,40,0
5005.375,4661.832,-605.774,249.941,59.845,5.907,52.533,6.241,2.784,140.19,134.006,4,5,33,0
5005.5,4661.891,-605.875,249.983,55.184,5.916,52.916,6.48,2.781,139.238,132.154,3,6,29,0
5005.625,4661.951,-605.976,250.026,53.668,5.925,52.624,6.524,2.781,144.669,135.371,2,6,28,0
5005.75,4662.01,-606.078,250.068,52.463,5.945,52.257,6.454,2.782,148.697,137.948,2,6,27,0
5005.875,4662.07,-606.179,250.111,52.616,5.952,52.257,6.224,2.784,157.754,144.651,2,6,27,0
5006,4662.129,-606.28,250.153,52.75,5.963,51.482,6.065,2.785,167.005,153.068,2,5,29,0
5006.125,4662.189,-606.382,250.196,52.819,5.974,50.567,5.671,2.794,170.659,156.618,2,5,32,0
5006.25,4662.249,-606.483,250.238,52.913,5.981,49.251,5.261,2.798,171.816,157.459,2,4,39,0
5006.375,4662.308,-606.584,250.28,53.268,5.99,48.261,5.106,2.798,159.307,145.238,2,4,46,0
5006.5,4662.368,-606.686,250.323,54.606,5.988,47.896,4.985,2.797,148.184,134.929,2,3,53,0
5006.625,4662.427,-606.787,250.365,55.054,5.984,47.896,5.165,2.797,123.968,113.158,3,4,57,0
5006.75,4662.487,-606.888,250.408,54.544,5.977,48.064,5.345,2.796,114.671,105.102,2,4,56,0
5006.875,4662.546,-606.99,250.45,53.691,5.97,48.237,5.787,2.793,105.93,98.237,2,4,51,0
5007,4662.606,-607.091,250.493,53.812,5.966,48.548,6.174,2.791,105.65,98.94,2,4,46,0
5007.125,4662.666,-607.192,250.535,54.93,5.957,48.977,6.3,2.786,105.995,99.818,3,5,45,0
5007.25,4662.725,-607.294,250.578,55.549,5.947,48.977,6.409,2.78,106.41,101.844,3,5,44,0
5007.375,4662.785,-607.395,250.62,55.404,5.944,49.563,6.396,2.779,108.255,104.995,3,5,42,0
5007.5,4662.845,-607.496,250.663,54.606,5.944,50.35,6.287,2.776,109.295,105.989,2,5,39,0
5007.625,4662.904,-607.598,250.705,54.087,5.946,51.071,6.225,2.774,106.955,102.297,2,5,38,0
5007.75,4662.964,-607.699,250.747,54.397,5.949,51.089,6.252,2.773,95.782,89.933,2,5,40,0
5007.875,4663.023,-607.8,250.79,56.275,5.952,50.939,6.393,2.77,88.654,82.673,3,5,43,0
5008,4663.083,-607.902,250.832,58.007,5.953,50.939,6.474,2.768,77.501,71.644,4,5,47,0
5008.125,4663.143,-608.003,250.875,58.191,5.954,50.755,6.452,2.768,74.86,68.993,4,5,49,0
5008.25,4663.202,-608.104,250.917,57.405,5.947,50.413,6.362,2.766,77.043,69.921,3,5,50,0
5008.375,4663.262,-608.206,250.96,56.987,5.942,49.974,6.276,2.765,91.541,80.732,3,5,46,0
5008.5,4663.321,-608.307,251.002,56.565,5.938,49.693,6.207,2.767,101.826,88.715,3,5,45,0
5008.625,4663.381,-608.409,251.045,55.948,5.947,49.693,5.968,2.77,117.459,100.846,3,5,43,0
5008.75,4663.44,-608.51,251.087,55.433,5.958,49.444,5.704,2.768,118.322,100.975,3,4,45,0
5008.875,4663.5,-608.611,251.129,54.516,5.987,49.456,5.63,2.759,115.788,98.775,2,4,44,0
5009,4663.56,-608.713,251.172,54.16,6.001,49.665,5.637,2.746,115.033,98.534,2,5,43,0
5009.125,4663.619,-608.814,251.214,54.24,6.014,49.828,5.697,2.741,124.962,107.531,2,5,40,0
5009.25,4663.679,-608.915,251.257,54.733,6,49.885,5.847,2.738,132.728,114.492,2,5,38,0
5009.375,4663.738,-609.017,251.299,55.304,5.986,49.885,5.93,2.746,145.897,127.25,3,5,36,0
5009.5,4663.798,-609.118,251.342,55.158,5.957,49.877,5.921,2.753,143.888,127.785,3,5,36,0
5009.625,4663.858,-609.219,251.384,53.813,5.937,50.367,5.861,2.764,136.258,121.945,2,5,36,0
5009.75,4663.917,-609.321,251.427,53.166,5.932,51.494,5.901,2.766,116.026,104.026,2,5,36,0
5009.875,4663.977,-609.422,251.469,53.028,5.927,53.043,5.989,2.763,107.041,95.212,2,6,33,0
5010,4664.037,-609.523,251.512,54.094,5.929,54.294,6.258,2.751,94.109,81.387,2,6,33,0
5010.125,4664.096,-609.625,251.554,54.743,5.933,54.294,6.469,2.744,86.854,72.678,2,6,33,0
5010.25,4664.156,-609.726,251.596,55.616,5.943,54.601,6.498,2.732,85.622,70.697,3,6,33,0
5010.375,4664.215,-609.827,251.639,55.665,5.947,53.634,6.406,2.728,88.649,72.127,3,6,35,0
5010.5,4664.275,-609.929,251.681,55.274,5.946,51.814,6.333,2.729,101.638,82.098,3,6,36,0
5010.625,4664.334,-610.03,251.724,54.101,5.939,50.218,6.203,2.735,113.821,91.617,2,5,37,0
5010.75,4664.394,-610.131,251.766,52.908,5.935,50.218,6.002,2.744,152.976,122.841,2,5,32,0
5010.875,4664.454,-610.233,251.809,52.332,5.932,48.643,5.855,2.749,209.941,170.189,2,5,30,0
5011,4664.513,-610.334,251.851,51.489,5.936,47.699,5.599,2.76,242.849,198.062,1,4,31,0
5011.125,4664.573,-610.435,251.894,51.62,5.939,46.663,5.526,2.766,314.974,258.315,1,4,30,0
5011.25,4664.632,-610.537,251.936,51.925,5.944,47.239,5.519,2.764,354.322,290.333,1,4,27,0
5011.375,4664.692,-610.638,251.979,52.401,5.941,47.871,5.405,2.758,432.321,353.544,2,4,24,0
5011.5,4664.752,-610.739,252.021,52.41,5.937,47.871,5.174,2.755,483.042,396.148,2,4,23,0
5011.625,4664.812,-610.841,252.063,52.636,5.931,48.407,5.083,2.757,489.975,402.717,2,4,22,0
5011.75,4664.871,-610.942,252.106,53.795,5.931,48.225,5.023,2.766,472.194,389.055,2,4,24,0
5011.875,4664.931,-611.043,252.148,54.595,5.931,48.18,5.1,2.77,439.423,361.454,2,4,26,0
5012,4664.99,-611.145,252.191,55.757,5.928,48.03,5.152,2.77,426.317,349.983,3,4,27,0
5012.125,4665.05,-611.246,252.233,55.773,5.925,48.03,5.207,2.766,414.764,339.243,3,4,27,0
5012.25,4665.109,-611.347,252.276,55.448,5.926,47.819,5.19,2.763,429.248,350.386,3,4,27,0
5012.375,4665.169,-611.449,252.318,54.398,5.937,47.313,5.079,2.761,449.519,366.116,2,4,27,0
5012.5,4665.229,-611.55,252.361,52.934,5.946,47.387,4.921,2.761,519.784,420.443,2,4,25,0
5012.625,4665.288,-611.651,252.403,52.377,5.961,47.655,4.85,2.761,608.17,491.105,2,4,22,0
5012.75,4665.348,-611.753,252.445,52.197,5.969,48.329,4.732,2.762,643.24,520.566,2,4,21,0
5012.875,4665.407,-611.854,252.488,52.39,5.973,48.329,4.651,2.761,677.892,551.773,2,4,21,0
5013,4665.467,-611.956,252.53,52.825,5.977,48.662,4.629,2.76,682.7,556.11,2,4,21,0
5013.125,4665.526,-612.057,252.573,53.246,5.979,48.555,4.646,2.762,691.104,560.691,2,4,21,0
5013.25,4665.586,-612.158,252.615,53.5,5.979,48.252,4.78,2.766,719.937,580.821,2,4,21,0
5013.375,4665.646,-612.26,252.658,54.021,5.982,47.889,4.873,2.773,750.062,604.358,2,4,22,0
5013.5,4665.705,-612.361,252.7,54.446,5.985,47.889,4.984,2.774,827.882,669.773,2,4,22,0
5013.625,4665.765,-612.462,252.743,54.735,5.985,48.077,4.964,2.77,821.797,671.506,2,4,22,0
5013.75,4665.825,-612.564,252.785,55.366,5.981,48.832,4.821,2.759,749.38,615.47,3,4,21,0
5013.875,4665.884,-612.665,252.828,55.478,5.978,49.912,4.766,2.756,500.583,414.193,3,4,22,0
5014,4665.944,-612.766,252.87,55.621,5.971,50.692,4.815,2.76,268.446,222.211,3,4,30,0
5014.125,4666.003,-612.868,252.912,56.908,5.964,51.413,5.044,2.773,197.417,163.295,3,4,33,0
5014.25,4666.063,-612.969,252.955,58.746,5.961,51.413,5.356,2.784,127.98,106.882,4,4,43,0
5014.375,4666.123,-613.07,252.997,59.373,5.964,52.041,5.512,2.786,112.098,94.585,4,5,44,0
5014.5,4666.182,-613.172,253.04,60.215,5.98,52.426,5.774,2.787,93.869,81.318,5,5,46,0
5014.625,4666.242,-613.273,253.082,60.817,5.989,52.408,5.898,2.785,84.608,75.804,5,5,48,0
5014.75,4666.301,-613.374,253.125,62.193,5.999,52.595,5.914,2.777,81.911,74.827,5,5,50,0
5014.875,4666.361,-613.476,253.167,61.545,5.998,52.595,5.878,2.772,77.47,73.516,5,5,50,0
5015,4666.42,-613.577,253.21,60.409,5.995,53.064,5.796,2.773,70.763,69.148,5,5,51,0
5015.125,4666.48,-613.678,253.252,58.47,5.984,53.456,5.791,2.783,66.21,65.333,4,5,50,0
5015.25,4666.54,-613.78,253.295,58.298,5.96,53.602,5.945,2.795,56.144,55.982,4,5,54,0
5015.375,4666.599,-613.881,253.337,58.761,5.948,53.573,6.098,2.799,47.412,47.401,4,5,59,0
5015.5,4666.659,-613.982,253.379,60.131,5.938,53.543,6.415,2.8,44.099,44.098,5,5,60,0
5015.625,4666.719,-614.084,253.422,61.902,5.943,53.543,6.58,2.794,39.822,39.872,5,5,64,0
5015.75,4666.778,-614.185,253.464,62.669,5.958,53.209,6.627,2.789,39.454,39.21,6,5,66,0
5015.875,4666.838,-614.286,253.507,62.685,5.97,52.916,6.746,2.78,40.929,40.277,6,5,64,0
5016,4666.897,-614.388,253.549,60.297,5.973,52.577,6.837,2.782,46.11,44.508,5,5,58,0
5016.125,4666.957,-614.489,253.592,58.79,5.98,52.27,6.817,2.787,49.206,47.283,4,5,56,0
5016.25,4667.017,-614.59,253.634,56.49,5.992,52.191,6.652,2.796,56.336,53.821,3,5,51,0
5016.375,4667.076,-614.692,253.677,56.016,6.001,52.191,6.497,2.795,65.611,61.798,3,5,47,0
5016.5,4667.136,-614.793,253.719,56.279,6.019,51.671,6.457,2.785,71.068,66.15,3,5,47,0
5016.625,4667.195,-614.894,253.762,57.39,6.024,51.267,6.417,2.774,83.59,75.294,3,5,45,0
5016.75,4667.255,-614.996,253.804,57.811,6.019,50.817,6.394,2.772,100.095,86.373,4,5,42,0
5016.875,4667.314,-615.097,253.846,57.745,5.997,50.605,6.323,2.773,110.522,93.327,4,5,41,0
5017,4667.374,-615.198,253.889,56.493,5.988,50.605,6.237,2.775,134.371,110.027,3,5,36,0
5017.125,4667.434,-615.3,253.931,55.775,5.993,50.247,6.196,2.774,157.711,128.092,3,5,33,0
5017.25,4667.493,-615.401,253.974,54.623,6.017,49.659,6.089,2.767,167.821,136.574,2,5,33,0
5017.375,4667.553,-615.503,254.016,54.221,6.026,48.974,5.955,2.763,184.883,151.703,2,5,33,0
5017.5,4667.612,-615.604,254.059,54.272,6.024,48.46,5.891,2.767,204.996,169.083,2,4,33,0
5017.625,4667.672,-615.705,254.101,54.624,6.011,47.907,5.745,2.781,220.61,181.918,2,4,35,0
5017.75,4667.732,-615.807,254.144,54.783,6.008,47.907,5.536,2.789,265.903,218.682,2,4,33,0
5017.875,4667.792,-615.908,254.186,54.773,6.007,47.001,5.435,2.799,291.532,239.743,2,4,36,0
5018,4667.851,-616.009,254.228,54.419,6.008,45.947,5.32,2.802,331.274,273.884,2,3,38,0
5018.125,4667.911,-616.111,254.271,54.494,6.004,45.231,5.26,2.803,342.355,286.099,2,3,41,0
5018.25,4667.97,-616.212,254.313,55.706,5.99,46.008,5.188,2.806,338.146,284.335,3,3,40,0
5018.375,4668.03,-616.313,254.356,57.299,5.972,46.008,4.972,2.805,318.811,271.706,3,3,46,0
5018.5,4668.089,-616.415,254.398,57.739,5.966,46.767,4.878,2.801,293.829,254.5,4,3,46,0
5018.625,4668.149,-616.516,254.441,57.658,5.958,47.53,4.784,2.795,281.639,245.992,4,3,44,0
5018.75,4668.208,-616.617,254.483,56.396,5.956,47.435,4.757,2.798,262.427,232.25,3,3,45,0
5018.875,4668.268,-616.719,254.526,55.354,5.953,47.238,4.74,2.802,252.446,224.759,3,3,46,0
5019,4668.328,-616.82,254.568,53.002,5.949,47.082,4.704,2.808,250.817,223.514,2,3,44,0
5019.125,4668.387,-616.921,254.611,51.829,5.949,47.082,4.724,2.806,255.322,228.101,1,3,42,0
5019.25,4668.447,-617.023,254.653,51.961,5.952,47.171,4.763,2.801,262.237,235.138,1,3,40,0
5019.375,4668.506,-617.124,254.695,52.974,5.96,47.246,4.831,2.792,284.726,257.988,2,3,38,0
5019.5,4668.566,-617.225,254.738,53.515,5.965,47.351,4.762,2.787,312.13,284.672,2,3,37,0
5019.625,4668.625,-617.327,254.78,54.252,5.974,47.385,4.68,2.783,325.49,296.918,2,3,37,0
5019.75,4668.685,-617.428,254.823,54.742,5.991,47.385,4.54,2.782,350.758,318.994,2,3,37,0
5019.875,4668.745,-617.529,254.865,55.016,6.004,47.668,4.545,2.783,374.599,339.911,3,3,35,0
5020,4668.805,-617.631,254.908,55.703,6.02,47.93,4.6,2.787,385.159,349.271,3,3,34,0
5020.125,4668.864,-617.732,254.95,56.373,6.018,48.124,4.747,2.793,399.722,361.479,3,3,32,0
5020.25,4668.924,-617.833,254.993,56.521,5.998,48.227,4.822,2.794,403.256,362.027,3,3,31,0
5020.375,4668.983,-617.935,255.035,55.909,5.979,48.086,4.929,2.792,401.392,358.365,3,3,31,0
5020.5,4669.043,-618.036,255.078,55.021,5.976,48.086,4.928,2.789,393.16,346.557,3,4,30,0
5020.625,4669.103,-618.137,255.12,55.039,5.972,48.273,4.885,2.79,380.445,332.052,3,4,30,0
5020.75,4669.162,-618.239,255.162,55.915,5.967,48.664,4.764,2.797,372.366,324.118,3,3,32,0
5020.875,4669.222,-618.34,255.205,56.332,5.966,48.784,4.677,2.799,355.477,308.45,3,3,33,0
5021,4669.281,-618.441,255.247,56.402,5.972,49.013,4.64,2.799,348.731,302.037,3,3,33,0
5021.125,4669.341,-618.543,255.29,55.817,5.982,48.613,4.519,2.796,343.634,296.431,3,3,35,0
5021.25,4669.4,-618.644,255.332,55.477,5.985,48.613,4.354,2.795,348.935,301.199,3,3,36,0
5021.375,4669.46,-618.745,255.375,54.628,5.984,48.181,4.286,2.8,351.667,304.425,2,3,37,0
5021.5,4669.52,-618.847,255.417,54.402,5.979,47.803,4.245,2.808,348.818,303.919,2,3,40,0
5021.625,4669.579,-618.948,255.46,54.807,5.976,48.039,4.27,2.812,331.155,289.683,2,3,40,0
5021.75,4669.639,-619.05,255.502,56.255,5.976,48.354,4.357,2.816,317.135,277.924,3,3,41,0
5021.875,4669.698,-619.151,255.544,58.023,5.981,48.354,4.422,2.812,280.133,246.599,4,3,46,0
5022,4669.758,-619.252,255.587,59.062,5.994,49.002,4.446,2.808,235.356,208.35,4,3,48,0
5022.125,4669.818,-619.354,255.629,61.024,6.002,49.956,4.538,2.798,212.846,188.977,5,3,47,0
5022.25,4669.877,-619.455,255.672,61.849,6.002,50.741,4.754,2.791,172.662,154.007,5,4,47,0
5022.375,4669.937,-619.556,255.714,61.888,6.001,50.829,4.913,2.789,155.709,138.926,5,4,48,0
5022.5,4669.997,-619.658,255.757,62.099,6.003,50.19,5.266,2.786,128.644,113.597,5,4,53,0
5022.625,4670.056,-619.759,255.799,62.427,6.005,50.19,5.489,2.786,111.304,96.047,5,4,55,0
5022.75,4670.116,-619.86,255.842,63.125,6.003,49.358,5.503,2.791,106.042,90.666,6,3,63,0
5022.875,4670.175,-619.962,255.884,63.187,5.989,48.877,5.368,2.802,101.378,86,6,3,72,0
5023,4670.235,-620.063,255.927,62.895,5.979,48.313,5.179,2.809,103.882,87.865,6,3,79,0
5023.125,4670.294,-620.164,255.969,61.908,5.965,48.252,5.099,2.821,107.367,90.538,5,3,78,0
5023.25,4670.354,-620.266,256.011,60.75,5.962,48.252,4.976,2.82,117.62,98.294,5,3,74,0
5023.375,4670.414,-620.367,256.054,60.22,5.961,48.123,4.94,2.816,130.35,108.191,5,3,69,0
5023.5,4670.473,-620.468,256.096,59.442,5.966,48.403,4.926,2.806,136.651,113.221,4,3,63,0
5023.625,4670.533,-620.57,256.139,58.763,5.97,48.479,4.919,2.806,146.575,121.557,4,3,59,0
5023.75,4670.592,-620.671,256.181,58.525,5.983,48.322,4.882,2.807,149.606,124.748,4,3,59,0
5023.875,4670.652,-620.772,256.224,58.268,5.992,48.089,4.788,2.814,147.181,123.016,4,3,63,0
5024,4670.712,-620.874,256.266,58.197,5.991,48.089,4.808,2.818,133.921,112.168,4,3,66,0
5024.125,4670.771,-620.975,256.309,58.471,5.982,47.482,4.868,2.817,124.397,104.248,4,3,74,0
5024.25,4670.831,-621.076,256.351,59.592,5.972,47.749,5,2.809,105.651,88.684,4,3,78,0
5024.375,4670.891,-621.178,256.394,60.28,5.968,48.168,5.11,2.805,93.572,78.644,5,3,79,0
5024.5,4670.95,-621.279,256.436,61.007,5.962,49.112,5.191,2.799,90.456,76.028,5,3,72,0
5024.625,4671.01,-621.38,256.478,60.078,5.962,49.112,5.41,2.797,87.78,74.082,5,4,68,0
5024.75,4671.069,-621.482,256.521,59.412,5.964,50.002,5.5,2.793,86.16,73.706,4,4,61,0
5024.875,4671.129,-621.583,256.563,59.097,5.968,50.968,5.582,2.777,84.424,72.889,4,4,54,0
5025,4671.188,-621.684,256.606,59.953,5.967,51.737,5.681,2.767,78.531,69,4,5,53,0
5025.125,4671.247,-621.786,256.649,60.496,5.958,52.28,5.81,2.77,71.194,63.306,5,5,53,0
5025.25,4671.305,-621.889,256.692,61.789,5.944,52.285,6.204,2.786,67.779,60.422,5,5,54,0
5025.375,4671.363,-621.991,256.734,63.165,5.939,52.285,6.551,2.807,62.015,55.287,6,5,57,0
5025.5,4671.42,-622.093,256.777,63.496,5.94,52.189,6.638,2.816,59.833,53.286,6,5,58,0
5025.625,4671.479,-622.195,256.82,63.001,5.95,51.615,6.626,2.821,57.213,50.806,6,5,62,0
5025.75,4671.537,-622.297,256.863,62.374,5.96,50.884,6.47,2.819,57.574,50.676,5,4,66,0
5025.875,4671.595,-622.399,256.906,61.694,6.017,49.806,6.391,2.808,59.489,51.946,5,4,70,0
5026,4671.653,-622.501,256.949,62.308,6.095,49.806,6.247,2.796,68.496,58.67,5,4,66,0
