Depth,TVD,DX,DY,PERM,POR,SW,AC,CAL,CNL,DEN,GR,KTH,PE,RT,RXO,SH
4600.375,4598.525,61.235,-59.357,0.303,3.804,14.259,47.722,9.139,6.648,2.753,25.631,12.699,-9999,848.41,187.531,0.728
4600.5,4598.65,61.239,-59.357,0.304,3.809,14.642,47.729,9.142,6.707,2.754,25.654,12.26,-9999,806.737,182.739,0.538
4600.625,4598.775,61.244,-59.357,0.326,3.89,14.602,47.727,9.134,6.943,2.749,25.404,11.963,-9999,782.55,181.946,0.411
4600.75,4598.9,61.248,-59.357,0.363,4.015,14.288,47.683,9.116,7.252,2.735,24.522,11.54,-9999,773.819,184.878,0.23
4600.875,4599.025,61.253,-59.357,0.392,4.107,14.023,47.632,9.085,7.444,2.718,23.907,11.215,-9999,769.704,190.302,0.091
4601,4599.15,61.257,-59.357,0.393,4.111,14.116,47.586,9.05,7.475,2.705,24.262,10.986,-9999,755.717,195.568,0.01
4601.125,4599.275,61.262,-59.357,0.387,4.094,14.501,47.56,9.024,7.483,2.704,25.424,10.777,-9999,713.292,194.799,0.01
4601.25,4599.399,61.266,-59.356,0.407,4.155,14.945,47.557,9.012,7.586,2.705,26.429,10.597,-9999,648.467,186.895,0.01
4601.375,4599.524,61.271,-59.356,0.488,4.384,15.05,47.889,9.008,7.787,2.704,26.825,10.396,-9999,577.061,174.606,0.01
4601.5,4599.649,61.275,-59.356,0.652,4.779,14.752,48.303,9.007,8.06,2.699,26.652,10.003,-9999,511.814,161.191,0.01
4601.625,4599.774,61.28,-59.356,0.924,5.302,14.238,48.805,9.016,8.372,2.696,26.134,9.55,-9999,452.476,147.285,0.01
4601.75,4599.899,61.284,-59.356,1.307,5.878,13.748,49.626,9.048,8.678,2.692,25.489,9.253,-9999,401.077,133.936,0.01
4601.875,4600.024,61.288,-59.356,1.754,6.417,13.359,50.607,9.097,8.931,2.688,25.047,9.326,-9999,364.032,124.043,0.01
4602,4600.149,61.293,-59.356,2.099,6.769,13.18,50.67,9.138,9.044,2.682,24.639,9.707,-9999,340.187,118.049,0.01
4602.125,4600.274,61.297,-59.356,2.175,6.841,13.387,51.291,9.153,8.879,2.676,24.096,10.302,-9999,324.415,114.599,0.01
4602.25,4600.399,61.302,-59.356,1.975,6.647,14.017,51.524,9.152,8.526,2.67,23.66,11.033,-9999,313.654,112.483,0.014
4602.375,4600.524,61.306,-59.356,1.609,6.254,14.944,51.267,9.157,8.107,2.662,23.734,11.952,-9999,310.525,112.401,0.406
4602.5,4600.649,61.311,-59.355,1.189,5.715,16.095,50.808,9.195,7.657,2.658,24.264,13.016,-9999,319.744,115.836,0.866
4602.625,4600.774,61.315,-59.355,0.811,5.1,17.399,50.283,9.261,7.25,2.662,24.682,13.796,-9999,341.451,122.916,1.207
4602.75,4600.898,61.32,-59.355,0.563,4.576,18.347,48.788,9.333,6.988,2.677,24.869,14.206,-9999,377.513,134.609,1.387
4602.875,4601.023,61.324,-59.355,0.435,4.237,18.561,48.377,9.37,6.935,2.698,24.843,14.297,-9999,427.025,152.014,1.427
4603,4601.148,61.328,-59.355,0.381,4.074,18.24,48.05,9.362,7.024,2.713,24.569,14.193,-9999,470.271,169.74,1.382
4603.125,4601.273,61.333,-59.355,0.375,4.054,17.941,47.805,9.322,7.246,2.719,24.383,14.172,-9999,482.813,179.333,1.372
4603.25,4601.398,61.337,-59.355,0.392,4.108,18.052,47.721,9.288,7.477,2.72,24.56,14.446,-9999,456.195,175.446,1.493
4603.375,4601.523,61.342,-59.355,0.388,4.096,18.994,47.62,9.276,7.547,2.728,24.936,14.894,-9999,412.932,163.388,1.692
4603.5,4601.648,61.346,-59.355,0.318,3.861,20.948,47.519,9.278,7.415,2.743,25.435,15.476,-9999,383.021,152.592,1.953
4603.625,4601.773,61.351,-59.355,0.251,3.597,22.538,47.5,9.278,7.207,2.755,26.253,16.326,-9999,388.435,151.753,2.336
4603.75,4601.898,61.355,-59.354,0.192,3.32,23.1,47.65,9.27,6.939,2.757,27.389,17.371,-9999,436.208,164.294,2.813
4603.875,4602.023,61.36,-59.354,0.158,3.132,22.308,47.84,9.262,6.48,2.753,27.927,17.829,-9999,528.341,191.477,3.025
4604,4602.148,61.364,-59.354,0.158,3.132,20.239,48.001,9.261,5.9,2.747,27.413,17.344,-9999,637.271,224.51,2.801
4604.125,4602.273,61.368,-59.354,0.175,3.233,18.21,48.254,9.27,5.462,2.74,26.663,16.571,-9999,733.983,253.587,2.447
4604.25,4602.398,61.373,-59.354,0.185,3.287,17.16,48.21,9.292,5.376,2.734,26.601,16.275,-9999,787.425,267.82,2.313
4604.375,4602.522,61.377,-59.354,0.186,3.291,16.875,48.133,9.322,5.495,2.73,26.649,16.167,-9999,805.418,269.136,2.264
4604.5,4602.647,61.382,-59.354,0.195,3.335,16.654,47.995,9.352,5.659,2.724,25.908,15.833,-9999,804.887,263.07,2.113
4604.625,4602.772,61.386,-59.354,0.193,3.328,16.684,47.887,9.381,5.806,2.717,24.16,15.302,-9999,807.627,257.736,1.875
4604.75,4602.897,61.391,-59.354,0.198,3.351,16.454,47.767,9.416,6.003,2.712,22.483,14.86,-9999,822.436,257.267,1.677
4604.875,4603.022,61.395,-59.354,0.208,3.402,15.984,47.638,9.459,6.222,2.713,21.836,14.666,-9999,849.45,262.971,1.591
4605,4603.147,61.4,-59.353,0.209,3.406,15.679,47.49,9.504,6.334,2.718,22.295,14.781,-9999,881.21,272.796,1.642
4605.125,4603.272,61.404,-59.353,0.197,3.347,15.661,47.311,9.539,6.382,2.723,23.012,14.851,-9999,911.635,283.827,1.673
4605.25,4603.397,61.409,-59.353,0.183,3.275,15.735,47.151,9.548,6.44,2.722,23.484,14.635,-9999,939.466,295.232,1.577
4605.375,4603.522,61.413,-59.353,0.17,3.206,15.819,47.011,9.531,6.493,2.72,23.809,14.201,-9999,966.953,308.443,1.385
4605.5,4603.647,61.417,-59.353,0.153,3.106,16.058,46.643,9.509,6.501,2.723,23.969,13.697,-9999,995.388,324.308,1.163
4605.625,4603.772,61.422,-59.353,0.137,3.003,16.304,46.466,9.513,6.542,2.742,23.714,13.233,-9999,1030.614,342.764,0.96
4605.75,4603.897,61.426,-59.353,0.126,2.933,16.293,46.305,9.546,6.642,2.771,23.225,12.917,-9999,1082.733,364.151,0.823
4605.875,4604.021,61.431,-59.353,0.129,2.95,15.731,46.133,9.592,6.725,2.802,23.006,12.938,-9999,1149.486,389.039,0.832
4606,4604.146,61.435,-59.353,0.132,2.972,15.322,46.063,9.638,6.694,2.832,23.641,13.679,-9999,1177.887,405.267,1.155
4606.125,4604.271,61.44,-59.352,0.095,2.693,17.089,46.034,9.692,6.545,2.857,24.617,14.672,-9999,1112.895,394.802,1.594
4606.25,4604.396,61.444,-59.352,0.069,2.449,20.001,46.097,9.775,6.265,2.872,25.482,15.367,-9999,950.515,350.975,1.904
4606.375,4604.521,61.449,-59.352,0.061,2.364,22.961,46.316,9.881,5.958,2.876,26.163,15.403,-9999,765.592,292.614,1.92
4606.5,4604.646,61.453,-59.352,0.068,2.444,24.597,46.556,9.972,5.724,2.874,26.707,15.029,-9999,635.629,246.702,1.753
4606.625,4604.771,61.457,-59.352,0.083,2.591,24.434,46.69,10.003,5.572,2.871,27.013,14.429,-9999,595.934,229.273,3.181
4606.75,4604.896,61.462,-59.352,0.095,2.694,23.015,46.765,9.959,5.425,2.856,27.045,13.842,-9999,653.602,248.11,2.919
4606.875,4605.021,61.466,-59.352,0.077,2.53,21.901,46.628,9.865,5.332,2.829,27.299,13.451,-9999,825.51,315.484,2.745
4607,4605.146,61.471,-59.352,0.064,2.393,19.768,46.392,9.773,5.425,2.796,27.975,13.368,-9999,1139.349,454.489,2.709
4607.125,4605.271,61.475,-59.352,0.054,2.282,17.734,46.296,9.747,5.648,2.774,28.03,13.229,-9999,1528.879,647.438,2.647
4607.25,4605.396,61.48,-59.352,0.044,2.142,16.677,45.82,9.771,5.831,2.766,27.083,12.917,-9999,1917.054,862.184,2.51
4607.375,4605.521,61.484,-59.351,0.03,1.916,16.986,45.499,9.79,5.799,2.767,26.139,12.749,-9999,2236.179,1061.829,2.436
4607.5,4605.646,61.489,-59.351,0.017,1.626,18.718,45.198,9.794,5.597,2.769,25.878,12.867,-9999,2464.991,1223.19,2.488
4607.625,4605.771,61.493,-59.351,0.01,1.372,21.402,44.901,9.802,5.337,2.765,25.739,13.168,-9999,2554.604,1316.088,2.62
4607.75,4605.896,61.497,-59.351,0.006,1.187,24.706,44.666,9.805,5.117,2.754,24.772,13.342,-9999,2464.164,1316.668,2.697
4607.875,4606.021,61.502,-59.351,0.004,1.08,28.073,44.587,9.784,4.994,2.74,23.661,13.467,-9999,2252.2,1250.614,2.752
4608,4606.146,61.506,-59.351,0.004,1.039,30.8,44.568,9.751,4.974,2.734,23.385,13.781,-9999,2005.79,1154.76,2.892
4608.125,4606.271,61.511,-59.351,0.004,1.028,32.878,44.508,9.738,5.027,2.741,23.89,14.36,-9999,1808.363,1068.379,3.15
4608.25,4606.395,61.515,-59.351,0.004,1.023,34.34,44.413,9.726,5.092,2.762,24.393,14.849,-9999,1684.658,1008.545,3.369
4608.375,4606.52,61.52,-59.351,0.003,0.952,37.405,44.352,9.697,5.093,2.772,24.405,14.929,-9999,1640.294,983.859,3.405
4608.5,4606.645,61.524,-59.351,0.003,0.956,37.251,44.332,9.69,5.071,2.778,23.972,14.605,-9999,1652.945,987.55,3.26
4608.625,4606.77,61.529,-59.35,0.003,0.921,38.087,44.296,9.726,5.003,2.782,23.417,14.218,-9999,1698.565,1009.042,3.086
4608.75,4606.895,61.533,-59.35,0.002,0.852,40.247,44.286,9.777,4.871,2.787,22.974,14.082,-9999,1759.707,1039.524,3.026
4608.875,4607.02,61.538,-59.35,0.001,0.763,43.739,44.27,9.777,4.73,2.796,22.747,14.274,-9999,1835.951,1077.765,3.111
4609,4607.145,61.542,-59.35,0.001,0.664,48.327,44.246,9.709,4.599,2.809,22.624,14.605,-9999,1952.564,1135.064,3.26
4609.125,4607.27,61.546,-59.35,0,0.447,66.966,44.179,9.636,4.515,2.823,22.742,15.044,-9999,2143.041,1226.047,3.457
4609.25,4607.395,61.551,-59.35,0,0.153,100,44.09,9.64,4.554,2.835,23.377,15.73,-9999,2376.671,1331.491,3.768
4609.375,4607.52,61.555,-59.35,0,0.088,100,43.983,9.764,4.751,2.839,24.564,16.589,-9999,2577.231,1409.419,4.161
4609.5,4607.645,61.56,-59.35,0,0.102,100,43.804,9.963,4.952,2.831,25.932,17.2,-9999,2632.263,1409.828,4.443
4609.625,4607.77,61.564,-59.35,0,0.149,100,43.62,10.12,5.035,2.81,27.133,17.439,-9999,2521.043,1336.714,4.554
4609.75,4607.895,61.569,-59.35,0,0.254,100,43.509,10.168,5.085,2.787,27.748,17.175,-9999,2288.339,1222.005,4.432
4609.875,4608.019,61.573,-59.349,0,0.409,72.735,43.482,10.153,5.279,2.778,27.505,16.471,-9999,2033.129,1109.184,4.107
4610,4608.144,61.578,-59.349,0.001,0.623,52.309,43.461,10.143,5.528,2.785,26.761,15.5,-9999,1799.759,1010.466,3.664
4610.125,4608.269,61.582,-59.349,0.001,0.775,45.394,43.559,10.152,5.664,2.796,26.005,14.616,-9999,1591.31,923.749,3.265
4610.25,4608.394,61.586,-59.349,0.004,1.045,36.506,43.697,10.146,5.668,2.793,25.341,13.906,-9999,1416.183,852.048,2.947
4610.375,4608.519,61.591,-59.349,0.005,1.148,35.174,43.869,10.123,5.584,2.778,24.873,13.425,-9999,1284.472,799.402,2.734
4610.5,4608.644,61.595,-59.349,0.006,1.193,35.395,44.196,10.125,5.467,2.763,24.696,13.154,-9999,1187.514,759.412,2.614
4610.625,4608.769,61.6,-59.349,0.007,1.236,35.443,44.458,10.163,5.469,2.757,24.543,12.961,-9999,1112.67,725.117,2.529
4610.75,4608.894,61.604,-59.349,0.008,1.306,34.37,44.493,10.214,5.664,2.761,24.141,12.809,-9999,1077.883,705.75,2.462
4610.875,4609.019,61.609,-59.349,0.009,1.357,32.937,44.34,10.249,5.888,2.761,23.645,12.693,-9999,1109.052,714.354,2.411
4611,4609.144,61.613,-59.348,0.008,1.292,33.473,44.122,10.29,5.895,2.754,23.435,12.74,-9999,1181.353,737.04,2.432
4611.125,4609.269,61.618,-59.348,0.005,1.126,36.769,44.122,10.369,5.677,2.746,23.532,13.006,-9999,1262.705,754.35,2.549
4611.25,4609.394,61.622,-59.348,0.004,1.027,38.808,44.015,10.477,5.492,2.75,24.174,13.603,-9999,1346.932,766.853,2.813
4611.375,4609.518,61.626,-59.348,0.005,1.091,35.436,44.097,10.562,5.511,2.762,25.561,14.603,-9999,1445.896,792.526,3.259
4611.5,4609.643,61.631,-59.348,0.003,0.947,38.931,44.262,10.595,5.663,2.786,27.455,15.859,-9999,1560.043,841.865,3.827
4611.625,4609.768,61.635,-59.348,0.001,0.778,44.964,44.41,10.59,5.728,2.805,28.702,16.717,-9999,1686.853,911.785,4.22
4611.75,4609.893,61.64,-59.348,0.001,0.775,43.149,44.561,10.564,5.589,2.813,28.427,16.686,-9999,1854.803,1008.637,4.206
4611.875,4610.018,61.644,-59.348,0.002,0.893,35.626,44.735,10.512,5.303,2.814,26.622,15.795,-9999,2102.857,1145.306,3.798
4612,4610.143,61.649,-59.348,0.005,1.148,26.538,44.822,10.413,5.105,2.815,24.436,14.578,-9999,2350.399,1280.412,3.248
4612.125,4610.268,61.653,-59.348,0.007,1.262,23.584,44.811,10.262,5.111,2.817,22.95,13.578,-9999,2460.222,1346.836,2.802
4612.25,4610.393,61.658,-59.347,0.009,1.327,22.94,44.714,10.107,5.313,2.813,23.274,13.432,-9999,2298.531,1274.229,2.737
4612.375,4610.518,61.662,-59.347,0.01,1.392,23.546,44.624,10.026,5.515,2.799,24.509,13.444,-9999,1962.51,1104.271,2.742
4612.5,4610.643,61.667,-59.347,0.011,1.435,25.274,44.624,10.064,5.601,2.782,25.457,13.098,-9999,1600.62,907.696,2.589
4612.625,4610.768,61.671,-59.347,0.014,1.521,26.329,44.66,10.186,5.609,2.765,25.389,12.512,-9999,1341.864,755.453,2.332
4612.75,4610.893,61.675,-59.347,0.02,1.693,25.469,44.882,10.294,5.703,2.749,24.87,12.025,-9999,1190.507,659,2.12
4612.875,4611.018,61.68,-59.347,0.034,1.985,22.67,45.17,10.319,5.983,2.74,24.691,11.937,-9999,1134.935,618.001,2.081
4613,4611.142,61.684,-59.347,0.058,2.329,19.482,45.397,10.27,6.312,2.738,24.685,12.067,-9999,1163.524,629.787,2.138
4613.125,4611.267,61.689,-59.347,0.079,2.555,17.22,45.614,10.203,6.474,2.746,24.404,12.135,-9999,1264.634,689.025,2.167
4613.25,4611.392,61.693,-59.347,0.086,2.617,15.875,45.844,10.159,6.42,2.756,24.004,12.099,-9999,1433.756,791.872,2.152
4613.375,4611.517,61.698,-59.347,0.083,2.584,15.006,45.96,10.134,6.321,2.767,23.819,12.024,-9999,1645.178,916.567,2.119
4613.5,4611.642,61.702,-59.346,0.077,2.53,14.321,45.959,10.117,6.249,2.776,23.918,11.942,-9999,1870.78,1041.29,2.083
4613.625,4611.767,61.707,-59.346,0.065,2.405,14.274,45.873,10.092,6.043,2.774,24.256,11.899,-9999,2045.926,1125.365,2.065
4613.75,4611.892,61.711,-59.346,0.045,2.152,15.442,45.71,10.046,5.659,2.762,24.634,11.77,-9999,2119.865,1145.322,2.009
4613.875,4612.017,61.715,-59.346,0.025,1.807,18.248,45.71,9.981,5.223,2.744,24.806,11.507,-9999,2084.204,1101.307,1.895
4614,4612.142,61.72,-59.346,0.013,1.482,22.413,45.46,9.944,4.953,2.731,24.598,11.272,-9999,1989.256,1025.693,1.794
4614.125,4612.267,61.724,-59.346,0.007,1.228,27.248,45.118,9.977,4.831,2.729,24.499,11.433,-9999,1921.311,965.424,1.863
4614.25,4612.392,61.729,-59.346,0.003,1.001,32.961,44.785,10.052,4.749,2.734,24.977,12.146,-9999,1940.714,951.472,2.172
4614.375,4612.517,61.733,-59.346,0.002,0.791,39.926,44.553,10.079,4.686,2.741,25.461,13.019,-9999,2078.301,1000.447,2.555
4614.5,4612.641,61.738,-59.346,0.001,0.677,43.898,44.342,10.047,4.715,2.752,25.063,13.553,-9999,2311.523,1104.263,2.79
4614.625,4612.766,61.742,-59.346,0.001,0.677,41.436,44.067,10.016,4.837,2.771,23.767,13.689,-9999,2587.89,1244.091,2.851
4614.75,4612.891,61.747,-59.345,0.001,0.744,36.265,44.063,10.012,4.966,2.793,22.877,13.814,-9999,2791.284,1371.105,2.906
4614.875,4613.016,61.751,-59.345,0.002,0.834,32.271,44.093,10.001,5.05,2.802,23.188,14.341,-9999,2818.222,1428.309,3.141
4615,4613.141,61.755,-59.345,0.001,0.752,36.502,44.225,9.958,5.084,2.795,24.351,15.343,-9999,2616.751,1366.854,3.592
4615.125,4613.266,61.76,-59.345,0.001,0.611,46.895,44.395,9.913,5.04,2.788,25.247,16.202,-9999,2315.424,1228.688,3.984
4615.25,4613.391,61.764,-59.345,0,0.484,62.095,44.395,9.878,4.919,2.795,25.581,16.604,-9999,2039.15,1080.641,4.168
4615.375,4613.516,61.769,-59.345,0,0.342,90.392,44.5,9.859,4.837,2.813,25.778,16.66,-9999,1849.442,975.607,4.194
4615.5,4613.641,61.773,-59.345,0,0.244,100,44.483,9.875,4.829,2.827,26.13,16.671,-9999,1691.559,897.401,4.199
4615.625,4613.766,61.778,-59.345,0,0.152,100,44.397,9.933,4.771,2.831,26.546,16.711,-9999,1539.234,829.052,4.217
4615.75,4613.891,61.782,-59.345,0,0.075,100,44.347,9.976,4.555,2.828,26.591,16.521,-9999,1405.216,773.429,4.13
4615.875,4614.016,61.787,-59.344,0,0.165,100,44.31,9.959,4.29,2.823,26.044,15.731,-9999,1302.389,737.701,3.769
4616,4614.141,61.791,-59.344,0,0.439,88.067,44.294,9.87,4.128,2.812,25.163,14.55,-9999,1237.331,725.183,3.235
4616.125,4614.265,61.796,-59.344,0,0.424,92.205,44.271,9.73,4.182,2.792,24.692,13.738,-9999,1218.669,740.376,2.873
4616.25,4614.39,61.8,-59.344,0,0.53,74.374,44.236,9.61,4.443,2.774,24.95,13.505,-9999,1245.642,784.414,2.769
4616.375,4614.515,61.804,-59.344,0.001,0.674,58.467,44.158,9.625,4.833,2.772,25.587,13.528,-9999,1289.712,840.854,2.779
4616.5,4614.64,61.809,-59.344,0.002,0.816,48.483,44.123,9.806,5.168,2.785,25.888,13.511,-9999,1298.059,870.142,2.772
4616.625,4614.765,61.813,-59.344,0.003,0.929,43.63,44.063,10.064,5.322,2.807,25.722,13.482,-9999,1251.554,851.279,2.759
4616.75,4614.89,61.818,-59.344,0.003,0.95,44.105,43.974,10.248,5.307,2.834,25.105,13.291,-9999,1167.769,790.312,2.674
4616.875,4615.015,61.822,-59.344,0.002,0.905,47.834,43.862,10.32,5.363,2.859,24.335,12.936,-9999,1090.542,724.69,2.518
4617,4615.14,61.827,-59.344,0.003,0.974,45.879,43.748,10.326,5.622,2.88,23.44,12.385,-9999,1036.451,673.12,2.276
4617.125,4615.265,61.831,-59.343,0.005,1.131,40.54,43.714,10.312,5.932,2.89,22.713,11.953,-9999,1014.352,645.808,2.088
4617.25,4615.39,61.836,-59.343,0.007,1.255,36.719,43.72,10.277,5.972,2.884,22.527,11.92,-9999,1026.644,643.712,2.074
4617.375,4615.515,61.84,-59.343,0.007,1.262,35.836,44.048,10.204,5.657,2.863,22.738,12.143,-9999,1071.975,668.349,2.171
4617.5,4615.64,61.844,-59.343,0.007,1.233,35.742,44.264,10.105,5.326,2.835,22.827,12.267,-9999,1123.755,707.59,2.225
4617.625,4615.764,61.849,-59.343,0.008,1.303,33.387,44.48,10.007,5.283,2.811,22.571,12.113,-9999,1154.718,743.875,2.158
4617.75,4615.889,61.853,-59.343,0.013,1.496,29.292,44.729,9.93,5.554,2.798,22.337,11.899,-9999,1155.531,769.013,2.065
4617.875,4616.014,61.858,-59.343,0.021,1.707,26.078,44.78,9.894,5.799,2.795,22.51,11.957,-9999,1134.901,785.033,2.09
4618,4616.139,61.862,-59.343,0.02,1.69,26.711,44.84,9.903,5.819,2.792,22.698,12.142,-9999,1099.882,793.762,2.17
4618.125,4616.264,61.867,-59.343,0.013,1.476,30.885,44.748,9.959,5.672,2.783,22.502,12.193,-9999,1057.47,794.287,2.193
4618.25,4616.389,61.871,-59.343,0.007,1.222,37.438,44.46,10.017,5.564,2.776,21.858,12.124,-9999,1027.877,792.445,2.163
4618.375,4616.514,61.876,-59.342,0.004,1.053,43.167,44.092,10.046,5.534,2.781,21.073,12.096,-9999,1024.248,795.481,2.15
4618.5,4616.639,61.88,-59.342,0.003,0.962,46.665,43.899,10.057,5.527,2.799,20.932,12.53,-9999,1039.659,802.338,2.34
4618.625,4616.764,61.884,-59.342,0.002,0.902,49.388,43.669,10.111,5.527,2.817,21.651,13.532,-9999,1035.85,794.999,2.781
4618.75,4616.889,61.889,-59.342,0.002,0.786,57.442,43.795,10.241,5.567,2.827,22.842,14.77,-9999,979.927,754.079,3.334
4618.875,4617.014,61.893,-59.342,0.001,0.691,68.18,44.012,10.417,5.691,2.826,23.875,15.702,-9999,870.68,676.676,3.755
4619,4617.139,61.898,-59.342,0.002,0.832,61.538,44.271,10.553,5.951,2.822,24.615,16.291,-9999,758.367,593.808,4.024
4619.125,4617.264,61.902,-59.342,0.005,1.136,48.518,44.661,10.588,6.332,2.818,24.934,16.549,-9999,693.159,539.318,4.143
4619.25,4617.388,61.907,-59.342,0.013,1.5,37.68,44.86,10.53,6.633,2.815,24.826,16.429,-9999,710.964,539.866,4.088
4619.375,4617.513,61.911,-59.342,0.022,1.734,30.523,45.104,10.453,6.757,2.808,24.742,16.239,-9999,859.465,625.459,4.001
4619.5,4617.638,61.916,-59.342,0.022,1.736,25.247,45.274,10.448,6.786,2.8,25.159,16.285,-9999,1316.953,899.486,4.022
4619.625,4617.763,61.92,-59.341,0.015,1.542,21.385,45.173,10.538,6.844,2.792,26.088,16.711,-9999,2405.194,1513.699,4.217
4619.75,4617.888,61.925,-59.341,0.007,1.213,19.452,44.82,10.642,6.905,2.786,27.291,17.24,-9999,4389.274,2493.906,4.462
4619.875,4618.013,61.929,-59.341,0.003,0.978,18.235,44.478,10.633,6.832,2.774,28.392,17.455,-9999,7285.63,3632.661,4.562
4620,4618.138,61.933,-59.341,0.003,0.935,15.799,43.807,10.499,6.628,2.759,29.104,17.419,-9999,10044.96,4504.495,4.545
4620.125,4618.263,61.938,-59.341,0.002,0.889,15.201,43.47,10.314,6.379,2.745,29.083,17.203,-9999,11531.792,4891.014,4.445
4620.25,4618.388,61.942,-59.341,0.002,0.888,15.283,43.44,10.2,6.207,2.745,28.017,16.597,-9999,10895.626,4752.85,4.165
4620.375,4618.513,61.947,-59.341,0.002,0.91,16.239,43.429,10.205,6.141,2.763,26.541,15.823,-9999,9015.148,4341.755,3.811
4620.5,4618.638,61.951,-59.341,0.003,0.916,18.267,43.732,10.299,6.124,2.794,25.325,15.165,-9999,6980.829,3848.077,3.512
4620.625,4618.763,61.956,-59.341,0.008,1.307,14.726,44.071,10.372,6.1,2.81,24.774,14.854,-9999,5672.324,3462.928,3.372
4620.75,4618.887,61.96,-59.34,0.016,1.578,13.148,44.429,10.364,6.128,2.796,24.744,14.879,-9999,5144.861,3276.399,3.383
4620.875,4619.012,61.965,-59.34,0.023,1.762,11.757,44.868,10.297,6.223,2.758,24.92,15.018,-9999,5407.488,3386.722,3.446
4621,4619.137,61.969,-59.34,0.026,1.825,10.556,45.079,10.245,6.217,2.722,25.331,15.3,-9999,6518.67,3851.283,3.573
4621.125,4619.262,61.973,-59.34,0.01,1.36,12.116,44.914,10.229,6.072,2.705,25.715,15.658,-9999,8630.158,4574.251,3.735
4621.25,4619.387,61.978,-59.34,0.004,1.051,13.019,44.63,10.223,5.952,2.711,25.439,15.74,-9999,12221.592,5344.919,3.773
4621.375,4619.512,61.982,-59.34,0.003,0.964,11.982,44.167,10.214,5.983,2.731,24.764,15.524,-9999,16568.768,5911.145,3.675
4621.5,4619.637,61.987,-59.34,0.003,0.952,10.922,44.05,10.227,6.055,2.754,24.401,15.41,-9999,19928.162,6174.16,3.623
4621.625,4619.762,61.991,-59.34,0.002,0.891,11.368,44.138,10.3,6.039,2.775,25.042,15.818,-9999,19813.369,6050.189,3.808
4621.75,4619.887,61.996,-59.34,0.002,0.839,12.833,44.186,10.396,6.068,2.788,26.162,16.308,-9999,16816.844,5662.178,4.032
4621.875,4620.012,62,-59.34,0.003,0.962,12.874,44.424,10.445,6.148,2.792,27.025,16.285,-9999,12701.244,5154.337,4.022
4622,4620.137,62.005,-59.339,0.007,1.253,11.639,44.574,10.381,6.109,2.78,27.195,15.518,-9999,9649.678,4788.918,3.672
4622.125,4620.262,62.009,-59.339,0.014,1.524,10.767,44.699,10.248,5.938,2.757,26.973,14.532,-9999,8027.982,4741.324,3.227
4622.25,4620.387,62.013,-59.339,0.012,1.448,11.787,44.795,10.114,5.771,2.732,26.802,13.835,-9999,7534.393,5061.615,2.916
4622.375,4620.511,62.018,-59.339,0.009,1.316,12.905,44.796,10.049,5.717,2.715,27.239,13.752,-9999,7615.373,5520.028,2.879
4622.5,4620.636,62.022,-59.339,0.006,1.195,13.916,44.678,10.06,5.669,2.708,27.997,14.101,-9999,7821.038,5804.46,3.034
4622.625,4620.761,62.027,-59.339,0.004,1.051,15.552,44.532,10.108,5.581,2.711,28.326,14.497,-9999,7926.762,5789.239,3.211
4622.75,4620.886,62.031,-59.339,0.003,0.93,17.487,44.314,10.136,5.543,2.721,27.887,14.844,-9999,7793.759,5590.813,3.367
4622.875,4621.011,62.036,-59.339,0.002,0.848,19.559,44.046,10.13,5.584,2.734,27.147,15.166,-9999,7325.705,5285.329,3.512
4623,4621.136,62.04,-59.339,0.001,0.766,22.695,43.828,10.099,5.663,2.748,27.043,15.688,-9999,6473.715,4854.226,3.749
4623.125,4621.261,62.045,-59.339,0.001,0.665,28.061,43.728,10.065,5.733,2.763,28.133,16.816,-9999,5470.85,4353.535,4.266
4623.25,4621.386,62.049,-59.338,0,0.467,42.752,43.398,10.069,5.78,2.781,30.049,18.501,-9999,4532.055,3848.057,5.051
4623.375,4621.511,62.054,-59.338,0,0.256,81.653,43.215,10.154,5.805,2.797,31.672,19.983,-9999,3854.697,3385.999,5.755
4623.5,4621.636,62.058,-59.338,0,0.133,100,43.065,10.276,5.827,2.808,32.108,20.643,-9999,3479.529,3029.478,6.073
4623.625,4621.761,62.062,-59.338,0,0.145,100,42.956,10.367,5.863,2.812,31.13,20.429,-9999,3457.728,2883.235,5.97
4623.75,4621.886,62.067,-59.338,0,0.211,100,43.018,10.369,5.86,2.815,29.592,19.832,-9999,3825.989,2991.013,5.683
4623.875,4622.01,62.071,-59.338,0,0.259,76.911,43.435,10.295,5.758,2.813,28.105,19.137,-9999,4603.425,3318.979,5.352
4624,4622.135,62.076,-59.338,0,0.295,60.61,43.944,10.169,5.524,2.801,26.682,18.169,-9999,5811.953,3890.83,4.895
4624.125,4622.26,62.08,-59.338,0,0.497,33.465,44.573,10.038,5.281,2.779,25.206,16.932,-9999,7143.555,4619.711,4.319
4624.25,4622.385,62.085,-59.338,0.003,1.008,16.135,45.218,9.942,5.171,2.757,23.828,15.715,-9999,8109.003,5310.861,3.761
4624.375,4622.51,62.089,-59.338,0.012,1.441,11.32,45.218,9.899,5.25,2.747,23.324,15.18,-9999,8277.938,5751.047,3.519
4624.5,4622.635,62.094,-59.337,0.018,1.642,10.255,45.645,9.878,5.423,2.749,24.182,15.395,-9999,7759.099,5850.129,3.616
