Depth,TVD,DX,DY,GR,KTH,CAL,AC,CNL,DEN,RT,RXO,SH,POR,PERM,sw
4554.125,4554.015,5.994,-19.199,17.343,9.822,11.231,46.257,5.659,2.712,2925.278,1190.486,0.76,2.474,0.071,14.98
4554.25,4554.14,5.992,-19.197,17.831,9.719,11.138,46.294,5.667,2.696,2822.38,1178.858,0.717,2.487,0.073,15.207
4554.375,4554.265,5.991,-19.195,18.357,9.542,10.752,46.278,5.66,2.671,2810.178,1190.012,0.642,2.404,0.065,15.71
4554.5,4554.39,5.99,-19.193,18.733,9.409,10.459,46.091,5.737,2.659,2878.734,1209.172,0.586,2.361,0.061,15.715
4554.625,4554.515,5.988,-19.191,19.003,9.306,10.392,45.757,5.961,2.665,3024.361,1244.652,0.543,2.368,0.062,15.246
4554.75,4554.64,5.987,-19.189,18.899,9.118,10.521,45.543,6.223,2.69,3245.981,1311.47,0.464,2.294,0.055,15.287
4554.875,4554.765,5.986,-19.187,18.52,8.952,10.609,44.991,6.113,2.708,3378.704,1365.268,0.395,1.978,0.034,17.278
4555,4554.89,5.985,-19.185,18.308,8.814,10.527,44.879,5.276,2.723,3576.461,1460.367,0.338,1.502,0.013,22.308
4555.125,4555.015,5.983,-19.184,18.631,8.894,10.433,44.405,4.788,2.723,3665.295,1504.461,0.371,1.011,0.004,32.608
4555.25,4555.14,5.982,-19.182,18.745,8.864,10.37,44.182,4.396,2.719,3780.524,1549.417,0.358,0.682,0.001,47.66
4555.375,4555.265,5.981,-19.18,18.324,8.617,10.325,44.06,4.157,2.715,3898.113,1575.305,0.256,0.506,0,63.353
4555.5,4555.39,5.98,-19.178,17.776,8.379,10.274,43.998,4.045,2.716,3992.226,1571.293,0.157,0.391,0,80.696
4555.625,4555.515,5.978,-19.176,17.606,8.409,10.246,44.025,4.006,2.721,4102.713,1541.379,0.169,0.392,0,79.237
4555.75,4555.64,5.977,-19.174,17.787,8.77,10.327,44.209,4.062,2.726,4201.081,1479.654,0.319,0.479,0,64.342
4555.875,4555.765,5.976,-19.172,17.759,9.023,10.501,44.312,4.071,2.726,4185.74,1425.706,0.425,0.547,0,56.647
4556,4555.89,5.975,-19.17,16.858,9.126,10.952,44.571,3.872,2.72,4067.155,1328.212,0.468,0.625,0.001,50.168
4556.125,4556.015,5.973,-19.168,16.404,9.037,11.17,44.832,3.855,2.716,4067.552,1307.508,0.431,0.708,0.001,44.19
4556.25,4556.14,5.972,-19.166,16.258,8.891,11.237,44.937,4.264,2.71,4364.82,1357.717,0.37,1.025,0.004,29.509
4556.375,4556.265,5.971,-19.164,16.311,8.681,11.093,45.043,4.918,2.7,5031.719,1478.019,0.282,1.447,0.012,19.336
4556.5,4556.39,5.97,-19.162,16.386,8.49,10.859,45.156,5.361,2.689,6048.657,1636.854,0.203,1.709,0.021,14.241
4556.625,4556.515,5.968,-19.161,16.721,8.248,10.526,45.136,5.443,2.673,9774.257,2048.324,0.102,1.701,0.02,12.001
4556.75,4556.64,5.967,-19.159,17.259,8.327,10.442,45.057,5.15,2.67,12869.361,2271.724,0.135,1.422,0.011,12.005
4556.875,4556.765,5.966,-19.157,18.508,8.859,10.389,44.776,4.437,2.67,18199.127,2453.842,0.356,1.012,0.004,14.67
4557,4556.89,5.965,-19.155,19.233,9.3,10.387,44.708,3.873,2.668,21367.438,2459.826,0.541,0.65,0.001,21.019
4557.125,4557.015,5.963,-19.153,19.27,9.499,10.444,44.315,3.467,2.662,22102.504,2363.358,0.624,0.44,0,30.723
4557.25,4557.14,5.962,-19.151,18.617,9.548,10.547,44.094,3.172,2.65,19831.947,2185.504,0.645,0.271,0,53.042
4557.375,4557.265,5.961,-19.149,17.608,9.516,10.623,43.937,3.117,2.639,15556.44,1993.638,0.631,0.199,0,82.629
4557.5,4557.39,5.96,-19.147,16.697,9.47,10.649,43.783,3.23,2.632,11621.348,1837.323,0.612,0.219,0,92.962
4557.625,4557.515,5.958,-19.145,15.328,9.267,10.739,43.78,3.363,2.63,5840.46,1497.038,0.527,0.24,0,100
4557.75,4557.64,5.957,-19.144,15.081,9.187,10.84,43.792,3.366,2.635,3912.882,1308.028,0.493,0.24,0,100
4557.875,4557.765,5.956,-19.142,15.78,9.458,11.092,43.813,3.423,2.65,2563.752,1097.395,0.607,0.225,0,100
4558,4557.89,5.955,-19.14,16.622,9.76,11.338,43.868,3.577,2.66,2235.267,1018.926,0.734,0.241,0,100
4558.125,4558.015,5.954,-19.138,17.362,9.927,11.58,43.923,3.813,2.663,2615.682,1060.971,0.805,0.281,0,100
4558.25,4558.14,5.952,-19.136,18.065,9.944,11.773,43.953,4.004,2.657,3784.397,1215.774,0.812,0.318,0,100
4558.375,4558.265,5.951,-19.134,18.195,9.808,11.781,44.046,3.954,2.649,4974.626,1370.006,0.754,0.377,0,72.388
4558.5,4558.39,5.95,-19.132,17.703,9.226,11.691,44.067,3.737,2.645,7114.223,1659.289,0.51,0.429,0,56.073
4558.625,4558.515,5.949,-19.13,17.152,8.822,11.564,44.218,3.681,2.655,7790.432,1774.114,0.341,0.474,0,47.675
4558.75,4558.64,5.947,-19.129,16.682,8.516,11.403,44.321,3.69,2.668,8026.161,1840.209,0.214,0.54,0,41.312
4558.875,4558.765,5.946,-19.127,16.676,8.545,11.265,44.412,3.912,2.684,7736.24,1849.367,0.226,0.575,0.001,39.631
4559,4558.89,5.945,-19.125,17.094,8.833,11.315,44.511,4.215,2.686,7366.055,1823.461,0.345,0.766,0.001,30.611
4559.125,4559.015,5.944,-19.123,17.751,9.199,11.466,44.507,4.51,2.678,7016.87,1782.734,0.498,0.923,0.003,26.084
4559.25,4559.14,5.943,-19.121,18.455,9.495,11.556,44.445,4.676,2.671,6615.311,1720.657,0.623,0.916,0.003,26.904
4559.375,4559.265,5.941,-19.119,18.537,9.45,11.5,44.395,4.669,2.676,6352.43,1669.559,0.604,0.883,0.002,28.693
4559.5,4559.39,5.94,-19.117,18.319,9.284,11.371,44.243,4.922,2.69,5796.782,1568.234,0.534,0.927,0.003,28.276
4559.625,4559.515,5.939,-19.115,18.166,9.256,11.324,44.205,5.17,2.691,5539.426,1525.859,0.522,1.053,0.004,25.616
4559.75,4559.64,5.938,-19.114,17.812,9.311,11.308,44.036,5.233,2.685,5442.096,1495.61,0.545,1.05,0.004,25.936
4559.875,4559.765,5.936,-19.112,17.316,9.428,11.367,43.982,5.01,2.679,5598.72,1485.29,0.594,0.883,0.002,30.245
4560,4559.89,5.935,-19.11,16.924,9.594,11.494,43.96,4.704,2.674,5928.997,1490.971,0.664,0.694,0.001,36.995
4560.125,4560.015,5.934,-19.108,17.077,10.374,11.732,44.03,4.356,2.665,6486.921,1492.394,0.994,0.607,0.001,40.928
4560.25,4560.14,5.933,-19.106,17.658,11.225,11.746,44.105,4.296,2.66,6441.607,1468.441,1.358,0.319,0,78.381
4560.375,4560.265,5.932,-19.104,18.343,12.173,11.646,44.33,4.275,2.654,6058.665,1424.82,1.767,0.141,0,100
4560.5,4560.39,5.93,-19.103,19.238,13.401,11.301,44.38,4.314,2.643,4914.882,1331.045,2.305,0.07,0,100
4560.625,4560.515,5.929,-19.101,19.221,13.458,11.144,44.648,4.472,2.64,4405.612,1294.641,2.33,0.175,0,100
4560.75,4560.64,5.928,-19.099,18.613,12.929,11.081,44.801,4.9,2.653,4100.334,1269.307,2.097,0.504,0,62.564
4560.875,4560.765,5.927,-19.097,17.819,12.184,11.142,44.922,5.359,2.677,4104.923,1259.159,1.772,0.918,0.003,33.909
4561,4560.89,5.926,-19.095,17.401,11.714,11.289,45.059,5.514,2.699,4386.429,1265.101,1.568,1.119,0.005,26.357
4561.125,4561.015,5.924,-19.093,17.704,11.467,11.772,45.061,5.236,2.715,5233.931,1303.729,1.462,1.054,0.004,26.248
4561.25,4561.14,5.923,-19.091,18.198,11.502,12.097,45.028,5.046,2.708,5630.758,1330.774,1.477,0.927,0.003,28.524
4561.375,4561.265,5.922,-19.09,18.524,11.293,12.438,44.986,5.153,2.689,5938.528,1371.184,1.387,0.999,0.003,25.937
4561.5,4561.39,5.921,-19.088,18.302,10.86,12.493,44.821,5.407,2.677,6126.03,1405.597,1.201,1.252,0.007,20.35
4561.625,4561.515,5.92,-19.086,17.703,10.192,12.27,44.603,5.421,2.667,6604.708,1451.64,0.917,1.449,0.012,16.893
4561.75,4561.64,5.918,-19.084,17.03,9.363,11.846,44.493,5.037,2.647,7682.018,1507.302,0.567,1.188,0.006,19.264
4561.875,4561.765,5.917,-19.082,16.836,9.068,11.615,44.253,4.779,2.632,8752.195,1517.277,0.444,0.932,0.003,22.529
4562,4561.89,5.916,-19.081,16.838,8.954,11.486,44.21,4.709,2.62,10185.329,1505.875,0.396,0.864,0.002,21.854
4562.125,4562.015,5.915,-19.079,17.279,9.226,11.579,44.123,4.951,2.614,13570.58,1474.134,0.51,0.912,0.002,18.726
4562.25,4562.14,5.914,-19.077,17.489,9.415,11.718,44.127,5.041,2.615,15280.856,1473.028,0.589,0.962,0.003,16.508
4562.375,4562.265,5.912,-19.075,17.19,9.513,11.852,44.185,5.002,2.613,16625.885,1497.315,0.63,0.968,0.003,15.956
4562.5,4562.39,5.911,-19.073,16.583,9.418,11.838,44.314,4.918,2.611,16847.576,1528.476,0.59,0.976,0.003,15.804
4562.625,4562.515,5.91,-19.071,15.848,9.2,11.717,44.339,4.825,2.616,16698.973,1570.881,0.499,0.968,0.003,16.019
4562.75,4562.64,5.909,-19.07,15.128,8.921,11.607,44.416,4.803,2.631,16704.361,1610.267,0.382,1.014,0.004,15.264
4562.875,4562.765,5.908,-19.068,14.948,8.808,11.684,44.468,4.995,2.644,16872.338,1593.828,0.335,1.202,0.006,12.778
4563,4562.89,5.906,-19.066,15.143,8.908,12.032,44.524,5.773,2.667,17429.887,1494.529,0.377,1.514,0.014,10.018
4563.125,4563.015,5.905,-19.064,15.632,9.259,12.186,44.533,6.234,2.678,17942.234,1444.345,0.524,1.852,0.027,8.037
4563.25,4563.14,5.904,-19.062,16.615,10.049,12.265,44.598,6.404,2.697,18698.16,1425.851,0.856,1.789,0.024,8.156
4563.375,4563.265,5.903,-19.061,17.59,10.873,12.312,44.637,6.121,2.715,19293.189,1444.191,1.207,1.433,0.011,10.045
4563.5,4563.39,5.902,-19.059,17.949,11.214,12.392,44.793,5.637,2.719,19456.145,1481.905,1.353,1.175,0.006,12.209
4563.625,4563.515,5.901,-19.057,17.637,11.076,12.497,45.034,5.213,2.706,19200.953,1540.571,1.294,1.215,0.007,11.912
4563.75,4563.64,5.899,-19.055,16.633,10.485,12.515,45.177,5.088,2.674,18229.246,1614.169,1.041,1.598,0.016,9.304
4563.875,4563.765,5.898,-19.053,16.055,10.135,12.382,45.518,5.391,2.651,17130.26,1640.118,0.893,2.029,0.037,7.655
4564,4563.89,5.897,-19.052,16.287,10.172,12.01,45.584,6.156,2.628,15003.966,1641.969,0.908,2.385,0.063,6.838
4564.125,4564.015,5.896,-19.05,17.263,10.561,11.804,45.744,6.359,2.626,14109.703,1625.879,1.074,2.335,0.059,7.264
4564.25,4564.14,5.895,-19.048,19.125,11.558,11.537,45.749,6.192,2.635,13232.02,1589.082,1.501,1.914,0.03,9.131
4564.375,4564.265,5.893,-19.046,20.831,12.748,11.307,45.637,5.822,2.649,12593.176,1543.053,2.018,1.277,0.008,13.98
4564.5,4564.39,5.892,-19.044,21.495,13.475,11.234,45.336,5.592,2.659,12376.658,1509.433,2.337,0.803,0.002,22.401
4564.625,4564.515,5.891,-19.043,21.606,14.044,11.371,45.26,5.705,2.675,12457.896,1492.786,2.589,0.586,0.001,30.569
4564.75,4564.64,5.89,-19.041,21.369,14.154,11.506,44.891,5.94,2.682,12640.402,1519.617,2.638,0.509,0,34.903
4564.875,4564.765,5.889,-19.039,20.868,14.227,11.654,44.75,5.866,2.692,13195.571,1612.427,2.671,0.363,0,48.097
4565,4564.89,5.888,-19.037,20.584,14.277,11.738,44.541,5.4,2.7,13818.202,1695.862,2.693,0.073,0,100
4565.125,4565.015,5.886,-19.035,20.645,14.355,11.823,44.422,4.862,2.712,14419.874,1761.558,2.728,0.001,0,100
4565.25,4565.14,5.885,-19.034,21.041,14.48,11.925,44.407,4.557,2.731,14952.427,1829.378,2.784,0.001,0,100
4565.375,4565.265,5.884,-19.032,21.358,14.473,11.957,44.418,4.657,2.75,15178.942,1875.5,2.781,0.001,0,100
4565.5,4565.39,5.883,-19.03,21.422,14.376,11.891,44.427,4.965,2.757,15141.902,1890.53,2.737,0.001,0,100
4565.625,4565.515,5.882,-19.028,21.861,14.54,11.699,44.528,5.21,2.751,14924.957,1907.753,2.811,0.001,0,100
4565.75,4565.64,5.881,-19.027,22.428,14.957,11.577,44.596,4.986,2.749,14588.428,1919.519,2.998,0.001,0,100
4565.875,4565.765,5.879,-19.025,23.313,15.816,11.333,44.661,4.272,2.764,13195.474,1914.462,3.386,0.001,0,100
4566,4565.89,5.878,-19.023,23.89,16.46,11.148,44.683,3.78,2.784,11590.353,1877.031,3.68,0.001,0,100
4566.125,4566.015,5.877,-19.021,24.325,17.094,10.987,44.768,3.652,2.794,9692.645,1805.388,3.971,0.001,0,100
4566.25,4566.14,5.876,-19.02,24.562,17.651,10.76,44.81,3.816,2.783,7583.63,1726.647,4.229,0.001,0,100
4566.375,4566.265,5.875,-19.018,24.148,17.415,10.553,44.837,3.986,2.763,6873.101,1719.705,4.12,0.001,0,100
4566.5,4566.39,5.874,-19.016,22.722,16.171,10.093,44.853,3.97,2.741,6505.336,1793.384,3.548,0.001,0,100
4566.625,4566.515,5.873,-19.014,22.583,15.943,9.888,44.843,3.819,2.745,6542.406,1865.355,3.444,0.001,0,100
4566.75,4566.64,5.871,-19.013,23.308,16.324,9.749,44.755,3.679,2.755,6589.991,1942.823,3.618,0.001,0,100
4566.875,4566.765,5.87,-19.011,25.483,17.641,9.658,44.698,3.428,2.764,6538.603,2055.269,4.225,0.001,0,100
4567,4566.89,5.869,-19.009,26.978,18.551,9.63,44.506,3.15,2.761,6389.376,2123.606,4.65,0.001,0,100
4567.125,4567.015,5.868,-19.007,28.231,19.278,9.598,44.247,2.841,2.747,6110.896,2165.908,4.994,0.001,0,100
4567.25,4567.14,5.867,-19.006,30.529,20.264,9.523,44.103,2.6,2.729,5687.274,2201.024,5.464,0.001,0,100
4567.375,4567.265,5.866,-19.004,32.883,20.806,9.458,43.761,2.593,2.725,5414.331,2204.879,5.725,0.001,0,100
4567.5,4567.39,5.864,-19.002,37.9,21.261,9.389,43.695,2.597,2.738,4930.669,2159.9,5.946,0.001,0,100
4567.625,4567.515,5.863,-19,39.837,21.292,9.4,43.498,2.628,2.756,4687.378,2098.036,5.961,0.001,0,100
4567.75,4567.64,5.862,-18.999,39.789,20.705,9.467,43.451,2.837,2.777,4508.6,1998.366,5.677,0.001,0,100
4567.875,4567.765,5.861,-18.997,37.496,19.349,9.569,43.495,3.119,2.789,4572.302,1924.27,5.027,0.001,0,100
4568,4567.89,5.86,-18.995,34.217,17.915,9.662,43.649,3.246,2.789,4963.887,1927.7,4.352,0.001,0,100
4568.125,4568.015,5.859,-18.993,27.537,16.4,9.797,43.687,2.985,2.776,6557.186,2076.708,3.652,0.001,0,100
4568.25,4568.14,5.858,-18.992,24.476,15.844,9.835,43.849,2.71,2.767,7786.973,2202.523,3.399,0.001,0,100
4568.375,4568.265,5.856,-18.99,22.189,15.062,9.862,43.898,2.495,2.762,9119.12,2331.977,3.045,0.001,0,100
4568.5,4568.39,5.855,-18.988,20.306,13.86,9.942,43.909,2.479,2.77,11384.917,2538.673,2.508,0.001,0,100
4568.625,4568.515,5.854,-18.986,20.32,13.78,9.996,43.845,2.66,2.783,12284.826,2628.187,2.472,0.001,0,100
4568.75,4568.64,5.853,-18.985,20.817,13.861,10.048,43.799,2.901,2.798,12938.071,2707.605,2.508,0.001,0,100
4568.875,4568.765,5.852,-18.983,21.363,13.807,10.089,43.704,3.064,2.81,13329.404,2755.118,2.484,0.001,0,100
4569,4568.89,5.851,-18.981,21.579,13.491,10.12,43.687,3.117,2.816,13642.15,2775.105,2.344,0.001,0,100
4569.125,4569.015,5.85,-18.98,21.324,12.177,10.143,43.671,3.11,2.818,14171.48,2809.819,1.769,0.001,0,100
4569.25,4569.14,5.849,-18.978,21.044,11.344,10.126,43.683,3.015,2.811,13961.138,2811.253,1.409,0.001,0,100
4569.375,4569.265,5.847,-18.976,20.718,10.271,10.082,43.718,2.773,2.791,12676.564,2769.294,0.95,0.001,0,100
4569.5,4569.39,5.846,-18.974,20.843,9.716,10.041,43.726,2.622,2.78,11548.352,2726.214,0.716,0.001,0,100
4569.625,4569.515,5.845,-18.973,21.774,9.479,9.978,43.719,2.632,2.777,10741.468,2686.575,0.616,0.001,0,100
4569.75,4569.64,5.844,-18.971,23.338,9.451,9.882,43.693,2.798,2.778,10000.22,2631.359,0.604,0.001,0,100
4569.875,4569.765,5.843,-18.969,23.772,9.484,9.837,43.664,2.96,2.78,9657.688,2587.403,0.618,0.001,0,100
4570,4569.89,5.842,-18.968,23.523,9.46,9.826,43.661,3.128,2.779,9389.534,2542.731,0.608,0.001,0,100
4570.125,4570.015,5.841,-18.966,22.767,9.521,9.914,43.685,3.418,2.771,9188.929,2490.867,0.633,0.001,0,100
4570.25,4570.14,5.84,-18.964,23.16,9.938,10.002,43.856,3.539,2.764,9175.664,2481.25,0.809,0.001,0,100
4570.375,4570.265,5.838,-18.962,24.259,10.86,10.127,43.956,3.602,2.753,9296.982,2499.986,1.201,0.012,0,100
4570.5,4570.39,5.837,-18.961,24.52,11.379,10.177,44.232,3.603,2.753,9506.544,2536.445,1.424,0.179,0,100
4570.625,4570.515,5.836,-18.959,23.924,11.568,10.171,44.528,3.598,2.762,9726.658,2587.246,1.505,0.372,0,54.221
4570.75,4570.64,5.835,-18.957,23.376,11.988,10.146,44.651,3.53,2.777,9728.486,2631.793,1.687,0.444,0,45.735
4570.875,4570.765,5.834,-18.956,23.656,12.64,10.138,44.886,3.338,2.785,9360.563,2616.088,1.97,0.358,0,58.357
4571,4570.89,5.833,-18.954,24.532,14.011,10.149,44.923,2.838,2.795,8101.268,2486.189,2.575,0.194,0,100
4571.125,4571.015,5.832,-18.952,24.775,14.409,10.153,44.929,2.681,2.797,7216.805,2370.43,2.752,0.018,0,100
4571.25,4571.14,5.831,-18.951,24.839,14.496,10.113,44.867,2.697,2.793,6133.617,2224.604,2.791,0.001,0,100
4571.375,4571.265,5.83,-18.949,24.741,14.372,10.043,44.75,2.848,2.783,5353.484,2129.131,2.735,0.001,0,100
4571.5,4571.39,5.828,-18.947,24.565,14.129,9.989,44.532,3.027,2.775,5137.343,2121.445,2.627,0.001,0,100
4571.625,4571.515,5.827,-18.945,24.133,13.638,9.941,44.498,3.221,2.769,5176.134,2161.743,2.409,0.001,0,100
4571.75,4571.64,5.826,-18.944,23.668,13.05,9.872,44.384,3.325,2.767,5458.166,2248.738,2.15,0.001,0,100
4571.875,4571.765,5.825,-18.942,24.128,13.228,9.802,44.372,3.189,2.767,5735.655,2322.422,2.228,0.001,0,100
4572,4571.89,5.824,-18.94,26.736,15.202,9.566,44.524,2.866,2.771,5681.902,2347.329,3.108,0.001,0,100
4572.125,4572.015,5.823,-18.939,28.731,16.681,9.374,44.87,2.862,2.771,4924.946,2156.98,3.781,0.001,0,100
4572.25,4572.14,5.822,-18.937,31.218,17.999,9.105,45.113,3.014,2.758,3337.163,1654.685,4.392,0.001,0,100
4572.375,4572.265,5.821,-18.935,33.188,18.673,8.894,45.356,3.101,2.737,1857.51,1119.19,4.708,0.001,0,100
4572.5,4572.39,5.82,-18.934,33.971,18.787,8.827,45.864,2.983,2.72,1257.631,851.303,4.761,0.001,0,100
4572.625,4572.515,5.819,-18.932,33.467,17.867,8.812,46.242,2.432,2.725,1085.724,727.548,4.33,0.155,0,100
4572.75,4572.64,5.817,-18.93,32.194,16.51,8.826,46.309,2.231,2.736,1327.238,803.788,3.703,0.484,0,100
4572.875,4572.765,5.816,-18.929,29.663,14.09,8.894,46.274,2.079,2.763,2374.567,1158.8,2.61,0.793,0.002,52.85
4573,4572.89,5.815,-18.927,27.983,12.659,8.978,46.24,2.052,2.785,3481.905,1531.515,1.979,0.868,0.002,38.735
4573.125,4573.015,5.814,-18.925,27.105,11.971,9.07,45.772,2.094,2.805,4473.006,1855.34,1.679,0.755,0.001,38.213
4573.25,4573.14,5.813,-18.924,26.808,11.607,9.141,45.426,2.158,2.825,5694.198,2187.293,1.522,0.525,0,49.491
4573.375,4573.265,5.812,-18.922,27.435,11.692,9.127,45.077,2.204,2.829,7031.778,2447.989,1.559,0.236,0,99.59
4573.5,4573.39,5.811,-18.92,28.938,12.262,9.036,44.549,2.233,2.816,8368.337,2622.004,1.806,0.001,0,100
4573.625,4573.515,5.81,-18.919,32.807,14.117,8.857,44.466,2.375,2.787,10785.68,2877.827,2.622,0.001,0,100
4573.75,4573.64,5.809,-18.917,34.199,14.951,8.819,44.09,2.523,2.786,11240.197,2888.546,2.995,0.001,0,100
4573.875,4573.765,5.808,-18.915,33.568,15.408,8.907,43.965,2.822,2.811,10225.194,2664.438,3.201,0.001,0,100
4574,4573.89,5.807,-18.914,31.718,15.438,9.063,43.814,3.033,2.839,9016.688,2430.549,3.215,0.001,0,100
4574.125,4574.015,5.805,-18.912,29.212,14.884,9.32,43.782,3.141,2.866,8140.532,2240.999,2.965,0.001,0,100
4574.25,4574.14,5.804,-18.91,26.086,13.527,9.696,43.828,3.178,2.898,7616.9,2090.376,2.36,0.001,0,100
4574.375,4574.265,5.803,-18.909,24.272,12.461,9.895,44.02,3.174,2.909,7803.277,2085.522,1.892,0.001,0,100
4574.5,4574.39,5.802,-18.907,21.067,10.892,10.081,44.068,3.257,2.903,9095.453,2262.509,1.215,0.001,0,100
4574.625,4574.515,5.801,-18.906,19.696,10.311,10.069,44.358,3.358,2.886,10011.339,2438.521,0.967,0.001,0,100
4574.75,4574.64,5.8,-18.904,18.898,10.005,9.989,44.519,3.436,2.866,10605.497,2604.441,0.838,0.001,0,100
4574.875,4574.765,5.799,-18.902,19.092,10.258,9.769,44.628,3.415,2.836,10235.763,2716.367,0.945,0.001,0,100
4575,4574.89,5.798,-18.901,19.866,10.815,9.598,44.728,3.319,2.816,9206.531,2675.077,1.182,0.001,0,100
4575.125,4575.015,5.797,-18.899,20.677,11.369,9.445,44.729,3.158,2.808,7501.657,2444.732,1.419,0.001,0,100
4575.25,4575.14,5.796,-18.897,21.063,11.582,9.23,44.734,2.953,2.809,5068.927,1998.567,1.511,0.132,0,100
4575.375,4575.265,5.795,-18.896,20.546,11.144,9.079,44.734,2.907,2.813,3771.867,1685.994,1.323,0.211,0,100
4575.5,4575.39,5.794,-18.894,19.103,10.112,8.87,44.793,3.066,2.806,2474.537,1293.954,0.883,0.421,0,94.724
4575.625,4575.515,5.792,-18.892,18.76,9.965,8.844,44.836,3.232,2.798,2397.701,1232.751,0.821,0.564,0,71.902
4575.75,4575.64,5.791,-18.891,18.731,10.273,8.901,45.119,3.385,2.791,2900.066,1319.635,0.951,0.55,0,67.508
4575.875,4575.765,5.79,-18.889,18.726,10.758,8.991,45.273,3.457,2.788,3718.042,1509.947,1.158,0.504,0,64.838
4576,4575.89,5.789,-18.888,18.715,11.263,9.043,45.68,3.454,2.782,4328.864,1692.959,1.374,0.399,0,75.158
4576.125,4576.015,5.788,-18.886,19.203,12.771,9.032,46.1,3.426,2.77,4495.391,1861.337,2.028,0.236,0,100
4576.25,4576.14,5.787,-18.884,19.662,13.645,9.023,46.261,3.435,2.774,4064.605,1809.844,2.412,0.072,0,100
4576.375,4576.265,5.786,-18.883,19.916,14.135,9.086,46.529,3.487,2.789,3507.858,1691.036,2.63,0.038,0,100
4576.5,4576.39,5.785,-18.881,19.576,13.787,9.461,46.565,3.678,2.833,2759.281,1469.135,2.475,0.127,0,100
4576.625,4576.515,5.784,-18.879,19.381,13.304,9.722,46.455,3.787,2.851,2559.627,1391.315,2.262,0.261,0,100
4576.75,4576.64,5.783,-18.878,19.326,12.506,9.957,46.303,3.919,2.857,2439.248,1332.935,1.912,0.423,0,96.189
4576.875,4576.765,5.781,-18.876,19.332,11.537,10.062,46.126,4.055,2.848,2400.843,1305.509,1.492,0.984,0.003,41.468
4577,4576.89,5.78,-18.874,19.289,10.689,10.036,45.911,4.197,2.835,2393.507,1298.436,1.128,1.575,0.016,26.122
4577.125,4577.015,5.779,-18.873,19.127,9.477,9.832,45.91,4.545,2.819,2177.199,1207.818,0.615,2.359,0.061,18.134
4577.25,4577.14,5.778,-18.871,18.929,8.997,9.646,45.984,4.697,2.81,1941.815,1102.857,0.414,2.819,0.111,16.399
4577.375,4577.265,5.777,-18.869,17.93,8.118,9.36,46.062,4.818,2.794,1603.93,942.712,0.049,3.104,0.153,16.146
4577.5,4577.39,5.776,-18.868,17.003,7.484,9.217,46.327,4.885,2.784,1464.273,876.059,0.01,3.31,0.19,15.785
4577.625,4577.515,5.775,-18.866,16.382,7.158,9.162,46.631,4.945,2.776,1533.296,911.913,0.01,3.529,0.235,14.451
4577.75,4577.64,5.774,-18.864,15.897,7.04,9.089,46.767,4.954,2.758,1812.382,1048.13,0.01,3.666,0.267,12.886
4577.875,4577.765,5.772,-18.863,15.566,7.113,9.015,47.056,4.893,2.738,2078.597,1180.649,0.01,3.739,0.286,11.559
4578,4577.89,5.771,-18.861,15.029,7.25,8.939,47.107,4.83,2.717,2312.03,1305.427,0.01,3.815,0.306,10.75
4578.125,4578.015,5.77,-18.859,14.124,7.655,8.86,47.253,4.778,2.705,2384.553,1370.786,0.01,3.909,0.332,10.493
4578.25,4578.14,5.769,-18.858,14.034,8.012,8.849,47.31,4.792,2.714,2258.137,1313.532,0.01,4.002,0.359,10.657
4578.375,4578.265,5.768,-18.856,14.856,9.176,8.886,47.36,4.879,2.742,2028.292,1173.556,0.489,4.11,0.393,10.852
4578.5,4578.39,5.767,-18.854,16.086,10.599,8.949,47.48,4.961,2.768,1918.301,1082.191,1.09,3.533,0.236,12.934
4578.625,4578.515,5.766,-18.853,17.498,12.082,9.036,47.522,5.085,2.792,1937.841,1039.086,1.727,3.059,0.146,14.839
4578.75,4578.64,5.764,-18.851,18.482,12.994,9.135,47.648,5.387,2.81,2079.137,1035.004,2.125,3.176,0.165,13.799
4578.875,4578.765,5.763,-18.849,18.05,12.447,9.17,47.819,5.742,2.81,2227.521,1068.763,1.886,3.856,0.317,10.859
4579,4578.89,5.762,-18.848,16.516,10.778,9.172,48.125,6.464,2.79,2523.418,1160.967,1.166,4.775,0.65,8.381
4579.125,4579.015,5.761,-18.846,16.046,10.206,9.147,48.176,6.685,2.774,2699.178,1222.106,0.923,5.368,0.963,7.133
4579.25,4579.14,5.76,-18.844,15.948,9.832,9.105,48.379,6.71,2.754,2968.989,1322.302,0.764,5.624,1.126,6.512
4579.375,4579.265,5.759,-18.842,16.036,9.568,9.072,48.428,6.608,2.739,3239.161,1425.564,0.653,5.62,1.124,6.255
4579.5,4579.39,5.758,-18.841,16.138,9.434,9.07,48.372,6.495,2.735,3398.313,1490.428,0.597,5.408,0.987,6.315
4579.625,4579.515,5.756,-18.839,16.142,9.408,9.096,48.165,6.403,2.735,3496.257,1538.74,0.586,5.067,0.793,6.647
4579.75,4579.64,5.755,-18.837,15.855,9.453,9.152,48.012,6.401,2.739,3532.754,1574.223,0.605,4.729,0.629,7.117
4579.875,4579.765,5.754,-18.836,15.543,9.529,9.184,47.613,6.465,2.747,3511.226,1585.058,0.637,4.459,0.516,7.587
4580,4579.89,5.753,-18.834,15.056,9.648,9.193,47.531,6.341,2.764,3413.297,1582.503,0.687,4.195,0.421,8.156
