Depth,TVD,DX,DY,GR,KTH,CAL,AC,DEN,RT,RXO,SH,POR,SW,PERM
4557.25,4557.171,-3.9,-19.453,51.806,41.325,8.582,50.085,2.769,396.548,350.281,36.156,0,100,0
4557.375,4557.296,-3.9,-19.453,48.78,38.901,8.584,50.408,2.746,540.957,455.895,32.432,0,100,0
4557.5,4557.421,-3.899,-19.454,47.71,37.937,8.584,50.821,2.714,799.466,660.64,31.007,0,100,0
4557.625,4557.546,-3.899,-19.454,50.539,40.2,8.585,51.2,2.682,1068.348,892.703,34.402,0,100,0
4557.75,4557.671,-3.899,-19.455,58.1,47.271,8.584,51.658,2.656,1167.291,1003.726,46.211,0,100,0
4557.875,4557.796,-3.899,-19.455,68.261,57.48,8.581,52.161,2.641,1018.104,905.354,66.982,0,100,0
4558,4557.921,-3.899,-19.456,77.539,66.959,8.579,52.604,2.636,744.628,683.07,91.097,0,100,0
4558.125,4558.046,-3.899,-19.456,82.493,71.869,8.581,52.965,2.641,515.513,479.396,99.982,0,100,0
4558.25,4558.171,-3.899,-19.456,82.988,72.409,8.587,53.191,2.648,393.681,366.632,99.982,0,100,0
4558.375,4558.296,-3.898,-19.457,82.469,71.867,8.599,53.476,2.656,336.52,315.357,99.982,0,100,0
4558.5,4558.421,-3.898,-19.457,85.339,74.75,8.613,53.823,2.667,306.065,291.262,99.982,0,100,0
4558.625,4558.546,-3.898,-19.458,91.07,80.232,8.618,54.16,2.68,281.49,272.996,99.982,0,100,0
4558.75,4558.671,-3.898,-19.458,96.444,84.657,8.607,54.454,2.689,257.226,254.057,99.982,0,100,0
4558.875,4558.796,-3.898,-19.459,98.538,85.532,8.587,54.666,2.691,231.493,231.737,99.982,0,100,0
4559,4558.921,-3.898,-19.459,98.544,84.628,8.573,54.714,2.685,205.494,207.223,99.982,0,100,0
4559.125,4559.046,-3.898,-19.459,97.725,83.031,8.567,54.603,2.677,184.186,185.616,99.982,0,100,0
4559.25,4559.171,-3.897,-19.46,96.268,80.584,8.564,54.284,2.671,172.824,173.14,99.982,0,100,0
4559.375,4559.296,-3.897,-19.46,94.029,77.585,8.561,53.78,2.667,171.7,170.735,99.982,0,100,0
4559.5,4559.421,-3.897,-19.461,91.219,74.752,8.56,53.568,2.662,180.616,177.993,99.982,0,100,0
4559.625,4559.546,-3.897,-19.461,88.453,72.715,8.561,52.982,2.662,200.042,195.262,99.982,0,100,0
4559.75,4559.671,-3.897,-19.462,86.165,71.435,8.56,52.486,2.67,228.236,221.594,99.982,0,100,0
4559.875,4559.796,-3.897,-19.462,84.781,70.835,8.558,52.28,2.685,257.963,251.086,99.982,0,100,0
4560,4559.921,-3.896,-19.462,84.698,70.944,8.556,52.354,2.698,275.811,270.572,99.982,0,100,0
4560.125,4560.046,-3.896,-19.463,85.944,71.74,8.556,52.684,2.704,274.899,271.998,99.982,0,100,0
4560.25,4560.171,-3.896,-19.463,87.595,72.553,8.557,53.348,2.702,254.982,253.454,99.982,0,100,0
4560.375,4560.296,-3.896,-19.464,87.981,72.198,8.558,53.691,2.698,228.303,226.896,99.982,0,100,0
4560.5,4560.421,-3.896,-19.464,86.241,69.754,8.557,53.697,2.696,204.135,201.624,99.257,0,100,0
4560.625,4560.546,-3.896,-19.465,82.4,64.757,8.556,53.292,2.696,190.366,184.643,85.023,0,100,0
4560.75,4560.671,-3.896,-19.465,77.323,58.654,8.554,52.627,2.7,188.647,177.81,69.695,0,100,0
4560.875,4560.796,-3.895,-19.465,71.334,52.934,8.554,52.342,2.709,200.078,183.448,57.136,0,100,0
4561,4560.921,-3.895,-19.466,65.067,48.805,8.555,51.548,2.727,223.918,202.191,49.033,0,100,0
4561.125,4561.046,-3.895,-19.466,59.541,46.028,8.556,50.871,2.746,257.66,230.87,43.995,0,100,0
4561.25,4561.171,-3.895,-19.467,55.713,44.224,8.556,50.453,2.756,302.244,269.193,40.889,0,100,0
4561.375,4561.296,-3.895,-19.467,54.646,43.928,8.555,50.303,2.754,355.35,315.296,40.391,0,100,0
4561.5,4561.421,-3.895,-19.467,56.338,45.688,8.554,50.553,2.743,411.211,364.575,43.4,0,100,0
4561.625,4561.546,-3.894,-19.468,59.537,48.66,8.554,50.84,2.727,465.435,412.586,48.762,0,100,0
4561.75,4561.671,-3.894,-19.468,62.225,51.117,8.554,51.163,2.713,512.866,454.507,53.476,0,100,0
4561.875,4561.796,-3.894,-19.469,64.494,53.07,8.556,51.507,2.7,545.254,484.135,57.416,0,100,0
4562,4561.921,-3.894,-19.469,67.857,55.821,8.561,51.879,2.689,549.041,490.716,63.271,0,100,0
4562.125,4562.046,-3.894,-19.469,72.194,59.206,8.567,52.195,2.682,523.476,472.551,70.995,0,100,0
4562.25,4562.171,-3.894,-19.47,76.27,62.084,8.57,52.312,2.678,475.876,434.283,78.047,0,100,0
4562.375,4562.296,-3.893,-19.47,78.898,63.381,8.569,52.455,2.678,417.346,383.864,81.379,0,100,0
4562.5,4562.421,-3.893,-19.471,80.771,64.15,8.565,52.508,2.68,362.643,334.782,83.401,0,100,0
4562.625,4562.546,-3.893,-19.471,83.157,65.394,8.561,52.565,2.683,318.926,294.463,86.749,0,100,0
4562.75,4562.671,-3.893,-19.471,87.264,67.872,8.558,52.709,2.688,286.416,264.437,93.705,0,100,0
4562.875,4562.796,-3.893,-19.472,92.6,71.326,8.554,53.256,2.691,259.539,239.938,99.982,0,100,0
4563,4562.921,-3.893,-19.472,96.864,74.314,8.548,53.622,2.694,237.851,219.928,99.982,0,100,0
4563.125,4563.046,-3.892,-19.473,97.633,74.376,8.543,53.844,2.696,225.174,207.274,99.982,0,100,0
4563.25,4563.171,-3.892,-19.473,95.721,72.102,8.54,53.813,2.697,223.437,203.926,99.982,0,100,0
4563.375,4563.296,-3.892,-19.473,92.597,68.828,8.54,53.553,2.693,233.946,211.41,96.496,0,100,0
4563.5,4563.421,-3.892,-19.474,88.679,65.114,8.541,53.447,2.69,251.904,226.198,85.987,0,100,0
4563.625,4563.546,-3.892,-19.474,83.823,60.993,8.544,53.159,2.692,264.929,237.585,75.32,0,100,0
4563.75,4563.671,-3.891,-19.475,78.733,57.408,8.548,53.03,2.703,259.975,233.241,66.818,0,100,0
4563.875,4563.796,-3.891,-19.475,74.613,54.709,8.55,53.022,2.716,241.563,216.184,60.86,0,100,0
4564,4563.921,-3.891,-19.475,70.617,52.25,8.55,52.997,2.725,223.116,198.664,55.74,0,100,0
4564.125,4564.046,-3.891,-19.476,65.489,49.569,8.55,52.844,2.725,219.333,194.195,50.475,1,100,0
4564.25,4564.171,-3.891,-19.476,60.556,47.157,8.551,52.241,2.717,239.939,210.24,46.005,1,100,0
4564.375,4564.296,-3.891,-19.477,57.852,46.136,8.551,51.893,2.706,295.8,256.535,44.185,1,100,0
4564.5,4564.421,-3.89,-19.477,58.086,47.161,8.553,51.751,2.695,377.493,329.48,46.012,1,100,0
4564.625,4564.546,-3.89,-19.477,59.728,49.202,8.558,51.963,2.688,437.839,389.147,49.779,0,100,0
4564.75,4564.671,-3.89,-19.478,61.783,51.378,8.562,52.51,2.686,436.366,395.673,53.992,0,100,0
4564.875,4564.796,-3.89,-19.478,63.354,52.747,8.563,52.699,2.691,378.077,346.51,56.752,0,100,0
4565,4564.921,-3.89,-19.478,64.084,53.101,8.561,53.252,2.698,308.172,281.667,57.48,0,100,0
4565.125,4565.046,-3.889,-19.479,64.505,52.808,8.559,53.476,2.701,256.375,231.178,56.877,0,100,0
4565.25,4565.171,-3.889,-19.479,66.115,52.753,8.56,53.382,2.699,226.394,200.908,56.764,0,100,0
4565.375,4565.296,-3.889,-19.48,68.886,53.079,8.561,53.103,2.692,211.836,184.917,57.434,0,100,0
4565.5,4565.421,-3.889,-19.48,71.245,53.422,8.562,52.46,2.686,210.861,181.732,58.145,0,100,0
4565.625,4565.546,-3.889,-19.48,71.629,53.162,8.562,52.062,2.686,219.645,188.291,57.606,0,100,0
4565.75,4565.671,-3.888,-19.481,69.993,52.166,8.565,51.663,2.695,235.125,201.379,55.57,0,100,0
4565.875,4565.796,-3.888,-19.481,67.271,50.96,8.566,51.25,2.72,258.164,220.763,53.167,0,100,0
4566,4565.921,-3.888,-19.481,65.352,50.451,8.564,50.935,2.753,290.454,247.738,52.172,0,100,0
4566.125,4566.046,-3.888,-19.482,64.975,50.895,8.56,50.837,2.767,332.776,283.754,53.039,0,100,0
4566.25,4566.171,-3.888,-19.482,65.807,52.251,8.558,50.88,2.77,376.547,322.716,55.742,0,100,0
4566.375,4566.296,-3.887,-19.483,66.907,53.768,8.555,51.042,2.766,404.962,350.105,58.867,0,100,0
4566.5,4566.421,-3.887,-19.483,67.863,54.794,8.552,51.194,2.754,405.384,353.498,61.042,0,100,0
4566.625,4566.546,-3.887,-19.483,67.771,54.124,8.55,51.138,2.741,380.577,332.768,59.616,0,100,0
4566.75,4566.671,-3.887,-19.484,65.88,50.508,8.55,50.948,2.729,350.435,304.841,52.283,0,100,0
4566.875,4566.796,-3.887,-19.484,62.848,45.061,8.552,50.604,2.723,326.836,281.749,42.314,0,100,0
4567,4566.921,-3.886,-19.484,60.91,41.485,8.556,50.597,2.721,308.112,264.091,36.41,1,100,0
4567.125,4567.046,-3.886,-19.485,60.741,40.591,8.557,50.636,2.721,291.041,248.605,35.007,1,100,0.004
4567.25,4567.171,-3.886,-19.485,60.459,39.97,8.558,50.606,2.723,280.402,237.873,34.049,1,100,0.004
4567.375,4567.296,-3.886,-19.485,57.553,38.427,8.557,50.396,2.726,283.964,238.168,31.727,1,100,0.003
4567.5,4567.421,-3.886,-19.486,52.576,36.398,8.558,50.091,2.729,305.233,252.381,28.795,1,100,0.002
4567.625,4567.546,-3.885,-19.486,47.81,34.247,8.568,49.335,2.73,358.761,291.074,25.831,1,100,0.002
4567.75,4567.671,-3.885,-19.486,44.478,31.983,8.58,48.383,2.734,463.933,371.069,22.864,1,100,0.001
4567.875,4567.796,-3.885,-19.487,41.968,29.868,8.59,47.561,2.748,614.84,492.994,20.227,0,100,0
4568,4567.921,-3.885,-19.487,40.468,28.346,8.592,47.304,2.759,755.241,617.936,18.406,0,100,0
4568.125,4568.046,-3.885,-19.488,41.463,28.614,8.592,47.481,2.766,814.524,684.638,18.722,0,100,0
4568.25,4568.171,-3.884,-19.488,45.881,31.387,8.598,48.382,2.764,766.739,664.234,22.108,1,100,0
4568.375,4568.296,-3.884,-19.488,52.447,35.547,8.611,49.085,2.759,633.506,564.391,27.605,1,100,0
4568.5,4568.421,-3.884,-19.489,57.602,38.63,8.633,49.694,2.756,481.792,437.564,32.028,0,100,0
4568.625,4568.546,-3.884,-19.489,57.799,38.571,8.682,50.161,2.757,361.14,326.908,31.941,0,100,0
4568.75,4568.671,-3.884,-19.489,50.958,33.75,8.761,50.384,2.76,303.286,265.496,25.167,0,100,0
4568.875,4568.796,-3.883,-19.49,39.943,25.053,8.813,50.326,2.759,312.469,258.971,14.675,2,73.832,0.013
4569,4568.921,-3.883,-19.49,29.791,16.742,8.785,50.129,2.752,445.554,341.051,6.412,3,36.945,0.085
4569.125,4569.046,-3.883,-19.49,25.082,13.085,8.699,49.662,2.743,811.531,583.903,3.243,4,24.289,0.137
4569.25,4569.171,-3.883,-19.491,25.588,13.127,8.622,49.01,2.737,1376.51,972.008,3.278,4,19.791,0.102
4569.375,4569.296,-3.882,-19.491,28.963,14.826,8.594,48.271,2.735,1920.98,1360.866,4.719,3,18.888,0.061
4569.5,4569.421,-3.882,-19.491,32.431,16.759,8.594,47.54,2.741,2185.667,1562.654,6.428,3,19.527,0.039
4569.625,4569.546,-3.882,-19.492,35.365,18.474,8.603,47.1,2.753,2146.551,1548.056,8.008,2,21.626,0.027
4569.75,4569.671,-3.882,-19.492,37.734,19.856,8.617,46.859,2.771,1926.606,1392.811,9.327,2,26.183,0.017
4569.875,4569.796,-3.882,-19.492,39.133,20.746,8.626,46.65,2.781,1693.564,1216.972,10.199,2,32.699,0.01
4570,4569.921,-3.881,-19.493,38.874,20.613,8.629,46.436,2.785,1505.574,1065.6,10.067,2,35.921,0.009
4570.125,4570.046,-3.881,-19.493,36.799,19.346,8.63,46.197,2.787,1407.613,975.268,8.836,2,33.468,0.013
4570.25,4570.171,-3.881,-19.493,34.297,18.105,8.637,46.069,2.787,1398.775,944.957,7.663,2,29.344,0.021
4570.375,4570.296,-3.881,-19.494,32.337,17.458,8.65,45.855,2.785,1496.755,977.948,7.064,2,26.317,0.028
4570.5,4570.421,-3.881,-19.494,31.39,17.351,8.658,45.676,2.784,1730.96,1086.177,6.966,2,24.952,0.027
4570.625,4570.546,-3.88,-19.494,31.267,17.531,8.66,45.595,2.789,2064.26,1250.014,7.132,2,27.051,0.016
4570.75,4570.671,-3.88,-19.495,31.806,18.018,8.659,45.661,2.796,2415.991,1422.841,7.582,2,33.052,0.006
4570.875,4570.796,-3.88,-19.495,33.189,18.972,8.66,45.864,2.805,2661.354,1531.977,8.479,1,41.248,0.002
4571,4570.921,-3.88,-19.495,35.694,20.614,8.662,46.189,2.811,2706.306,1529.455,10.068,1,57.585,0.001
4571.125,4571.046,-3.879,-19.496,39.446,23.247,8.662,46.51,2.813,2490.377,1392.629,12.745,1,81.617,0
4571.25,4571.171,-3.879,-19.496,43.613,26.562,8.66,46.751,2.815,2103.223,1180.575,16.35,0,100,0
4571.375,4571.296,-3.879,-19.496,47,29.592,8.656,46.898,2.817,1703.068,978.334,19.892,0,100,0
4571.5,4571.421,-3.879,-19.497,48.673,31.262,8.652,46.954,2.819,1404.8,841.186,21.951,0,100,0
4571.625,4571.546,-3.879,-19.497,48.982,31.824,8.647,46.881,2.82,1213.653,757.135,22.661,0,100,0
4571.75,4571.671,-3.878,-19.497,49.044,32.229,8.641,46.713,2.821,1086.173,695.499,23.179,0,100,0
4571.875,4571.796,-3.878,-19.498,49.395,32.797,8.637,46.366,2.825,995.281,642.463,23.913,0,100,0
4572,4571.921,-3.878,-19.498,49.101,32.682,8.633,45.966,2.826,919.732,594.227,23.764,0,100,0
4572.125,4572.046,-3.878,-19.498,47.326,30.981,8.632,45.574,2.825,858.557,552.69,21.599,0,100,0
4572.25,4572.171,-3.877,-19.498,44.49,27.603,8.636,45.316,2.826,830.571,526.841,17.54,0,100,0
4572.375,4572.296,-3.877,-19.499,42.251,24.358,8.64,45.23,2.829,852.566,522.887,13.923,0,100,0
4572.5,4572.421,-3.877,-19.499,41.376,22.606,8.64,45.295,2.834,940.113,546.108,12.078,0,100,0
4572.625,4572.546,-3.877,-19.499,41.16,21.613,8.633,45.421,2.837,1108.681,603.877,11.065,0,100,0
4572.75,4572.671,-3.876,-19.5,40.597,20.531,8.629,45.508,2.838,1340.678,691.644,9.987,0,100,0
4572.875,4572.796,-3.876,-19.5,39.271,19.535,8.634,45.643,2.84,1603.298,791.513,9.017,0,100,0
4573,4572.921,-3.876,-19.5,37.727,19.22,8.648,45.644,2.842,1874.718,879.797,8.715,0,100,0
4573.125,4573.046,-3.876,-19.501,36.69,19.5,8.665,45.547,2.841,2154.092,948.564,8.983,0,100,0
4573.25,4573.171,-3.876,-19.501,36.325,19.948,8.684,45.231,2.836,2421.143,988.697,9.416,0,100,0
4573.375,4573.296,-3.875,-19.501,35.792,20.134,8.721,44.736,2.833,2622.996,990.323,9.598,0,100,0
4573.5,4573.421,-3.875,-19.501,34.603,19.714,8.802,44.686,2.831,2769.149,961.477,9.19,0,100,0
4573.625,4573.546,-3.875,-19.502,33.04,18.716,8.935,45.075,2.832,2951.52,941.456,8.236,0,100,0
4573.75,4573.671,-3.875,-19.502,31.659,17.557,9.062,45.918,2.834,3285.647,971.721,7.155,0,100,0
4573.875,4573.796,-3.874,-19.502,30.397,16.236,9.121,46.805,2.839,3862.339,1074.929,5.958,0,100,0
4574,4573.921,-3.874,-19.503,28.958,14.636,9.097,47.287,2.84,4788.657,1273.318,4.555,1,49.651,0.001
4574.125,4574.046,-3.874,-19.503,27.784,13.379,9.04,47.544,2.831,6020.892,1556.47,3.488,1,33.784,0.001
4574.25,4574.171,-3.874,-19.503,27.544,12.93,8.989,47.919,2.814,7358.122,1882.058,3.114,1,24.885,0.002
4574.375,4574.296,-3.873,-19.504,27.97,12.914,8.951,48.152,2.797,8534.645,2187.597,3.101,1,20.524,0.004
4574.5,4574.421,-3.873,-19.504,27.855,12.68,8.919,48.363,2.787,9578.296,2458.289,2.908,1,18.172,0.004
4574.625,4574.546,-3.873,-19.504,26.419,11.98,8.892,48.591,2.779,10967.002,2750.67,2.336,2,15.619,0.006
4574.75,4574.671,-3.873,-19.504,24.51,11.079,8.896,48.472,2.777,14038.163,3220.857,1.613,2,12.641,0.009
4574.875,4574.796,-3.873,-19.505,23.173,10.327,8.959,48.174,2.782,19852.727,4032.048,1.021,2,10.62,0.009
4575,4574.921,-3.872,-19.505,22.664,9.853,9.106,47.547,2.804,25930.66,4878.953,0.652,1,16.506,0.001
4575.125,4575.046,-3.872,-19.505,22.641,9.576,9.321,46.789,2.828,26253.793,4853.642,0.439,0,30.558,0
4575.25,4575.171,-3.872,-19.506,22.982,9.427,9.54,46.188,2.84,19583.203,3701.892,0.325,0,72.885,0
4575.375,4575.296,-3.872,-19.506,23.851,9.57,9.68,46.174,2.831,10328.972,2068.317,0.435,0,67.265,0
4575.5,4575.421,-3.871,-19.506,24.635,9.858,9.724,45.792,2.815,4731.892,1017.889,0.656,1,43.701,0.001
4575.625,4575.546,-3.871,-19.506,24.504,9.972,9.707,45.582,2.8,3544.633,755.349,0.745,1,34.545,0.002
4575.75,4575.671,-3.871,-19.507,24.105,10.213,9.693,45.552,2.785,6603.869,1290.438,0.932,2,21.902,0.006
4575.875,4575.796,-3.871,-19.507,23.078,10.497,9.693,45.599,2.768,14911.313,2856.673,1.154,2,11.732,0.013
4576,4575.921,-3.87,-19.507,22.462,10.642,9.726,45.75,2.752,26569.996,5191.307,1.267,2,7.014,0.023
4576.125,4576.046,-3.87,-19.508,22.426,10.7,9.811,46.546,2.741,34391.484,6984.138,1.313,3,5.103,0.036
4576.25,4576.171,-3.87,-19.508,22.164,10.54,9.903,46.934,2.737,34117.406,7308.505,1.187,3,4.448,0.052
4576.375,4576.296,-3.87,-19.508,21.114,9.691,9.933,47.392,2.738,27090.141,6259.95,0.528,3,4.571,0.064
4576.5,4576.421,-3.869,-19.509,19.774,8.425,9.866,47.814,2.738,19305.754,4863.452,0.01,3,5.282,0.068
4576.625,4576.546,-3.869,-19.509,18.755,7.455,9.744,48.143,2.735,13382.46,3651.948,0.01,3,6.042,0.079
4576.75,4576.671,-3.869,-19.509,18.348,7.069,9.647,48.143,2.727,9348.226,2686.361,0.01,4,6.752,0.099
4576.875,4576.796,-3.869,-19.509,18.431,7.047,9.644,48.603,2.724,6518.583,1933.692,0.01,4,7.861,0.11
4577,4576.921,-3.868,-19.51,18.739,7.253,9.717,49.31,2.733,4569.744,1373.635,0.01,4,9.395,0.109
4577.125,4577.046,-3.868,-19.51,19.386,7.926,9.794,49.868,2.754,3460.897,1022.06,0.01,3,12.025,0.08
4577.25,4577.171,-3.868,-19.51,20.409,9.233,9.796,50.25,2.773,2927.327,834.519,0.177,3,14.817,0.056
4577.375,4577.296,-3.868,-19.511,21.417,10.707,9.729,50.331,2.781,2808.838,773.271,1.319,3,15.475,0.055
4577.5,4577.421,-3.867,-19.511,22.042,11.7,9.661,49.862,2.775,3130.192,839.353,2.109,3,14.711,0.059
4577.625,4577.546,-3.867,-19.511,22.29,12.254,9.655,49.343,2.759,3982.996,1045.144,2.558,3,12.225,0.079
4577.75,4577.671,-3.867,-19.512,22.448,12.652,9.722,48.72,2.743,5602.493,1439.85,2.885,4,9.692,0.1
4577.875,4577.796,-3.867,-19.512,22.49,12.768,9.83,47.9,2.737,8176.739,2065.592,2.98,4,7.953,0.104
4578,4577.921,-3.866,-19.512,22.254,12.531,9.932,47.109,2.743,11452.294,2846.059,2.785,3,7.054,0.086
4578.125,4578.046,-3.866,-19.513,21.967,12.184,10.003,47.086,2.754,15051.43,3652.499,2.501,3,6.678,0.063
4578.25,4578.171,-3.866,-19.513,22.319,12.022,10.048,46.34,2.757,18524.088,4351.239,2.37,3,6.671,0.043
4578.375,4578.296,-3.866,-19.513,23.708,12.039,10.067,45.852,2.75,21744.672,4952.952,2.384,3,6.352,0.038
4578.5,4578.421,-3.865,-19.514,25.675,11.919,10.055,45.857,2.734,24673.949,5495.257,2.286,3,5.635,0.045
4578.625,4578.546,-3.865,-19.514,27.147,11.734,10.013,46.09,2.719,27492.816,6051.54,2.137,3,4.889,0.061
4578.75,4578.671,-3.865,-19.514,27.667,11.559,9.939,46.861,2.712,30297.33,6687.702,1.996,3,4.342,0.076
4578.875,4578.796,-3.865,-19.515,27.586,11.315,9.822,46.841,2.711,33580.543,7548.643,1.801,3,3.993,0.086
4579,4578.921,-3.864,-19.515,28.181,11.352,9.667,46.608,2.71,38883.602,8838.697,1.83,3,3.708,0.089
4579.125,4579.046,-3.864,-19.515,29.911,11.851,9.519,46.228,2.707,48219.719,10659.086,2.231,3,3.357,0.089
4579.25,4579.171,-3.864,-19.516,32.248,12.702,9.45,45.854,2.704,62901.633,12855.488,2.926,3,3.005,0.084
4579.375,4579.296,-3.864,-19.516,34.288,13.562,9.47,45.962,2.706,78707.844,14717.666,3.641,3,2.803,0.07
4579.5,4579.421,-3.863,-19.516,35.765,14.301,9.535,46.24,2.712,91484.469,15770.064,4.268,3,2.799,0.053
4579.625,4579.546,-3.863,-19.517,36.409,14.773,9.579,47.333,2.718,97698.242,15963.271,4.673,3,2.942,0.038
4579.75,4579.671,-3.863,-19.517,35.6,14.822,9.554,48.351,2.723,99721.82,16178.63,4.715,2,3.144,0.029
4579.875,4579.796,-3.863,-19.517,33.196,14.402,9.448,48.484,2.728,99982.141,17219.779,4.354,2,3.307,0.024
4580,4579.921,-3.862,-19.518,31.108,14.104,9.299,48.022,2.735,99990,19583.807,4.1,2,3.445,0.021
4580.125,4580.046,-3.862,-19.518,31.018,14.851,9.177,46.315,2.74,99990,22777.514,4.741,2,3.741,0.016
4580.25,4580.171,-3.862,-19.518,32.949,16.905,9.121,45.498,2.747,99990,25939.686,3.884,2,4.177,0.011
4580.375,4580.296,-3.862,-19.519,34.994,18.787,9.117,45.108,2.753,99990,28169.152,4.761,2,4.742,0.007
4580.5,4580.421,-3.861,-19.519,35.926,19.504,9.129,44.905,2.761,99975.344,29094.822,5.101,1,5.475,0.004
4580.625,4580.546,-3.861,-19.519,35.828,19.423,9.111,44.841,2.772,99335.195,28625.295,5.062,1,6.505,0.003
4580.75,4580.671,-3.861,-19.52,34.71,18.86,9.021,44.738,2.781,94892.141,27225.74,4.796,1,7.915,0.001
4580.875,4580.796,-3.861,-19.52,32.216,17.759,8.881,44.532,2.788,83214.016,25200.279,4.28,1,9.463,0.001
4581,4580.921,-3.86,-19.521,28.425,15.965,8.757,44.017,2.79,62934.945,22129.73,3.454,1,10.942,0.001
4581.125,4581.046,-3.86,-19.521,24.736,13.688,8.699,43.416,2.789,40959.68,17876.41,2.431,1,12.439,0.001
4581.25,4581.171,-3.86,-19.521,22.144,11.532,8.688,42.964,2.788,23515.939,13033.118,1.49,1,15.16,0.001
4581.375,4581.296,-3.86,-19.522,21.084,10.361,8.684,42.773,2.789,14409.433,9154.191,0.988,1,19.415,0.001
4581.5,4581.421,-3.859,-19.522,20.852,9.853,8.674,42.945,2.791,9887.31,6651.598,0.773,3,9.276,0.032
4581.625,4581.546,-3.859,-19.522,20.925,9.611,8.663,43.304,2.791,7632.779,5239.341,0.671,3,10.276,0.037
4581.75,4581.671,-3.859,-19.523,20.678,9.537,8.659,43.634,2.791,6301.585,4391.623,0.64,3,10.278,0.052
4581.875,4581.796,-3.859,-19.523,19.917,9.615,8.67,43.953,2.791,5433.078,3831.453,0.673,3,10.497,0.063
4582,4581.921,-3.858,-19.524,18.968,9.851,8.693,44.241,2.793,4923.262,3499.548,0.773,3,11.093,0.063
4582.125,4582.046,-3.858,-19.524,18.19,9.988,8.712,44.307,2.796,4695.401,3352.626,0.83,3,11.588,0.061
4582.25,4582.171,-3.858,-19.524,17.431,9.856,8.716,44.375,2.795,4718.626,3366.122,0.775,3,11.445,0.065
4582.375,4582.296,-3.858,-19.525,16.533,9.251,8.709,44.287,2.79,5023.795,3560.694,0.52,3,10.807,0.073
4582.5,4582.421,-3.857,-19.525,15.709,8.518,8.707,44.032,2.786,5595.448,3927.406,0.214,3,10.174,0.076
4582.625,4582.546,-3.857,-19.525,15.259,7.964,8.712,43.705,2.786,6351.117,4402.743,0.01,3,9.841,0.069
4582.75,4582.671,-3.857,-19.526,15.384,7.742,8.71,43.404,2.79,7114.976,4859.517,0.01,3,9.85,0.056
4582.875,4582.796,-3.857,-19.526,15.713,7.668,8.694,43.279,2.794,7664.764,5169.98,0.01,3,9.714,0.05
4583,4582.921,-3.856,-19.527,15.988,7.726,8.668,43.283,2.798,7880.809,5290.573,0.01,3,9.344,0.053
4583.125,4583.046,-3.856,-19.527,16.215,7.989,8.649,43.35,2.802,7712.907,5209.001,0.01,3,9.596,0.049
4583.25,4583.171,-3.856,-19.527,16.365,8.281,8.645,43.441,2.805,7329.583,4996.212,0.116,3,10.278,0.042
4583.375,4583.296,-3.856,-19.528,16.254,8.413,8.65,43.546,2.805,6880.963,4719.03,0.171,3,10.986,0.038
4583.5,4583.421,-3.855,-19.528,15.918,8.368,8.657,43.615,2.802,6485.35,4455.738,0.152,3,11.097,0.04
4583.625,4583.546,-3.855,-19.529,15.819,8.309,8.668,43.722,2.798,6130.519,4221.207,0.128,3,10.705,0.05
4583.75,4583.671,-3.855,-19.529,16.161,8.258,8.693,43.843,2.8,5766.01,3980.975,0.107,3,10.807,0.053
4583.875,4583.796,-3.854,-19.529,16.633,8.257,8.784,44.007,2.819,5398.941,3712.525,0.106,3,12.623,0.035
4584,4583.921,-3.854,-19.53,17.029,8.461,8.97,44.225,2.851,5082.298,3447.151,0.191,2,20.995,0.007
4584.125,4584.046,-3.854,-19.53,17.366,8.898,9.194,44.444,2.884,4832.384,3218.375,0.373,1,46.207,0.001
4584.25,4584.171,-3.854,-19.531,17.585,9.422,9.284,44.589,2.9,4614.404,3040.011,0.592,1,47.986,0.001
4584.375,4584.296,-3.853,-19.531,17.55,9.927,9.18,44.635,2.895,4416.874,2916.755,0.805,1,45.034,0.001
4584.5,4584.421,-3.853,-19.531,17.433,10.497,8.97,44.584,2.872,4288.234,2882.014,1.046,1,30.251,0.003
4584.625,4584.546,-3.853,-19.532,17.629,11.238,8.83,44.538,2.844,4260.083,2942.658,1.363,2,19.776,0.012
4584.75,4584.671,-3.853,-19.532,18.163,11.998,8.823,44.416,2.823,4304.817,3054.552,1.691,3,14.567,0.033
4584.875,4584.796,-3.852,-19.533,18.573,12.36,8.909,44.307,2.815,4385.833,3156.556,1.848,3,13.189,0.045
4585,4584.921,-3.852,-19.533,18.379,12.004,8.971,44.235,2.812,4455.778,3212.087,1.694,3,12.616,0.051
4585.125,4585.046,-3.852,-19.533,17.685,11.11,8.98,44.207,2.813,4422.522,3188.733,1.308,3,12.396,0.054
4585.25,4585.171,-3.852,-19.534,17.083,10.175,8.976,44.217,2.822,4121.975,3004.938,0.91,3,13.122,0.048
4585.375,4585.296,-3.851,-19.534,16.995,9.582,8.988,44.219,2.835,3602.29,2678.417,0.659,2,16.13,0.029
4585.5,4585.421,-3.851,-19.535,17.255,9.222,9.002,44.215,2.847,3041.663,2311.355,0.508,2,21.151,0.016
4585.625,4585.546,-3.851,-19.535,17.132,8.814,8.989,44.251,2.854,2676.577,2066.327,0.338,2,27.78,0.008
4585.75,4585.671,-3.851,-19.536,16.472,8.376,8.954,44.334,2.859,2524.863,1965.898,0.155,1,34.756,0.004
