Depth,GR,KTH,CAL,AC,CNL,DEN,RT,RXO,SH,POR,SW,PERM
4614.75,42.853,27.764,8.601,49.835,9.076,2.788,115.852,88.67,9.671,0.01,99.99,0
4614.875,39.579,26.018,8.599,49.715,8.797,2.791,135.147,103.487,8.759,0.01,99.99,0
4615,38.09,24.926,8.596,49.971,8.645,2.795,140.387,107.732,8.199,0.01,99.99,0
4615.125,37.293,23.714,8.593,50.697,8.419,2.802,137.703,106.762,7.586,0.01,99.99,0
4615.25,41.349,23.459,8.595,50.697,8.266,2.804,119.709,94.509,7.458,0.01,99.99,0
4615.375,44.834,23.391,8.597,51.881,8.204,2.8,107.735,85.953,7.424,0.01,99.99,0
4615.5,52.366,24.261,8.598,53.428,8.239,2.786,83.635,68.202,7.862,0.01,99.99,0
4615.625,59.563,26.934,8.594,55.171,8.72,2.765,64.277,53.463,9.235,0.01,99.99,0
4615.75,63.389,28.956,8.592,56.846,9.118,2.753,56.96,47.856,10.304,0.01,99.99,0
4615.875,71.571,34.414,8.591,56.846,9.888,2.732,46.586,40.116,13.326,0.01,99.99,0
4616,75.111,37.211,8.592,58.147,10.116,2.723,43.404,37.869,14.955,0.01,99.99,0
4616.125,78.481,40.532,8.594,58.895,10.259,2.711,40.991,36.42,16.963,0.01,99.99,0
4616.25,76.244,40.844,8.59,59.15,10.339,2.711,42.89,38.435,17.156,0.01,99.99,0
4616.375,73.904,40.421,8.589,59.108,10.388,2.716,44.715,40.277,16.895,0.01,99.99,0
4616.5,70.014,39.946,8.588,58.879,10.297,2.734,48.399,44.14,16.603,0.01,99.99,0
4616.625,69.654,42.317,8.596,58.879,10.052,2.76,49.982,46.082,18.077,0.01,99.99,0
4616.75,70.902,45.217,8.602,58.463,10.065,2.773,49.467,45.89,19.938,0.01,99.99,0
4616.875,75.195,53.066,8.61,57.878,10.504,2.793,46.654,44.209,25.323,0.01,99.99,0
4617,77.495,58.314,8.61,57.22,11.228,2.793,45.483,44.334,29.224,0.032,99.99,0
4617.125,76.273,59.336,8.608,56.6,11.49,2.786,47.195,46.472,30.013,0.01,99.99,0
4617.25,68.716,58.548,8.605,56.6,11.213,2.763,57.307,56.757,29.404,0.01,99.99,0
4617.375,58.54,52.777,8.607,56.024,9.81,2.739,76.291,74.772,25.116,0.01,99.99,0
4617.5,54.436,48.599,8.611,55.432,9.014,2.732,87.384,84.999,22.195,0.01,99.99,0
4617.625,49.238,41.348,8.619,54.813,7.92,2.727,105.376,101.951,17.469,0.01,99.99,0
4617.75,47.85,39.011,8.623,54.273,7.678,2.729,109.712,106.806,16.033,0.01,99.99,0
4617.875,47.14,36.94,8.629,53.975,7.539,2.741,107.417,107.949,14.795,0.01,99.99,0
4618,48.844,37.053,8.633,53.975,7.443,2.755,101.694,101.785,14.861,0.01,99.99,0
4618.125,50.154,37.472,8.634,54.017,7.358,2.762,98.671,98.041,15.11,0.01,99.99,0
4618.25,52.632,39.169,8.638,54.359,7.291,2.771,92.074,90.288,16.129,0.01,99.99,0
4618.375,55.922,43.562,8.645,54.887,7.537,2.766,83.946,81.703,18.868,0.01,99.99,0
4618.5,58.753,47.207,8.647,55.534,7.752,2.758,79.626,77.198,21.255,0.01,99.99,0
4618.625,66.119,55.709,8.647,55.534,8.188,2.731,70.347,67.644,27.256,0.01,99.99,0
4618.75,72.493,62.071,8.642,56.274,8.552,2.697,58.932,56.745,32.175,0.01,99.99,0
4618.875,75.34,64.169,8.641,57.016,8.714,2.681,52.978,51.194,33.883,0.01,99.99,0
4619,82.641,68.238,8.64,57.556,8.93,2.663,44.078,42.438,37.323,0.01,99.99,0
4619.125,86.912,70.573,8.64,57.675,8.973,2.661,42.131,40.257,39.377,0.01,99.99,0
4619.25,90.916,72.27,8.644,57.279,8.876,2.671,44.909,43.014,40.906,0.01,99.99,0
4619.375,81.331,58.747,8.653,57.279,8.28,2.693,64.419,61.876,29.557,0.01,99.99,0
4619.5,71.799,46.862,8.66,56.437,7.804,2.705,83.974,79.077,21.024,0.01,99.99,0
4619.625,51.104,24.331,8.679,55.325,6.92,2.729,132.463,119.723,7.897,0.01,99.99,0
4619.75,38.334,13.788,8.689,54.199,6.589,2.749,155.897,140.921,2.895,0.01,99.99,0
4619.875,36.605,12.475,8.687,53.343,6.656,2.758,149.645,137.384,2.316,0.01,99.99,0
4620,41.205,14.555,8.674,52.955,7.059,2.773,115.311,110.484,3.237,0.01,99.99,0
4620.125,51.039,20.763,8.657,52.955,7.604,2.782,85.146,82.505,6.131,0.01,99.99,0
4620.25,55.398,24.109,8.65,53.046,7.869,2.783,77.416,74.297,7.785,0.01,99.99,0
4620.375,59.323,28.022,8.641,53.436,8.214,2.778,74.949,71.127,9.807,0.01,99.99,0
4620.5,57.754,28.062,8.64,53.881,8.14,2.764,88.462,83.3,9.828,0.01,99.99,0
4620.625,56.635,27.707,8.642,54.231,7.932,2.753,100.078,93.248,9.641,0.01,99.99,0
4620.75,56.353,27.928,8.646,54.231,7.308,2.729,123.135,112.794,9.757,0.01,99.99,0
4620.875,57.346,28.7,8.647,54.476,7.006,2.716,129.884,118.769,10.167,0.01,99.99,0
4621,60.428,31.594,8.647,54.696,6.738,2.696,128.499,118.567,11.739,0.01,99.99,0
4621.125,63.307,35.783,8.648,54.955,7.082,2.687,113.363,105.95,14.116,0.01,99.99,0
4621.25,64.193,38.021,8.647,55.232,7.391,2.688,104.674,98.184,15.437,0.01,99.99,0
4621.375,65.598,43.074,8.644,55.433,7.935,2.699,91.348,85.487,18.556,0.01,99.99,0
4621.5,68.107,49.169,8.638,55.433,8.175,2.712,86.338,80.091,22.585,0.01,99.99,0
4621.625,69.31,51.761,8.633,55.471,8.209,2.717,86.758,80.195,24.392,0.01,99.99,0
4621.75,68.83,52.966,8.623,55.331,8.101,2.722,91.055,83.987,25.251,0.01,99.99,0
4621.875,63.971,47.296,8.616,55.039,7.735,2.725,96.07,89.059,21.315,0.01,99.99,0
4622,60.837,42.754,8.616,54.594,7.549,2.728,98.1,91.32,18.353,0.01,99.99,0
4622.125,55.564,34.547,8.618,54.594,7.354,2.738,101.977,96.283,13.402,0.01,99.99,0
4622.25,53.767,32.076,8.618,53.953,7.325,2.744,105.133,100.293,12.007,0.01,99.99,0
4622.375,51.013,29.964,8.615,53.116,7.274,2.756,119.378,115.387,10.847,0.01,99.99,0
4622.5,47.276,29.587,8.609,52.22,7.15,2.765,146.599,140.967,10.643,0.01,99.99,0
4622.625,44.906,29.338,8.606,51.497,7.079,2.768,162.417,155.33,10.509,0.01,99.99,0
4622.75,41.556,28.981,8.601,51.158,6.95,2.774,187.013,177.513,10.318,0.01,99.99,0
4622.875,42.522,30.798,8.603,51.158,6.82,2.78,188.925,179.687,11.301,0.01,99.99,0
4623,43.986,32.454,8.607,51.26,6.8,2.783,180.141,172.117,12.218,0.01,99.99,0
4623.125,46.452,35.367,8.618,51.701,6.962,2.784,151.144,146.317,13.875,0.01,99.99,0
4623.25,47.143,36.49,8.625,52.31,7.23,2.778,124.196,120.677,14.53,0.01,99.99,0
4623.375,46.964,36.572,8.623,52.954,7.273,2.771,116.065,111.979,14.578,0.01,99.99,0
4623.5,46.304,36.528,8.616,52.954,7.016,2.753,110.679,104.566,14.552,0.01,99.99,0
4623.625,45.524,36.271,8.614,53.561,6.485,2.729,115.276,107.936,14.401,0.01,99.99,0
4623.75,45.135,36.025,8.616,54.078,6.215,2.717,120.074,112.602,14.257,0.01,99.99,0
4623.875,44.339,35.271,8.627,54.425,5.654,2.694,134.149,126.43,13.819,0.01,99.99,0
4624,43.837,34.706,8.632,54.514,5.336,2.684,143.49,135.036,13.494,0.01,99.99,0
4624.125,42.494,33.135,8.64,54.353,4.71,2.669,164.662,153.209,12.6,0.01,99.99,0
4624.25,40.397,30.959,8.641,54.353,4.324,2.66,181.908,167.53,11.39,0.01,99.99,0
4624.375,39.022,29.716,8.64,54.056,4.271,2.658,186.618,171.425,10.713,0.01,99.99,0
4624.5,36.946,27.993,8.636,53.754,4.379,2.656,186.763,171.128,9.792,0.01,99.99,0
4624.625,37.803,28.965,8.628,53.457,4.615,2.661,176.251,161.573,10.309,0.01,99.99,0
4624.75,39.541,30.622,8.623,53.048,4.762,2.665,168.62,155.128,11.205,0.01,99.99,0
4624.875,44.293,34.74,8.614,53.048,5.141,2.677,155.779,145.932,13.513,0.01,99.99,0
4625,47.371,36.924,8.613,52.404,5.641,2.692,161.021,153.328,14.785,0.01,99.99,0
4625.125,47.275,36.432,8.615,51.523,5.928,2.701,173.872,165.147,14.496,0.01,99.99,0
4625.25,43.539,31.091,8.623,50.543,6.48,2.725,207.838,194.492,11.462,0.01,99.99,0
4625.375,37.63,23.637,8.633,49.645,6.747,2.755,220.21,205.873,7.548,0.01,99.99,0
4625.5,35.63,21.531,8.636,48.967,6.682,2.772,211.66,199.382,6.505,0.01,99.99,0
4625.625,35.617,22.072,8.631,48.967,6.258,2.804,178.037,171.084,6.77,0.01,99.99,0
4625.75,37.218,23.821,8.625,48.56,6.05,2.817,162.401,156.934,7.64,0.01,99.99,0
4625.875,40.279,27.164,8.615,48.381,6.005,2.832,150.399,146.517,9.355,0.01,99.99,0
4626,38.9,27.405,8.616,48.311,6.527,2.834,183.481,181.108,9.482,0.01,99.99,0
4626.125,36.404,26.323,8.619,48.216,6.859,2.831,226.284,224.209,8.917,0.01,99.99,0
4626.25,30.486,22.454,8.62,48.016,7.172,2.824,348.634,358.816,6.959,0.01,99.99,0
4626.375,26.51,18.136,8.614,48.016,6.903,2.818,494.464,497.332,4.88,0.01,99.99,0
4626.5,25.601,16.531,8.609,47.717,6.723,2.816,545.061,543.206,4.135,0.01,99.99,0
4626.625,25.246,14.821,8.6,47.387,6.594,2.814,577.565,572.451,3.357,0.01,99.99,0
4626.75,25.682,14.226,8.591,47.098,6.794,2.812,544.483,540.424,3.09,0.01,99.99,0
4626.875,25.808,13.988,8.587,46.89,6.938,2.811,520.78,516.802,2.984,0.01,99.99,0
4627,25.887,13.666,8.583,46.89,7.139,2.809,486.883,479.925,2.841,0.01,99.99,0
4627.125,26.093,13.732,8.582,46.768,7.177,2.809,482.749,472.549,2.87,0.01,99.99,0
4627.25,26.877,14.338,8.58,46.728,7.147,2.81,506.066,486.861,3.14,0.01,99.99,0
4627.375,27.276,15.04,8.584,46.746,7.043,2.813,568.208,536.618,3.455,0.01,99.99,0
4627.5,26.983,15.079,8.588,46.766,6.993,2.815,605.938,567.208,3.473,0.01,99.99,0
4627.625,25.594,14.198,8.597,46.726,6.933,2.818,663.949,613.605,3.077,0.01,99.99,0
4627.75,24.671,12.988,8.6,46.726,6.913,2.82,671.199,618.659,2.541,0.01,99.99,0
4627.875,24.699,12.574,8.6,46.607,6.91,2.82,658.254,607.729,2.359,0.01,99.99,0
4628,25.454,12.364,8.602,46.433,6.886,2.819,623.261,575.639,2.267,0.01,99.99,0
4628.125,25.658,12.355,8.615,46.216,6.888,2.82,590.686,544.563,2.263,0.01,99.99,0
4628.25,25.307,12.227,8.624,45.938,6.925,2.821,577.309,533.233,2.208,0.01,99.99,0
4628.375,24.478,12.121,8.64,45.938,7.036,2.824,565.881,527.148,2.161,0.01,99.99,0
4628.5,24.295,12.647,8.647,45.607,7.06,2.828,574.258,540.034,2.391,0.01,99.99,0
4628.625,24.414,13.155,8.646,45.294,7.018,2.831,577.124,546.308,2.614,0.01,99.99,0
4628.75,24.671,14.317,8.642,45.111,6.893,2.835,564.763,544.529,3.131,0.01,99.99,0
4628.875,24.719,14.785,8.639,45.12,6.835,2.837,549.025,533.626,3.341,0.046,99.99,0
4629,25.181,15.561,8.633,45.278,6.727,2.839,491.782,481.414,3.691,0.042,99.99,0
4629.125,27.148,16.728,8.628,45.278,6.668,2.84,379.899,376.074,4.225,0.01,99.99,0
4629.25,28.868,17.511,8.628,45.489,6.703,2.839,308.281,309.823,4.588,0.01,99.99,0
4629.375,33.282,19.346,8.633,45.686,6.965,2.837,180.282,189.819,5.451,0.01,99.99,0
4629.5,36.925,21.053,8.637,45.858,7.339,2.834,116.112,124.414,6.272,0.01,99.99,0
4629.625,37.608,21.5,8.637,46.005,7.504,2.832,105.697,112.699,6.49,0.013,99.99,0
4629.75,36.086,21.339,8.638,46.005,7.791,2.826,110.248,118.63,6.411,0.014,99.99,0
4629.875,32.542,20.457,8.644,46.104,8.033,2.822,144.791,155.318,5.983,0.124,99.99,0
4630,31.061,19.994,8.647,46.121,8.089,2.822,172.024,182.175,5.761,0.234,99.99,0
4630.125,29.767,19.385,8.65,46.071,7.86,2.823,232.216,239.521,5.47,0.301,99.99,0
4630.25,30.185,19.38,8.65,46.015,7.57,2.825,258.102,264.301,5.467,0.24,99.99,0
4630.375,33.37,19.856,8.647,46.003,6.953,2.828,295.561,301.28,5.695,0.126,99.99,0
4630.5,37.282,20.164,8.643,46.003,6.703,2.828,329.219,330.306,5.842,0.069,99.99,0
4630.625,38.03,19.94,8.641,46.017,6.792,2.827,350.098,344.844,5.735,0.122,99.99,0
4630.75,35.774,18.38,8.638,45.99,7.326,2.823,392.268,368.253,4.994,0.41,99.99,0
4630.875,31.603,16.538,8.643,45.879,7.937,2.82,406.475,367.261,4.138,0.732,99.99,0
4631,30.43,16.314,8.647,45.711,8.101,2.818,396.652,354.569,4.035,0.653,99.99,0
4631.125,30.957,17.657,8.654,45.711,8.069,2.812,353.047,312.86,4.656,0.359,99.99,0
4631.25,33.26,20.286,8.657,45.547,7.821,2.805,305.034,269.524,5.901,0.019,99.99,0
4631.375,33.957,21.266,8.658,45.422,7.733,2.802,288.298,253.936,6.376,0.018,99.99,0
4631.5,33.109,21.163,8.654,45.346,7.744,2.798,277.905,241.441,6.325,0.019,99.99,0
4631.625,30.099,18.217,8.638,45.359,7.948,2.797,297.451,254.085,4.918,0.025,99.99,0
4631.75,28.291,16.059,8.628,45.562,7.99,2.798,317.903,269.458,3.918,0.689,99.99,0
4631.875,24.704,11.73,8.616,45.562,7.684,2.801,382.81,317.672,1.991,1.924,64.198,0.002
4632,23.234,10.106,8.615,46.033,7.348,2.804,424.575,348.3,1.295,2.501,43.395,0.004
4632.125,21.436,8.479,8.617,46.729,6.676,2.811,507.466,412.785,0.61,2.723,35.243,0.005
4632.25,20.548,8.224,8.613,47.5,6.371,2.812,576.748,477.888,0.504,2.819,31.401,0.005
4632.375,20.153,8.359,8.611,48.224,6.356,2.808,610.723,514.034,0.56,3.042,28.064,0.007
4632.5,19.423,8.908,8.609,48.857,6.473,2.785,689.271,598.942,0.789,3.795,23.146,0.016
4632.625,19.375,9.986,8.61,48.857,6.717,2.752,781.067,692.61,1.244,4.631,19.462,0.043
4632.75,19.637,10.713,8.609,49.38,6.85,2.735,827.365,732.562,1.553,5.121,17.83,0.076
4632.875,20.15,11.977,8.604,49.742,7.028,2.706,869.103,752.134,2.099,5.788,16.025,0.165
4633,20.797,12.786,8.602,49.881,7.069,2.687,741.03,632.016,2.452,6.169,15.161,0.257
4633.125,21.343,13.08,8.606,49.804,7.078,2.682,610.973,525.047,2.581,6.213,15.067,0.271
4633.25,22.976,13.7,8.62,49.804,7.129,2.685,333.503,302.383,2.856,6.017,16.233,0.216
4633.375,23.893,13.991,8.628,49.581,7.15,2.693,235.663,221.163,2.985,5.683,21.194,0.146
4633.5,24.845,14.13,8.637,49.298,7.142,2.726,153.284,145.9,3.047,4.745,33.914,0.049
4633.625,23.652,13.327,8.631,49.006,7.168,2.772,171.243,168.609,2.69,3.648,44.553,0.014
4633.75,22.421,12.671,8.625,48.725,7.22,2.795,218.071,217.106,2.402,3.087,48.155,0.007
4633.875,19.582,11.298,8.616,48.457,7.403,2.828,400.671,388.133,1.805,2.35,48.529,0.003
4634,17.461,10.358,8.614,48.457,7.607,2.833,617.752,588.951,1.402,2.343,38.238,0.003
4634.125,16.911,10.118,8.615,48.188,7.642,2.825,691.899,664.121,1.3,2.549,32.735,0.004
4634.25,16.612,10.047,8.618,47.913,7.455,2.79,740.582,736.048,1.27,3.449,25.153,0.011
4634.375,16.435,10.175,8.621,47.651,7.149,2.746,723.422,733.957,1.324,4.525,19.859,0.038
4634.5,16.271,10.249,8.624,47.437,7.095,2.726,703.294,709.546,1.355,4.975,18.284,0.064
4634.625,16.463,10.85,8.633,47.437,7.191,2.697,590.152,587.138,1.612,5.582,16.541,0.13
4634.75,18.529,13.119,8.642,47.289,7.184,2.687,371.794,377.556,2.599,4.972,19.478,0.064
4634.875,20.224,14.829,8.645,47.201,7.041,2.688,259.706,272.281,3.36,4.271,28.885,0.028
4635,23.536,17.901,8.649,47.141,6.584,2.7,113.59,129.01,4.77,2.943,73.657,0.006
4635.125,24.437,18.589,8.651,47.048,6.351,2.711,85.016,96.421,5.093,2.472,99.99,0.004
4635.25,24.355,18.094,8.654,46.85,5.99,2.739,72.292,79.185,4.86,2.067,99.99,0.002
4635.375,24.287,17.309,8.647,46.85,5.808,2.771,83.825,93.07,4.494,1.826,99.99,0.002
4635.5,24.909,17.289,8.639,46.514,5.781,2.787,99.457,108.446,4.485,1.357,99.99,0.001
4635.625,26.096,17.03,8.624,46.078,5.784,2.811,142.131,147.848,4.365,0.801,99.99,0.001
4635.75,24.775,15.041,8.621,45.606,5.754,2.825,177.981,182.497,3.456,0.689,99.99,0
4635.875,23.451,13.586,8.625,45.141,5.72,2.828,190.877,196.065,2.805,0.578,99.99,0
4636,21.616,11.112,8.634,45.141,5.713,2.828,212.179,218.3,1.725,1.121,99.99,0.001
4636.125,21.299,9.67,8.642,44.723,5.835,2.825,225.73,231.476,1.11,1.278,99.99,0.001
4636.25,21.288,9.14,8.644,44.398,5.874,2.823,228.462,234.088,0.887,1.225,99.99,0.001
4636.375,20.839,8.04,8.647,44.195,5.778,2.819,237.265,238.773,0.428,1.615,99.99,0.001
4636.5,20.356,7.11,8.647,44.082,5.555,2.814,257.993,246.657,0.045,2.218,66.802,0.003
4636.625,20.409,6.876,8.646,43.999,5.431,2.812,265.079,247.105,0.01,2.3,62.804,0.003
4636.75,20.923,6.987,8.639,43.999,5.141,2.808,257.809,233.084,0.01,2.37,61.393,0.003
4636.875,21.097,7.236,8.634,43.937,5.011,2.807,247.122,221.765,0.097,2.165,70.547,0.002
4637,20.645,7.945,8.624,43.947,4.933,2.809,233.696,206.763,0.389,1.47,99.99,0.001
4637.125,19.027,8.836,8.622,44.073,5.159,2.818,250.735,219.469,0.759,0.927,99.99,0.001
4637.25,18.081,9.234,8.625,44.287,5.319,2.824,280.848,245.646,0.926,0.983,99.99,0.001
4637.375,16.87,9.902,8.633,44.515,5.536,2.838,442.169,368.835,1.208,0.773,99.99,0
4637.5,17.178,10.901,8.642,44.515,5.485,2.848,765.065,592.308,1.634,0.391,99.99,0
4637.625,17.553,11.461,8.645,44.682,5.373,2.85,955.474,719.371,1.875,0.381,99.99,0
4637.75,17.638,12.041,8.646,44.219,5.103,2.846,1283.256,932.6,2.127,0.019,99.99,0
4637.875,17.209,12.001,8.647,44.43,4.895,2.834,1455.603,1032.917,2.109,0.085,99.99,0
4638,17.397,12.138,8.651,44.501,4.808,2.828,1474.448,1033.016,2.169,0.165,99.99,0
4638.125,18.997,13.006,8.663,44.501,4.679,2.818,1359.118,931.478,2.549,0.028,99.99,0
4638.25,20.092,13.52,8.67,44.571,4.648,2.817,1227.461,838.11,2.776,0.026,99.99,0
4638.375,21.946,14.259,8.678,44.571,4.628,2.82,908.469,625.745,3.105,0.022,99.99,0
4638.5,22.71,14.36,8.677,44.641,4.593,2.828,678.276,473.054,3.15,0.019,99.99,0
4638.625,22.485,13.998,8.673,44.641,4.585,2.832,627.443,437.447,2.988,0.018,99.99,0
4638.75,20.515,12.056,8.658,44.712,4.684,2.833,640.365,442.203,2.133,0.416,99.99,0
4638.875,17.575,9.475,8.646,44.712,4.941,2.827,774.24,525.309,1.028,1.161,82.492,0.001
4639,16.631,8.624,8.644,44.852,5.093,2.822,872.684,584.551,0.671,1.597,51.359,0.001
4639.125,16.361,8.116,8.643,45.134,5.324,2.811,1066.825,699.212,0.46,2.169,37.671,0.002
4639.25,16.352,8.021,8.64,45.485,5.429,2.804,1182.264,767.722,0.42,2.513,33.143,0.004
4639.375,15.88,7.822,8.639,45.837,5.477,2.802,1212.353,785.581,0.338,2.712,31.013,0.005
4639.5,14.87,7.409,8.637,45.837,5.63,2.802,1272.908,818.014,0.168,2.84,29.798,0.005
4639.625,15.387,7.694,8.635,46.118,5.781,2.805,1382.405,872.548,0.285,2.762,30.528,0.005
4639.75,16.116,8.068,8.633,46.329,5.807,2.806,1455.569,908.33,0.44,2.7,31.134,0.005
4639.875,17.127,8.628,8.628,46.54,5.77,2.804,1620.883,991.265,0.672,2.688,31.256,0.005
4640,16.996,8.604,8.627,46.681,5.763,2.8,1714.696,1040.634,0.662,2.838,29.808,0.005
4640.125,15.552,7.953,8.627,46.821,5.832,2.786,1950.038,1166.197,0.392,3.43,25.28,0.011
4640.25,13.961,7.204,8.63,46.821,5.913,2.769,2228.65,1309.774,0.084,4.15,21.41,0.025
4640.375,13.641,7.092,8.633,46.892,5.925,2.762,2338.837,1362.796,0.038,4.417,20.282,0.034
4640.5,14.183,7.57,8.644,47.032,5.89,2.757,2363.466,1362.602,0.234,4.468,20.08,0.036
4640.625,15.522,8.496,8.66,47.032,5.795,2.767,2055.381,1191.68,0.617,3.917,22.519,0.019
4640.75,16.078,8.782,8.669,47.032,5.713,2.776,1816.587,1063.76,0.737,3.573,24.395,0.013
4640.875,16.465,8.583,8.681,47.032,5.473,2.794,1332.823,806.16,0.654,3.042,28.061,0.007
4641,16.323,7.914,8.675,46.821,5.268,2.803,994.229,624.252,0.376,2.812,30.055,0.005
4641.125,16.342,7.676,8.665,46.54,5.242,2.804,891.894,569.687,0.278,2.769,30.458,0.005
4641.25,16.425,7.379,8.638,46.118,5.345,2.798,781.924,517.038,0.155,2.965,28.696,0.006
4641.375,16.268,7.251,8.627,45.767,5.439,2.794,757.913,510.239,0.103,3.083,27.735,0.007
4641.5,15.508,7.147,8.618,45.696,5.622,2.787,741.689,516.603,0.06,3.36,25.732,0.01
4641.625,14.868,7.44,8.621,45.696,5.795,2.782,734.582,527.822,0.18,3.465,25.057,0.011
4641.75,14.921,7.825,8.621,45.907,5.857,2.78,725.668,529.127,0.339,3.467,25.041,0.011
4641.875,15.634,8.989,8.612,46.399,5.841,2.779,692.465,519.435,0.823,3.311,26.068,0.009
4642,16.351,9.984,8.606,46.962,5.717,2.785,647.215,500.129,1.243,3.065,27.88,0.007
4642.125,16.631,10.249,8.608,47.454,5.668,2.791,626.029,491.375,1.355,2.976,28.607,0.006
4642.25,17.567,10.573,8.614,47.454,5.685,2.806,597.55,483.638,1.494,2.522,35.474,0.004
4642.375,19.388,10.972,8.614,47.876,5.941,2.815,595.393,495.927,1.665,2.368,38.519,0.003
4642.5,20.279,11.155,8.614,48.158,6.162,2.814,607.846,512.307,1.743,2.47,36.08,0.004
4642.625,20.855,11.088,8.619,48.368,6.65,2.804,666.389,564.974,1.714,2.873,29.499,0.006
4642.75,19.902,10.362,8.626,48.509,6.875,2.783,733.091,611.542,1.404,3.63,24.058,0.014
4642.875,19.294,9.948,8.629,48.579,6.846,2.772,739.839,612.82,1.228,4.023,21.998,0.021
4643,18.526,9.484,8.638,48.579,6.596,2.751,669.319,554.855,1.031,4.676,19.299,0.045
4643.125,18.403,9.453,8.642,48.509,6.413,2.745,606.315,506.094,1.018,4.811,18.826,0.053
4643.25,18.222,9.473,8.649,48.228,5.955,2.745,491.94,413.621,1.027,4.665,19.34,0.045
4643.375,17.821,9.437,8.647,47.736,5.488,2.76,427.701,354.584,1.012,4.042,23.447,0.022
4643.5,17.526,9.442,8.646,47.173,5.329,2.77,404.514,333.901,1.014,3.591,28.124,0.013
4643.625,16.841,9.429,8.669,46.61,5.235,2.789,359.472,300.445,1.008,2.9,39.447,0.006
4643.75,16.433,9.47,8.766,46.61,5.419,2.799,327.774,280.018,1.026,2.647,46.649,0.004
4643.875,16.451,9.519,8.837,46.821,5.571,2.801,319.986,275.021,1.046,2.661,46.952,0.004
4644,16.825,9.719,8.944,47.103,5.872,2.799,315.277,272.026,1.131,2.803,44.328,0.005
4644.125,17.258,9.888,8.906,47.243,6.096,2.796,331.748,284.626,1.202,2.928,40.743,0.006
4644.25,17.491,9.987,8.843,47.314,6.133,2.795,354.479,300.74,1.244,2.962,38.698,0.006
4644.375,17.783,10.082,8.719,47.314,6.024,2.794,418.286,344.481,1.284,2.952,35.424,0.006
4644.5,17.553,9.924,8.681,47.384,5.932,2.793,444.88,362.811,1.217,3.008,33.424,0.007
4644.625,16.371,9.136,8.639,47.525,5.802,2.789,462.321,376.532,0.885,3.264,29.475,0.009
4644.75,15.355,8.392,8.601,47.736,5.919,2.779,448.623,369.784,0.574,3.755,25.073,0.016
4644.875,15.173,8.2,8.586,48.017,6.109,2.771,442.558,366.42,0.494,4.122,22.438,0.024
4645,15.284,8.158,8.577,48.509,6.752,2.75,438.698,363.9,0.477,4.989,18.239,0.065
4645.125,15.664,8.374,8.595,48.509,7.646,2.73,435.442,358.635,0.567,5.731,16.166,0.155
4645.25,15.808,8.493,8.606,49.072,8.1,2.722,430.886,352.165,0.616,6.143,15.216,0.25
4645.375,15.8,8.636,8.624,49.564,8.801,2.718,412.985,330.95,0.676,6.461,14.561,0.361
4645.5,15.61,8.994,8.635,49.916,8.821,2.729,383.8,303.423,0.825,6.121,15.264,0.243
4645.625,15.659,9.42,8.64,49.916,8.461,2.74,367.887,290.114,1.004,5.639,16.689,0.139
4645.75,16.275,10.783,8.644,49.916,7.338,2.768,342.326,270.294,1.583,4.386,23.93,0.032
4645.875,16.913,11.93,8.635,49.705,6.443,2.795,335.184,265.06,2.078,3.275,35.125,0.009
4646,17.003,12.123,8.626,49.142,6.231,2.806,340.201,268.325,2.162,2.8,42.524,0.005
4646.125,16.646,11.736,8.604,48.579,6.235,2.819,361.134,281.056,1.994,2.379,50.632,0.003
4646.25,16.327,11.333,8.593,48.087,6.376,2.82,371.299,286.585,1.82,2.315,51.617,0.003
4646.375,16.046,10.633,8.573,48.017,6.752,2.815,379.07,288.695,1.519,2.582,44.393,0.004
4646.5,16.306,10.045,8.551,48.017,7.023,2.802,373.58,281.087,1.269,3.07,35.9,0.007
4646.625,16.365,9.637,8.541,48.298,7.086,2.793,371.31,277.08,1.096,3.46,30.934,0.011
4646.75,16.31,8.797,8.531,49.001,7.203,2.771,377.858,275.621,0.743,4.405,22.524,0.033
4646.875,16.248,8.251,8.535,49.916,7.582,2.742,412.404,290.931,0.516,5.622,16.438,0.136
4647,16.089,8.04,8.542,50.83,7.859,2.727,444.956,306.939,0.428,4.829,18.766,0.054
4647.125,15.257,7.529,8.567,50.83,8.282,2.7,536.239,349.962,0.217,5.865,15.843,0.181
4647.25,14.192,7.063,8.601,51.463,8.198,2.683,620.894,383.009,0.026,5.814,15.964,0.17
4647.375,13.873,6.956,8.613,51.674,8.013,2.679,641.787,386.638,0.01,5.687,16.273,0.147
4647.5,13.663,6.916,8.616,51.533,7.642,2.678,629.283,366.623,0.01,5.795,16.009,0.167
4647.625,13.896,7.052,8.608,51.111,7.389,2.682,575.418,331.1,0.021,6.061,15.396,0.227
4647.75,14.215,7.242,8.608,50.619,7.309,2.686,550.378,316.791,0.099,6.402,14.679,0.337
4647.875,14.899,7.705,8.623,50.619,7.259,2.696,528.689,305.394,0.29,5.976,15.587,0.206
4648,15.067,7.85,8.631,50.127,7.273,2.702,534.31,307.986,0.349,6.276,14.934,0.291
4648.125,15.045,7.903,8.635,49.845,7.265,2.715,560.577,317.528,0.371,6.46,14.565,0.36
4648.25,15.076,7.961,8.625,49.705,7.169,2.726,555.247,308.353,0.395,6.06,15.398,0.227
