date,生产时间_(H),casing_p_shut,casing_p_avg,tubing_p_shut,tubing_p_avg,井口温度,qg_m3d,qw_td,日产油量_(t),日放空气量_(m^3),月产气量_(m^3),月产水量_(t),月产油量_(t),月放空气量_(m^3),年产气量_(10^4m^3),年产水量_(10^4t),年产油量_(10^4t),年放空气量_(10^4m^3),累产气量_(10^8m^3),累产水量_(10^4t),累产油量_(10^4t),累放空气量_(10^8m^3),输压_(MPa),气举注气量_(m^3),t_day,well_id,op_condition,qg_valid
2014-02-08,24.0,,39.6,,62.5,43.5,166540.0,1.5,,,1216432.0,9.3,,,582.2252,0.00494,0.0,0.0,0.62517741,0.05012,0.0,0.0,3.9,,274,SY9,open,1
2014-02-09,24.0,,39.6,,62.5,44.2,177916.0,1.3,,,1394348.0,10.6,,,600.0168,0.00507,0.0,0.0,0.62695657,0.05025,0.0,0.0,4.0,,275,SY9,open,1
2014-02-10,24.0,,39.6,,62.5,45.0,181860.0,1.4,,,1576208.0,12.0,,,618.2028,0.00521,0.0,0.0,0.62877517,0.05039,0.0,0.0,3.9,,276,SY9,open,1
2014-02-11,24.0,,39.8,,62.5,45.0,186832.0,1.2,,,1763040.0,13.2,,,636.886,0.00533,0.0,0.0,0.63064349,0.05051,0.0,0.0,4.0,,277,SY9,open,1
2014-02-12,24.0,,39.8,,62.5,45.0,191484.0,1.2,,,1954524.0,14.4,,,656.0344,0.00545,0.0,0.0,0.63255833,0.05063,0.0,0.0,4.0,,278,SY9,open,1
2014-02-13,21.67,36.7,36.7,60.7,58.3,45.9,174868.0,2.2,,,2129392.0,16.6,,,673.5212,0.00567,0.0,0.0,0.63430701,0.05085,0.0,0.0,3.9,,279,SY9,open,1
2014-02-14,16.25,36.0,34.8,63.0,60.0,45.0,129179.0,1.2,,,2258571.0,17.8,,,686.4391,0.00579,0.0,0.0,0.6355988,0.05097,0.0,0.0,4.0,,280,SY9,throttled,1
2014-02-15,24.0,,36.4,,62.9,47.5,199355.0,1.0,,,2457926.0,18.8,,,706.3746,0.00589,0.0,0.0,0.63759235,0.05107,0.0,0.0,4.0,,281,SY9,open,1
2014-02-16,24.0,,36.4,,63.0,48.0,205745.0,1.8,,,2663671.0,20.6,,,726.9491,0.00607,0.0,0.0,0.6396498,0.05125,0.0,0.0,4.2,,282,SY9,open,1
2014-02-17,24.0,,36.8,,63.0,50.0,216331.0,1.2,,,2880002.0,21.8,,,748.5822,0.00619,0.0,0.0,0.64181311,0.05137,0.0,0.0,4.7,,283,SY9,open,1
2014-02-18,24.0,,35.8,,63.0,50.0,226160.0,1.5,,,3106162.0,23.3,,,771.1982,0.00634,0.0,0.0,0.64407471,0.05152,0.0,0.0,5.9,,284,SY9,open,1
2014-02-19,24.0,,37.0,,63.0,52.5,228859.0,2.5,,,3335021.0,25.8,,,794.0841,0.00659,0.0,0.0,0.6463633,0.05177,0.0,0.0,4.6,,285,SY9,open,1
2014-02-20,24.0,,39.5,,61.9,64.3,495961.0,2.6,,,3830982.0,28.4,,,843.6802,0.00685,0.0,0.0,0.65132291,0.05203,0.0,0.0,7.1,,286,SY9,open,1
2014-02-21,24.0,,38.3,,62.2,62.8,295984.0,1.8,,,4126966.0,30.2,,,873.2786,0.00703,0.0,0.0,0.65428275,0.05221,0.0,0.0,4.9,,287,SY9,open,1
2014-02-22,24.0,,35.9,,62.3,55.7,215710.0,1.5,,8000.0,4342676.0,31.7,,8000.0,894.8496,0.00718,0.0,0.8,0.65643985,0.05236,0.0,8e-05,4.4,,288,SY9,open,1
2014-02-23,24.0,,35.1,,62.3,55.5,229983.0,1.8,,,4572659.0,33.5,,8000.0,917.8479,0.00736,0.0,0.8,0.65873968,0.05254,0.0,8e-05,4.2,,289,SY9,open,1
2014-02-24,24.0,,34.4,,62.3,54.4,215647.0,1.0,,,4788306.0,34.5,,8000.0,939.4126,0.00746,0.0,0.8,0.66089615,0.05264,0.0,8e-05,4.3,,290,SY9,open,1
2014-02-25,24.0,,33.4,,62.2,52.0,198262.0,2.5,,,4986568.0,37.0,,8000.0,959.2388,0.00771,0.0,0.8,0.66287877,0.05289,0.0,8e-05,4.0,,291,SY9,open,1
2014-02-26,24.0,,32.9,,62.2,52.0,203078.0,2.5,,,5189646.0,39.5,,8000.0,979.5466,0.00796,0.0,0.8,0.66490955,0.05314,0.0,8e-05,4.0,,292,SY9,open,1
2014-02-27,24.0,,32.8,,62.2,52.5,218705.0,2.5,,,5408351.0,42.0,,8000.0,1001.4171,0.00821,0.0,0.8,0.6670966,0.05339,0.0,8e-05,4.4,,293,SY9,open,1
2014-02-28,24.0,,38.0,,61.4,77.0,612703.0,6.0,,,6021054.0,48.0,,8000.0,1062.6874,0.00881,0.0,0.8,0.67322363,0.05399,0.0,8e-05,7.3,,294,SY9,open,1
2014-03-01,24.0,,40.5,,60.9,79.5,665802.0,6.5,,,665802.0,6.5,,,1129.2676,0.00946,0.0,0.8,0.67988165,0.05464,0.0,8e-05,6.9,,295,SY9,open,1
2014-03-02,24.0,,40.9,,60.9,82.0,665106.0,6.0,,,1330908.0,12.5,,,1195.7782,0.01006,0.0,0.8,0.68653271,0.05524,0.0,8e-05,6.9,,296,SY9,open,1
2014-03-03,24.0,,41.3,,60.9,83.3,664822.0,6.5,,,1995730.0,19.0,,,1262.2604,0.01071,0.0,0.8,0.69318093,0.05589,0.0,8e-05,7.1,,297,SY9,open,1
2014-03-04,24.0,,41.6,,60.8,84.3,664059.0,4.0,,,2659789.0,23.0,,,1328.6663,0.01111,0.0,0.8,0.69982152,0.05629,0.0,8e-05,7.1,,298,SY9,open,1
2014-03-05,17.0,41.7,35.0,60.8,62.0,60.0,173648.0,1.0,,,2833437.0,24.0,,,1346.0311,0.01121,0.0,0.8,0.701558,0.05639,0.0,8e-05,3.8,,299,SY9,throttled,1
2014-03-06,22.5,32.2,32.5,61.8,61.8,50.9,112359.0,1.0,,,2945796.0,25.0,,,1357.267,0.01131,0.0,0.8,0.70268159,0.05649,0.0,8e-05,3.6,,300,SY9,open,1
2014-03-07,24.0,,38.5,,60.7,70.2,614026.0,6.0,,,3559822.0,31.0,,,1418.6696,0.01191,0.0,0.8,0.70882185,0.05709,0.0,8e-05,6.7,,301,SY9,open,1
2014-03-08,24.0,,35.4,,62.1,61.8,205548.0,1.3,,,3765370.0,32.3,,,1439.2244,0.01204,0.0,0.8,0.71087733,0.05722,0.0,8e-05,6.9,,302,SY9,open,1
2014-03-09,24.0,,33.0,,61.8,53.0,162794.0,1.4,,,3928164.0,33.7,,,1455.5038,0.01218,0.0,0.8,0.71250527,0.05736,0.0,8e-05,3.9,,303,SY9,open,1
2014-03-10,24.0,,38.1,,61.0,73.1,599676.0,6.1,,,4527840.0,39.8,,,1515.4714,0.01279,0.0,0.8,0.71850203,0.05797,0.0,8e-05,6.7,,304,SY9,open,1
2014-03-11,24.0,,40.4,,60.8,81.5,647572.0,6.0,,,5175412.0,45.8,,,1580.2286,0.01339,0.0,0.8,0.72497775,0.05857,0.0,8e-05,7.0,,305,SY9,open,1
2014-03-12,24.0,,41.0,,60.8,83.5,658098.0,5.4,,,5833510.0,51.2,,,1646.0384,0.01393,0.0,0.8,0.73155873,0.05911,0.0,8e-05,6.9,,306,SY9,open,1
2014-03-13,22.0,40.3,36.8,62.6,61.8,72.9,271233.0,2.6,,,6104743.0,53.8,,,1673.1617,0.01419,0.0,0.8,0.73427106,0.05937,0.0,8e-05,7.0,,307,SY9,open,1
2014-03-14,24.0,,33.0,,61.7,54.1,142107.0,1.4,,,6246850.0,55.2,,,1687.3724,0.01433,0.0,0.8,0.73569213,0.05951,0.0,8e-05,3.7,,308,SY9,open,1
2014-03-15,24.0,,32.0,,61.6,50.9,147947.0,1.4,,,6394797.0,56.6,,,1702.1671,0.01447,0.0,0.8,0.7371716,0.05965,0.0,8e-05,3.8,,309,SY9,open,1
2014-03-16,24.0,,31.5,,61.7,51.0,160912.0,1.5,,,6555709.0,58.1,,,1718.2583,0.01462,0.0,0.8,0.73878072,0.0598,0.0,8e-05,3.8,,310,SY9,open,1
2014-03-17,24.0,,31.0,,61.6,50.2,149747.0,1.2,,,6705456.0,59.3,,,1733.233,0.01474,0.0,0.8,0.74027819,0.05992,0.0,8e-05,3.8,,311,SY9,open,1
2014-03-18,24.0,,30.7,,61.6,50.2,154059.0,0.8,,,6859515.0,60.1,,,1748.6389,0.01482,0.0,0.8,0.74181878,0.06,0.0,8e-05,3.9,,312,SY9,open,1
2014-03-19,24.0,,30.7,,61.6,49.8,160945.0,0.8,,,7020460.0,60.9,,,1764.7334,0.0149,0.0,0.8,0.74342823,0.06008,0.0,8e-05,3.9,,313,SY9,open,1
2014-03-20,24.0,,30.4,,61.6,49.0,148124.0,0.5,,,7168584.0,61.4,,,1779.5458,0.01495,0.0,0.8,0.74490947,0.06013,0.0,8e-05,3.9,,314,SY9,open,1
2014-03-21,24.0,,29.3,,61.6,46.8,157423.0,1.0,,,7326007.0,62.4,,,1795.2881,0.01505,0.0,0.8,0.7464837,0.06023,0.0,8e-05,4.0,,315,SY9,open,1
2014-03-22,24.0,,29.0,,61.6,48.0,164972.0,1.0,,,7490979.0,63.4,,,1811.7853,0.01515,0.0,0.8,0.74813342,0.06033,0.0,8e-05,3.8,,316,SY9,open,1
2014-03-23,24.0,,28.7,,61.7,47.3,151574.0,0.8,,,7642553.0,64.2,,,1826.9427,0.01523,0.0,0.8,0.74964916,0.06041,0.0,8e-05,3.7,,317,SY9,open,1
2014-03-24,24.0,,28.8,,61.7,48.0,161897.0,1.0,,,7804450.0,65.2,,,1843.1324,0.01533,0.0,0.8,0.75126813,0.06051,0.0,8e-05,4.8,,318,SY9,open,1
2014-03-25,24.0,,29.0,,61.8,47.2,148880.0,1.4,,,7953330.0,66.6,,,1858.0204,0.01547,0.0,0.8,0.75275693,0.06065,0.0,8e-05,3.8,,319,SY9,open,1
2014-03-26,24.0,,29.0,,61.6,47.0,156031.0,1.2,,,8109361.0,67.8,,,1873.6235,0.01559,0.0,0.8,0.75431724,0.06077,0.0,8e-05,3.8,,320,SY9,open,1
2014-03-27,24.0,,28.7,,61.6,48.0,155380.0,1.0,,,8264741.0,68.8,,,1889.1615,0.01569,0.0,0.8,0.75587104,0.06087,0.0,8e-05,3.8,,321,SY9,open,1
2014-03-28,24.0,,28.5,,61.7,48.0,166029.0,2.0,,,8430770.0,70.8,,,1905.7644,0.01589,0.0,0.8,0.75753133,0.06107,0.0,8e-05,3.8,,322,SY9,open,1
2014-03-29,24.0,,28.3,,61.5,47.0,148351.0,2.0,,,8579121.0,72.8,,,1920.5995,0.01609,0.0,0.8,0.75901484,0.06127,0.0,8e-05,3.7,,323,SY9,open,1
2014-03-30,24.0,,28.4,,61.6,47.0,162946.0,2.0,,,8742067.0,74.8,,,1936.8941,0.01629,0.0,0.8,0.7606443,0.06147,0.0,8e-05,3.8,,324,SY9,open,1
2014-03-31,24.0,,28.3,,61.6,47.2,152273.0,2.0,,,8894340.0,76.8,,,1952.1214,0.01649,0.0,0.8,0.76216703,0.06167,0.0,8e-05,3.9,,325,SY9,open,1
2014-04-01,24.0,,28.1,,61.5,47.0,156786.0,2.5,,,156786.0,2.5,,,1967.8,0.01674,0.0,0.8,0.76373489,0.06192,0.0,8e-05,3.9,,326,SY9,open,1
2014-04-02,24.0,,27.9,,61.6,47.1,160738.0,2.5,,,317524.0,5.0,,,1983.8738,0.01699,0.0,0.8,0.76534227,0.06217,0.0,8e-05,3.7,,327,SY9,open,1
2014-04-03,24.0,,27.8,,61.7,47.9,164276.0,2.8,,,481800.0,7.8,,,2000.3014,0.01727,0.0,0.8,0.76698503,0.06245,0.0,8e-05,3.8,,328,SY9,open,1
2014-04-04,24.0,,27.8,,61.7,48.0,167516.0,2.5,,,649316.0,10.3,,,2017.053,0.01752,0.0,0.8,0.76866019,0.0627,0.0,8e-05,3.8,,329,SY9,open,1
2014-04-05,24.0,,27.1,,61.7,48.0,170939.0,2.5,,,820255.0,12.8,,,2034.1469,0.01777,0.0,0.8,0.77036958,0.06295,0.0,8e-05,3.8,,330,SY9,open,1
2014-04-06,24.0,,26.9,,61.8,48.4,174075.0,2.0,,,994330.0,14.8,,,2051.5544,0.01797,0.0,0.8,0.77211033,0.06315,0.0,8e-05,3.8,,331,SY9,open,1
2014-04-07,24.0,,27.6,,61.7,48.0,170448.0,2.5,,,1164778.0,17.3,,,2068.5992,0.01822,0.0,0.8,0.77381481,0.0634,0.0,8e-05,3.8,,332,SY9,open,1
2014-04-08,24.0,,28.0,,61.7,48.8,170350.0,2.5,,,1335128.0,19.8,,,2085.6342,0.01847,0.0,0.8,0.77551831,0.06365,0.0,8e-05,3.8,,333,SY9,open,1
2014-04-09,24.0,,28.6,,61.7,49.1,168839.0,1.1,,,1503967.0,20.9,,,2102.5181,0.01858,0.0,0.8,0.7772067,0.06376,0.0,8e-05,3.8,,334,SY9,open,1
2014-04-10,24.0,,28.4,,61.7,48.8,172905.0,1.5,,,1676872.0,22.4,,,2119.8086,0.01873,0.0,0.8,0.77893575,0.06391,0.0,8e-05,3.8,,335,SY9,open,1
2014-04-11,24.0,,27.8,,61.7,47.0,176596.0,1.5,,,1853468.0,23.9,,,2137.4682,0.01888,0.0,0.8,0.78070171,0.06406,0.0,8e-05,3.8,,336,SY9,open,1
2014-04-12,24.0,,28.3,,61.8,49.7,178416.0,1.5,,,2031884.0,25.4,,,2155.3098,0.01903,0.0,0.8,0.78248587,0.06421,0.0,8e-05,3.8,,337,SY9,open,1
2014-04-13,24.0,,29.3,,61.8,50.4,181490.0,1.5,,,2213374.0,26.9,,,2173.4588,0.01918,0.0,0.8,0.78430077,0.06436,0.0,8e-05,3.9,,338,SY9,open,1
2014-04-14,24.0,,29.3,,61.8,50.2,183509.0,2.5,,,2396883.0,29.4,,,2191.8097,0.01943,0.0,0.8,0.78613586,0.06461,0.0,8e-05,3.9,,339,SY9,open,1
2014-04-15,7.83,30.2,29.4,61.7,61.7,49.3,54134.0,0.9,,,2451017.0,30.3,,,2197.2231,0.01952,0.0,0.8,0.7866772,0.0647,0.0,8e-05,2.6,,340,SY9,throttled,1
2014-04-16,0.0,24.5,24.5,62.2,62.2,20.0,,,,,2451017.0,30.3,,,2197.2231,0.01952,0.0,0.8,0.7866772,0.0647,0.0,8e-05,,,341,SY9,shut_in,0
2014-04-17,0.0,25.0,25.0,62.5,62.5,21.8,,,,,2451017.0,30.3,,,2197.2231,0.01952,0.0,0.8,0.7866772,0.0647,0.0,8e-05,,,342,SY9,shut_in,0
2014-04-18,16.5,25.5,28.0,62.5,62.0,45.0,133794.0,1.2,,,2584811.0,31.5,,,2210.6025,0.01964,0.0,0.8,0.78801514,0.06482,0.0,8e-05,5.0,,343,SY9,throttled,1
2014-04-19,24.0,,35.1,,61.1,64.6,523571.0,4.5,,,3108382.0,36.0,,,2262.9596,0.02009,0.0,0.8,0.79325085,0.06527,0.0,8e-05,6.1,,344,SY9,open,1
2014-04-20,24.0,,38.0,,62.0,70.0,580322.0,5.5,,,3688704.0,41.5,,,2320.9918,0.02064,0.0,0.8,0.79905407,0.06582,0.0,8e-05,7.0,,345,SY9,open,1
2014-04-21,24.0,,39.2,,61.0,76.2,572928.0,6.5,,,4261632.0,48.0,,,2378.2846,0.02129,0.0,0.8,0.80478335,0.06647,0.0,8e-05,7.1,,346,SY9,open,1
2014-04-22,24.0,,40.0,,61.2,78.7,579239.0,6.0,,,4840871.0,54.0,,,2436.2085,0.02189,0.0,0.8,0.81057574,0.06707,0.0,8e-05,7.3,,347,SY9,open,1
2014-04-23,24.0,,39.6,,61.3,75.8,523075.0,4.1,,,5363946.0,58.1,,,2488.516,0.0223,0.0,0.8,0.81580649,0.06748,0.0,8e-05,7.2,,348,SY9,open,1
2014-04-24,24.0,,40.1,,61.1,78.2,547199.0,5.0,,,5911145.0,63.1,,,2543.2359,0.0228,0.0,0.8,0.82127848,0.06798,0.0,8e-05,7.3,,349,SY9,open,1
2014-04-25,24.0,,40.9,,60.8,79.5,625060.0,4.5,,,6536205.0,67.6,,,2605.7419,0.02325,0.0,0.8,0.82752908,0.06843,0.0,8e-05,7.5,,350,SY9,open,1
2014-04-26,20.0,41.4,38.9,62.4,61.5,67.3,329240.0,1.8,,7000.0,6865445.0,69.4,,7000.0,2638.6659,0.02343,0.0,1.5,0.83082148,0.06861,0.0,0.00015,5.6,,351,SY9,open,1
2014-04-27,24.0,,35.9,,61.9,59.3,204207.0,1.0,,,7069652.0,70.4,,7000.0,2659.0866,0.02353,0.0,1.5,0.83286355,0.06871,0.0,0.00015,4.0,,352,SY9,open,1
2014-04-28,24.0,,35.8,,61.9,57.5,210633.0,1.5,,,7280285.0,71.9,,7000.0,2680.1499,0.02368,0.0,1.5,0.83496988,0.06886,0.0,0.00015,4.1,,353,SY9,open,1
2014-04-29,21.0,35.6,34.0,61.9,60.5,79.0,452662.0,4.0,,,7732947.0,75.9,,7000.0,2725.4161,0.02408,0.0,1.5,0.8394965,0.06926,0.0,0.00015,7.0,,354,SY9,open,1
2014-04-30,24.0,,42.9,,60.4,82.2,689119.0,7.0,,,8422066.0,82.9,,7000.0,2794.328,0.02478,0.0,1.5,0.84638769,0.06996,0.0,0.00015,7.3,,355,SY9,open,1
2014-05-01,24.0,,43.9,,60.5,83.3,681166.0,7.0,,,681166.0,7.0,,,2862.4446,0.02548,0.0,1.5,0.85319935,0.07066,0.0,0.00015,7.5,,356,SY9,open,1
2014-05-02,24.0,,43.9,,60.5,84.0,678759.0,6.5,,,1359925.0,13.5,,,2930.3205,0.02613,0.0,1.5,0.85998694,0.07131,0.0,0.00015,7.5,,357,SY9,open,1
2014-05-03,24.0,,44.0,,60.4,84.0,676392.0,7.0,,,2036317.0,20.5,,,2997.9597,0.02683,0.0,1.5,0.86675086,0.07201,0.0,0.00015,7.4,,358,SY9,open,1
2014-05-04,24.0,,44.0,,60.4,84.0,673793.0,6.5,,,2710110.0,27.0,,,3065.339,0.02748,0.0,1.5,0.87348879,0.07266,0.0,0.00015,7.6,,359,SY9,open,1
2014-05-05,24.0,,44.1,,60.4,84.4,667060.0,6.0,,,3377170.0,33.0,,,3132.045,0.02808,0.0,1.5,0.88015939,0.07326,0.0,0.00015,7.3,,360,SY9,open,1
2014-05-06,24.0,,44.1,,60.4,84.4,671756.0,6.0,,,4048926.0,39.0,,,3199.2206,0.02868,0.0,1.5,0.88687695,0.07386,0.0,0.00015,7.5,,361,SY9,open,1
2014-05-07,24.0,,44.1,,60.4,85.0,670162.0,6.5,,,4719088.0,45.5,,,3266.2368,0.02933,0.0,1.5,0.89357857,0.07451,0.0,0.00015,7.6,,362,SY9,open,1
2014-05-08,24.0,,44.1,,60.4,85.8,667411.0,6.0,,,5386499.0,51.5,,,3332.9779,0.02993,0.0,1.5,0.90025268,0.07511,0.0,0.00015,7.6,,363,SY9,open,1
2014-05-09,24.0,,43.9,,60.6,83.9,611637.0,6.0,,,5998136.0,57.5,,,3394.1416,0.03053,0.0,1.5,0.90636905,0.07571,0.0,0.00015,7.5,,364,SY9,open,1
2014-05-10,24.0,,43.0,,61.1,78.4,494545.0,5.0,,,6492681.0,62.5,,,3443.5961,0.03103,0.0,1.5,0.9113145,0.07621,0.0,0.00015,7.5,,365,SY9,open,1
2014-05-11,24.0,,43.0,,61.1,78.2,510623.0,5.0,,,7003304.0,67.5,,,3494.6584,0.03153,0.0,1.5,0.91642073,0.07671,0.0,0.00015,7.6,,366,SY9,open,1
2014-05-12,24.0,,43.0,,61.0,79.2,524275.0,4.5,,,7527579.0,72.0,,,3547.0859,0.03198,0.0,1.5,0.92166348,0.07716,0.0,0.00015,7.6,,367,SY9,open,1
2014-05-13,24.0,,43.0,,61.0,78.2,497442.0,3.5,,,8025021.0,75.5,,,3596.8301,0.03233,0.0,1.5,0.9266379,0.07751,0.0,0.00015,7.6,,368,SY9,open,1
2014-05-14,24.0,,43.0,,61.1,76.6,474198.0,3.0,,,8499219.0,78.5,,,3644.2499,0.03263,0.0,1.5,0.93137988,0.07781,0.0,0.00015,7.4,,369,SY9,open,1
2014-05-15,24.0,,43.0,,61.1,77.4,491509.0,4.0,,,8990728.0,82.5,,,3693.4008,0.03303,0.0,1.5,0.93629497,0.07821,0.0,0.00015,7.5,,370,SY9,open,1
2014-05-16,24.0,,37.1,,61.0,77.3,496349.0,5.5,,,9487077.0,88.0,,,3743.0357,0.03358,0.0,1.5,0.94125846,0.07876,0.0,0.00015,7.6,,371,SY9,open,1
2014-05-17,24.0,,31.3,,61.0,78.0,513550.0,4.0,,,10000627.0,92.0,,,3794.3907,0.03398,0.0,1.5,0.94639396,0.07916,0.0,0.00015,7.5,,372,SY9,open,1
2014-05-18,24.0,,29.3,,61.0,77.9,529449.0,3.5,,,10530076.0,95.5,,,3847.3356,0.03433,0.0,1.5,0.95168845,0.07951,0.0,0.00015,7.6,,373,SY9,open,1
2014-05-19,24.0,,28.2,,61.0,78.3,529055.0,5.5,,,11059131.0,101.0,,,3900.2411,0.03488,0.0,1.5,0.956979,0.08006,0.0,0.00015,7.7,,374,SY9,open,1
2014-05-20,24.0,,26.7,,60.9,78.9,534737.0,5.0,,,11593868.0,106.0,,,3953.7148,0.03538,0.0,1.5,0.96232637,0.08056,0.0,0.00015,7.6,,375,SY9,open,1
2014-05-21,24.0,,25.7,,60.9,78.3,533349.0,5.5,,,12127217.0,111.5,,,4007.0497,0.03593,0.0,1.5,0.96765986,0.08111,0.0,0.00015,7.6,,376,SY9,open,1
2014-05-22,24.0,,24.48,,60.95,74.5,513148.0,5.0,,,12640365.0,116.5,,,4058.3645,0.03643,0.0,1.5,0.97279134,0.08161,0.0,0.00015,7.2,,377,SY9,open,1
2014-05-23,24.0,,23.6,,60.94,77.5,508797.0,5.0,,,13149162.0,121.5,,,4109.2442,0.03693,0.0,1.5,0.97787931,0.08211,0.0,0.00015,7.65,,378,SY9,open,1
2014-05-24,24.0,,23.63,,60.68,80.7,575342.0,6.0,,,13724504.0,127.5,,,4166.7784,0.03753,0.0,1.5,0.98363273,0.08271,0.0,0.00015,7.41,,379,SY9,open,1
2014-05-25,24.0,,23.6,,60.64,81.6,577475.0,5.0,,,14301979.0,132.5,,,4224.5259,0.03803,0.0,1.5,0.98940748,0.08321,0.0,0.00015,7.29,,380,SY9,open,1
2014-05-26,24.0,,23.4,,60.23,82.7,654273.0,6.5,,,14956252.0,139.0,,,4289.9532,0.03868,0.0,1.5,0.99595021,0.08386,0.0,0.00015,7.23,,381,SY9,open,1
2014-05-27,24.0,,21.15,,61.42,72.3,321376.0,2.5,,,15277628.0,141.5,,,4322.0908,0.03893,0.0,1.5,0.99916397,0.08411,0.0,0.00015,7.21,,382,SY9,open,1
2014-05-28,24.0,,19.73,,61.51,66.9,282808.0,3.0,,,15560436.0,144.5,,,4350.3716,0.03923,0.0,1.5,1.00199205,0.08441,0.0,0.00015,7.34,,383,SY9,open,1
2014-05-29,24.0,,19.79,,61.5,20.1,283273.0,2.5,,,15843709.0,147.0,,,4378.6989,0.03948,0.0,1.5,1.00482478,0.08466,0.0,0.00015,7.38,,384,SY9,open,1
2014-05-30,24.0,,20.84,,61.42,67.7,336261.0,3.5,,,16179970.0,150.5,,,4412.325,0.03983,0.0,1.5,1.00818739,0.08501,0.0,0.00015,7.21,,385,SY9,open,1
2014-05-31,24.0,,22.32,,61.42,68.1,346921.0,3.0,,,16526891.0,153.5,,,4447.0171,0.04013,0.0,1.5,1.0116566,0.08531,0.0,0.00015,7.46,,386,SY9,open,1
2014-06-01,24.0,,24.49,,60.92,71.2,458672.0,5.0,,,458672.0,5.0,,,4492.8843,0.04063,0.0,1.5,1.01624332,0.08581,0.0,0.00015,7.6,,387,SY9,open,1
2014-06-02,24.0,,28.37,,59.75,83.8,735941.0,7.5,,,1194613.0,12.5,,,4566.4784,0.04138,0.0,1.5,1.02360273,0.08656,0.0,0.00015,7.8,,388,SY9,open,1
2014-06-03,24.0,,29.68,,59.72,84.1,733021.0,7.5,,,1927634.0,20.0,,,4639.7805,0.04213,0.0,1.5,1.03093294,0.08731,0.0,0.00015,7.79,,389,SY9,open,1
2014-06-04,19.42,29.52,28.06,62.06,60.54,78.3,466216.0,5.0,,,2393850.0,25.0,,,4686.4021,0.04263,0.0,1.5,1.0355951,0.08781,0.0,0.00015,7.69,,390,SY9,open,1
2014-06-05,24.0,,26.52,,61.3,71.1,360247.0,2.5,,,2754097.0,27.5,,,4722.4268,0.04288,0.0,1.5,1.03919757,0.08806,0.0,0.00015,7.88,,391,SY9,open,1
2014-06-06,24.0,,26.77,,60.82,73.6,476296.0,5.0,,,3230393.0,32.5,,,4770.0564,0.04338,0.0,1.5,1.04396053,0.08856,0.0,0.00015,7.85,,392,SY9,open,1
2014-06-07,24.0,,25.74,,61.41,68.9,310656.0,5.5,,,3541049.0,38.0,,,4801.122,0.04393,0.0,1.5,1.04706709,0.08911,0.0,0.00015,7.83,,393,SY9,open,1
2014-06-08,24.0,,25.03,,61.38,66.9,329178.0,4.0,,,3870227.0,42.0,,,4834.0398,0.04433,0.0,1.5,1.05035887,0.08951,0.0,0.00015,7.93,,394,SY9,open,1
2014-06-09,24.0,,24.82,,61.45,65.1,272707.0,1.0,,,4142934.0,43.0,,,4861.3105,0.04443,0.0,1.5,1.05308594,0.08961,0.0,0.00015,7.81,,395,SY9,open,1
2014-06-10,24.0,,24.37,,61.34,62.9,321367.0,3.0,,,4464301.0,46.0,,,4893.4472,0.04473,0.0,1.5,1.05629961,0.08991,0.0,0.00015,7.83,,396,SY9,open,1
2014-06-11,24.0,,25.2,,61.43,65.4,306345.0,2.0,,,4770646.0,48.0,,,4924.0817,0.04493,0.0,1.5,1.05936306,0.09011,0.0,0.00015,7.96,,397,SY9,open,1
2014-06-12,24.0,,24.8,,61.45,61.7,241061.0,2.0,,,5011707.0,50.0,,,4948.1878,0.04513,0.0,1.5,1.06177367,0.09031,0.0,0.00015,7.86,,398,SY9,open,1
2014-06-13,20.25,23.28,25.22,61.89,60.78,60.0,355000.0,2.5,,,5366707.0,52.5,,,4983.6878,0.04538,0.0,1.5,1.06532367,0.09056,0.0,0.00015,7.52,,399,SY9,open,1
2014-06-14,24.0,,29.1,,59.64,81.3,743324.0,7.0,,,6110031.0,59.5,,,5058.0202,0.04608,0.0,1.5,1.07275691,0.09126,0.0,0.00015,7.33,,400,SY9,open,1
2014-06-15,24.0,,29.97,,59.35,85.0,732269.0,7.0,,,6842300.0,66.5,,,5131.2471,0.04678,0.0,1.5,1.0800796,0.09196,0.0,0.00015,7.5,,401,SY9,open,1
2014-06-16,24.0,,30.43,,59.58,85.1,734156.0,9.5,,,7576456.0,76.0,,,5204.6627,0.04773,0.0,1.5,1.08742116,0.09291,0.0,0.00015,7.31,,402,SY9,open,1
2014-06-17,24.0,,30.71,,59.75,84.9,707030.0,5.0,,,8283486.0,81.0,,,5275.3657,0.04823,0.0,1.5,1.09449146,0.09341,0.0,0.00015,7.18,,403,SY9,open,1
2014-06-18,24.0,,31.04,,59.73,85.4,706149.0,5.0,,,8989635.0,86.0,,,5345.9806,0.04873,0.0,1.5,1.10155295,0.09391,0.0,0.00015,7.22,,404,SY9,open,1
2014-06-19,24.0,,31.25,,59.72,85.8,705338.0,8.0,,,9694973.0,94.0,,,5416.5144,0.04953,0.0,1.5,1.10860633,0.09471,0.0,0.00015,7.29,,405,SY9,open,1
2014-06-20,24.0,,30.67,,60.41,81.3,569625.0,7.2,,,10264598.0,101.2,,,5473.4769,0.05025,0.0,1.5,1.11430258,0.09543,0.0,0.00015,7.17,,406,SY9,open,1
